"year","experiment","genotype","subplot_id","trait","data","exp"
2013,"density","B100",31139,"lfblade_weight",0.0285,"dn13.sim"
2013,"density","B100",31144,"lfblade_weight",0.0405,"dn13.sim"
2013,"density","B100",31151,"lfblade_weight",0.133,"dn13.sim"
2013,"density","B100",31173,"lfblade_weight",0.0745,"dn13.sim"
2013,"density","B100",31194,"lfblade_weight",0.146,"dn13.sim"
2013,"density","B100",31200,"lfblade_weight",0.161,"dn13.sim"
2013,"density","B100",32041,"lfblade_weight",0.198,"dn13.sim"
2013,"density","B100",32047,"lfblade_weight",0.1265,"dn13.sim"
2013,"density","B100",32067,"lfblade_weight",0.2265,"dn13.sim"
2013,"density","B100",32090,"lfblade_weight",0.179,"dn13.sim"
2013,"density","B100",32095,"lfblade_weight",0.1645,"dn13.sim"
2013,"density","B100",32121,"lfblade_weight",0.2705,"dn13.sim"
2013,"density","B100",32122,"lfblade_weight",0.089,"dn13.sim"
2013,"density","B100",32156,"lfblade_weight",0.213,"dn13.sim"
2013,"density","B100",32182,"lfblade_weight",0.1915,"dn13.sim"
2013,"density","B100",32193,"lfblade_weight",0.178,"dn13.sim"
2013,"density","B100",32201,"lfblade_weight",0.16,"dn13.sim"
2013,"density","B100",32210,"lfblade_weight",0.157,"dn13.sim"
2013,"density","B100",33011,"lfblade_weight",0.045,"dn13.sim"
2013,"density","B100",33032,"lfblade_weight",0.047,"dn13.sim"
2013,"density","B100",33043,"lfblade_weight",0.058,"dn13.sim"
2013,"density","B100",33054,"lfblade_weight",0.0525,"dn13.sim"
2013,"density","B100",33092,"lfblade_weight",0.1345,"dn13.sim"
2013,"density","B100",33102,"lfblade_weight",0.061,"dn13.sim"
2013,"density","B100",33131,"lfblade_weight",0.081,"dn13.sim"
2013,"density","B100",33146,"lfblade_weight",0.1155,"dn13.sim"
2013,"density","B100",34023,"lfblade_weight",0.056,"dn13.sim"
2013,"density","B100",34025,"lfblade_weight",0.113,"dn13.sim"
2013,"density","B100",34066,"lfblade_weight",0.0835,"dn13.sim"
2013,"density","RIL_001",31131,"lfblade_weight",0.038,"dn13.sim"
2013,"density","RIL_001",32024,"lfblade_weight",0.1445,"dn13.sim"
2013,"density","RIL_001",33005,"lfblade_weight",0.057,"dn13.sim"
2013,"density","RIL_001",34046,"lfblade_weight",0.122,"dn13.sim"
2013,"density","RIL_002",32152,"lfblade_weight",0.0735,"dn13.sim"
2013,"density","RIL_004",32163,"lfblade_weight",0.146,"dn13.sim"
2013,"density","RIL_005",31208,"lfblade_weight",0.0275,"dn13.sim"
2013,"density","RIL_005",32109,"lfblade_weight",0.0515,"dn13.sim"
2013,"density","RIL_005",33124,"lfblade_weight",0.0435,"dn13.sim"
2013,"density","RIL_005",34026,"lfblade_weight",0.051,"dn13.sim"
2013,"density","RIL_008",31175,"lfblade_weight",0.0365,"dn13.sim"
2013,"density","RIL_008",32123,"lfblade_weight",0.0995,"dn13.sim"
2013,"density","RIL_008",33137,"lfblade_weight",0.0635,"dn13.sim"
2013,"density","RIL_008",34093,"lfblade_weight",0.127,"dn13.sim"
2013,"density","RIL_010",31013,"lfblade_weight",0.027,"dn13.sim"
2013,"density","RIL_010",32052,"lfblade_weight",0.1065,"dn13.sim"
2013,"density","RIL_010",33121,"lfblade_weight",0.063,"dn13.sim"
2013,"density","RIL_010",34012,"lfblade_weight",0.0555,"dn13.sim"
2013,"density","RIL_011",31127,"lfblade_weight",0.064,"dn13.sim"
2013,"density","RIL_011",32174,"lfblade_weight",0.2005,"dn13.sim"
2013,"density","RIL_011",33031,"lfblade_weight",0.1015,"dn13.sim"
2013,"density","RIL_013",32008,"lfblade_weight",0.1435,"dn13.sim"
2013,"density","RIL_014",32068,"lfblade_weight",0.121,"dn13.sim"
2013,"density","RIL_014",33017,"lfblade_weight",0.0555,"dn13.sim"
2013,"density","RIL_014",34058,"lfblade_weight",0.144,"dn13.sim"
2013,"density","RIL_015",31022,"lfblade_weight",0.046,"dn13.sim"
2013,"density","RIL_015",32033,"lfblade_weight",0.0945,"dn13.sim"
2013,"density","RIL_015",33128,"lfblade_weight",0.0295,"dn13.sim"
2013,"density","RIL_015",34081,"lfblade_weight",0.075,"dn13.sim"
2013,"density","RIL_016",31045,"lfblade_weight",0.046,"dn13.sim"
2013,"density","RIL_016",32012,"lfblade_weight",0.0925,"dn13.sim"
2013,"density","RIL_017",31096,"lfblade_weight",0.051,"dn13.sim"
2013,"density","RIL_017",32097,"lfblade_weight",0.1945,"dn13.sim"
2013,"density","RIL_017",33046,"lfblade_weight",0.04,"dn13.sim"
2013,"density","RIL_018",31031,"lfblade_weight",0.029,"dn13.sim"
2013,"density","RIL_018",32009,"lfblade_weight",0.1265,"dn13.sim"
2013,"density","RIL_018",33112,"lfblade_weight",0.0515,"dn13.sim"
2013,"density","RIL_019",31077,"lfblade_weight",0.033,"dn13.sim"
2013,"density","RIL_019",32167,"lfblade_weight",0.078,"dn13.sim"
2013,"density","RIL_019",33047,"lfblade_weight",0.0585,"dn13.sim"
2013,"density","RIL_019",34062,"lfblade_weight",0.083,"dn13.sim"
2013,"density","RIL_020",32085,"lfblade_weight",0.162,"dn13.sim"
2013,"density","RIL_022",31107,"lfblade_weight",0.0735,"dn13.sim"
2013,"density","RIL_022",32069,"lfblade_weight",0.1775,"dn13.sim"
2013,"density","RIL_022",33081,"lfblade_weight",0.028,"dn13.sim"
2013,"density","RIL_022",34009,"lfblade_weight",0.1185,"dn13.sim"
2013,"density","RIL_024",31166,"lfblade_weight",0.0235,"dn13.sim"
2013,"density","RIL_024",32019,"lfblade_weight",0.1255,"dn13.sim"
2013,"density","RIL_024",33145,"lfblade_weight",0.0775,"dn13.sim"
2013,"density","RIL_025",31195,"lfblade_weight",0.0385,"dn13.sim"
2013,"density","RIL_025",32013,"lfblade_weight",0.0765,"dn13.sim"
2013,"density","RIL_025",33078,"lfblade_weight",0.0335,"dn13.sim"
2013,"density","RIL_025",34037,"lfblade_weight",0.067,"dn13.sim"
2013,"density","RIL_026",31185,"lfblade_weight",0.061,"dn13.sim"
2013,"density","RIL_026",32007,"lfblade_weight",0.0735,"dn13.sim"
2013,"density","RIL_026",33001,"lfblade_weight",0.037,"dn13.sim"
2013,"density","RIL_026",34074,"lfblade_weight",0.0555,"dn13.sim"
2013,"density","RIL_027",31181,"lfblade_weight",0.0525,"dn13.sim"
2013,"density","RIL_027",32018,"lfblade_weight",0.117,"dn13.sim"
2013,"density","RIL_029",31042,"lfblade_weight",0.0475,"dn13.sim"
2013,"density","RIL_029",32089,"lfblade_weight",0.1895,"dn13.sim"
2013,"density","RIL_029",33104,"lfblade_weight",0.0485,"dn13.sim"
2013,"density","RIL_029",34006,"lfblade_weight",0.13,"dn13.sim"
2013,"density","RIL_030",31118,"lfblade_weight",0.04,"dn13.sim"
2013,"density","RIL_030",33028,"lfblade_weight",0.0515,"dn13.sim"
2013,"density","RIL_030",34057,"lfblade_weight",0.11,"dn13.sim"
2013,"density","RIL_031",31047,"lfblade_weight",0.0465,"dn13.sim"
2013,"density","RIL_031",32119,"lfblade_weight",0.1155,"dn13.sim"
2013,"density","RIL_031",34039,"lfblade_weight",0.0915,"dn13.sim"
2013,"density","RIL_033",31040,"lfblade_weight",0.0325,"dn13.sim"
2013,"density","RIL_033",32144,"lfblade_weight",0.094,"dn13.sim"
2013,"density","RIL_033",33132,"lfblade_weight",0.0405,"dn13.sim"
2013,"density","RIL_033",34043,"lfblade_weight",0.048,"dn13.sim"
2013,"density","RIL_034",31130,"lfblade_weight",0.0365,"dn13.sim"
2013,"density","RIL_034",32166,"lfblade_weight",0.1125,"dn13.sim"
2013,"density","RIL_035",31197,"lfblade_weight",0.0505,"dn13.sim"
2013,"density","RIL_035",32046,"lfblade_weight",0.084,"dn13.sim"
2013,"density","RIL_035",33038,"lfblade_weight",0.072,"dn13.sim"
2013,"density","RIL_035",34048,"lfblade_weight",0.1005,"dn13.sim"
2013,"density","RIL_036",31018,"lfblade_weight",0.037,"dn13.sim"
2013,"density","RIL_036",32187,"lfblade_weight",0.157,"dn13.sim"
2013,"density","RIL_036",33087,"lfblade_weight",0.082,"dn13.sim"
2013,"density","RIL_037",31080,"lfblade_weight",0.0235,"dn13.sim"
2013,"density","RIL_037",32107,"lfblade_weight",0.0955,"dn13.sim"
2013,"density","RIL_037",33049,"lfblade_weight",0.0545,"dn13.sim"
2013,"density","RIL_038",31030,"lfblade_weight",0.0315,"dn13.sim"
2013,"density","RIL_038",32203,"lfblade_weight",0.087,"dn13.sim"
2013,"density","RIL_038",33013,"lfblade_weight",0.057,"dn13.sim"
2013,"density","RIL_039",32030,"lfblade_weight",0.077,"dn13.sim"
2013,"density","RIL_039",33053,"lfblade_weight",0.033,"dn13.sim"
2013,"density","RIL_039",34061,"lfblade_weight",0.0335,"dn13.sim"
2013,"density","RIL_040",31150,"lfblade_weight",0.0335,"dn13.sim"
2013,"density","RIL_040",32001,"lfblade_weight",0.099,"dn13.sim"
2013,"density","RIL_040",33100,"lfblade_weight",0.017,"dn13.sim"
2013,"density","RIL_040",34028,"lfblade_weight",0.08,"dn13.sim"
2013,"density","RIL_041",32138,"lfblade_weight",0.0965,"dn13.sim"
2013,"density","RIL_041",33065,"lfblade_weight",0.0525,"dn13.sim"
2013,"density","RIL_043",31176,"lfblade_weight",0.093,"dn13.sim"
2013,"density","RIL_043",32034,"lfblade_weight",0.2235,"dn13.sim"
2013,"density","RIL_043",33123,"lfblade_weight",0.072,"dn13.sim"
2013,"density","RIL_043",34029,"lfblade_weight",0.1545,"dn13.sim"
2013,"density","RIL_047",31025,"lfblade_weight",0.0295,"dn13.sim"
2013,"density","RIL_047",32063,"lfblade_weight",0.0845,"dn13.sim"
2013,"density","RIL_047",33003,"lfblade_weight",0.046,"dn13.sim"
2013,"density","RIL_047",34015,"lfblade_weight",0.082,"dn13.sim"
2013,"density","RIL_048",31126,"lfblade_weight",0.0365,"dn13.sim"
2013,"density","RIL_048",32190,"lfblade_weight",0.07,"dn13.sim"
2013,"density","RIL_048",33109,"lfblade_weight",0.043,"dn13.sim"
2013,"density","RIL_048",34065,"lfblade_weight",0.0765,"dn13.sim"
2013,"density","RIL_049",31177,"lfblade_weight",0.0575,"dn13.sim"
2013,"density","RIL_051",31101,"lfblade_weight",0.054,"dn13.sim"
2013,"density","RIL_051",32054,"lfblade_weight",0.115,"dn13.sim"
2013,"density","RIL_051",33022,"lfblade_weight",0.0575,"dn13.sim"
2013,"density","RIL_051",34020,"lfblade_weight",0.1175,"dn13.sim"
2013,"density","RIL_052",31164,"lfblade_weight",0.0465,"dn13.sim"
2013,"density","RIL_052",32071,"lfblade_weight",0.146,"dn13.sim"
2013,"density","RIL_052",33096,"lfblade_weight",0.048,"dn13.sim"
2013,"density","RIL_052",34084,"lfblade_weight",0.123,"dn13.sim"
2013,"density","RIL_053",31132,"lfblade_weight",0.0345,"dn13.sim"
2013,"density","RIL_053",32173,"lfblade_weight",0.0655,"dn13.sim"
2013,"density","RIL_053",33106,"lfblade_weight",0.048,"dn13.sim"
2013,"density","RIL_053",34045,"lfblade_weight",0.074,"dn13.sim"
2013,"density","RIL_054",31023,"lfblade_weight",0.027,"dn13.sim"
2013,"density","RIL_054",32062,"lfblade_weight",0.06,"dn13.sim"
2013,"density","RIL_054",33056,"lfblade_weight",0.1335,"dn13.sim"
2013,"density","RIL_054",34024,"lfblade_weight",0.0655,"dn13.sim"
2013,"density","RIL_055",31102,"lfblade_weight",0.097,"dn13.sim"
2013,"density","RIL_055",32005,"lfblade_weight",0.1415,"dn13.sim"
2013,"density","RIL_055",33082,"lfblade_weight",0.089,"dn13.sim"
2013,"density","RIL_056",31138,"lfblade_weight",0.021,"dn13.sim"
2013,"density","RIL_056",32079,"lfblade_weight",0.0835,"dn13.sim"
2013,"density","RIL_056",33097,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_056",34032,"lfblade_weight",0.06,"dn13.sim"
2013,"density","RIL_057",32196,"lfblade_weight",0.0635,"dn13.sim"
2013,"density","RIL_058",31069,"lfblade_weight",0.0715,"dn13.sim"
2013,"density","RIL_058",32040,"lfblade_weight",0.1555,"dn13.sim"
2013,"density","RIL_058",33117,"lfblade_weight",0.081,"dn13.sim"
2013,"density","RIL_060",31044,"lfblade_weight",0.137,"dn13.sim"
2013,"density","RIL_062",31021,"lfblade_weight",0.091,"dn13.sim"
2013,"density","RIL_062",32045,"lfblade_weight",0.1115,"dn13.sim"
2013,"density","RIL_062",33029,"lfblade_weight",0.038,"dn13.sim"
2013,"density","RIL_064",31146,"lfblade_weight",0.079,"dn13.sim"
2013,"density","RIL_064",32065,"lfblade_weight",0.138,"dn13.sim"
2013,"density","RIL_064",33099,"lfblade_weight",0.0905,"dn13.sim"
2013,"density","RIL_066",31082,"lfblade_weight",0.0275,"dn13.sim"
2013,"density","RIL_066",32020,"lfblade_weight",0.166,"dn13.sim"
2013,"density","RIL_066",33026,"lfblade_weight",0.049,"dn13.sim"
2013,"density","RIL_067",32197,"lfblade_weight",0.1125,"dn13.sim"
2013,"density","RIL_067",33020,"lfblade_weight",0.055,"dn13.sim"
2013,"density","RIL_069",31106,"lfblade_weight",0.056,"dn13.sim"
2013,"density","RIL_069",32022,"lfblade_weight",0.126,"dn13.sim"
2013,"density","RIL_069",33079,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_070",32207,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_072",31156,"lfblade_weight",0.043,"dn13.sim"
2013,"density","RIL_072",32111,"lfblade_weight",0.1225,"dn13.sim"
2013,"density","RIL_072",33148,"lfblade_weight",0.06,"dn13.sim"
2013,"density","RIL_072",34086,"lfblade_weight",0.117,"dn13.sim"
2013,"density","RIL_075",31084,"lfblade_weight",0.033,"dn13.sim"
2013,"density","RIL_075",32077,"lfblade_weight",0.0535,"dn13.sim"
2013,"density","RIL_075",33126,"lfblade_weight",0.035,"dn13.sim"
2013,"density","RIL_076",31002,"lfblade_weight",0.0525,"dn13.sim"
2013,"density","RIL_076",32096,"lfblade_weight",0.0625,"dn13.sim"
2013,"density","RIL_076",33015,"lfblade_weight",0.0545,"dn13.sim"
2013,"density","RIL_076",34069,"lfblade_weight",0.0295,"dn13.sim"
2013,"density","RIL_082",31054,"lfblade_weight",0.0335,"dn13.sim"
2013,"density","RIL_082",32140,"lfblade_weight",0.166,"dn13.sim"
2013,"density","RIL_082",33142,"lfblade_weight",0.055,"dn13.sim"
2013,"density","RIL_082",34034,"lfblade_weight",0.071,"dn13.sim"
2013,"density","RIL_084",31078,"lfblade_weight",0.0455,"dn13.sim"
2013,"density","RIL_084",32171,"lfblade_weight",0.111,"dn13.sim"
2013,"density","RIL_085",31207,"lfblade_weight",0.013,"dn13.sim"
2013,"density","RIL_085",32108,"lfblade_weight",0.0405,"dn13.sim"
2013,"density","RIL_086",31136,"lfblade_weight",0.0825,"dn13.sim"
2013,"density","RIL_086",32100,"lfblade_weight",0.142,"dn13.sim"
2013,"density","RIL_086",33033,"lfblade_weight",0.044,"dn13.sim"
2013,"density","RIL_086",34027,"lfblade_weight",0.1225,"dn13.sim"
2013,"density","RIL_087",32137,"lfblade_weight",0.026,"dn13.sim"
2013,"density","RIL_087",34067,"lfblade_weight",0.0165,"dn13.sim"
2013,"density","RIL_089",31111,"lfblade_weight",0.057,"dn13.sim"
2013,"density","RIL_089",32061,"lfblade_weight",0.196,"dn13.sim"
2013,"density","RIL_089",33016,"lfblade_weight",0.0725,"dn13.sim"
2013,"density","RIL_091",31113,"lfblade_weight",0.038,"dn13.sim"
2013,"density","RIL_091",32176,"lfblade_weight",0.056,"dn13.sim"
2013,"density","RIL_091",33002,"lfblade_weight",0.043,"dn13.sim"
2013,"density","RIL_092",31167,"lfblade_weight",0.0285,"dn13.sim"
2013,"density","RIL_092",32147,"lfblade_weight",0.1095,"dn13.sim"
2013,"density","RIL_092",33059,"lfblade_weight",0.047,"dn13.sim"
2013,"density","RIL_093",31036,"lfblade_weight",0.037,"dn13.sim"
2013,"density","RIL_093",32162,"lfblade_weight",0.0905,"dn13.sim"
2013,"density","RIL_093",33141,"lfblade_weight",0.054,"dn13.sim"
2013,"density","RIL_093",34040,"lfblade_weight",0.0935,"dn13.sim"
2013,"density","RIL_094",31011,"lfblade_weight",0.0985,"dn13.sim"
2013,"density","RIL_094",32039,"lfblade_weight",0.222,"dn13.sim"
2013,"density","RIL_095",31001,"lfblade_weight",0.021,"dn13.sim"
2013,"density","RIL_095",32081,"lfblade_weight",0.1185,"dn13.sim"
2013,"density","RIL_095",33077,"lfblade_weight",0.023,"dn13.sim"
2013,"density","RIL_095",34077,"lfblade_weight",0.087,"dn13.sim"
2013,"density","RIL_096",31199,"lfblade_weight",0.041,"dn13.sim"
2013,"density","RIL_096",32110,"lfblade_weight",0.1225,"dn13.sim"
2013,"density","RIL_098",31100,"lfblade_weight",0.086,"dn13.sim"
2013,"density","RIL_098",33041,"lfblade_weight",0.0895,"dn13.sim"
2013,"density","RIL_098",34055,"lfblade_weight",0.1435,"dn13.sim"
2013,"density","RIL_099",31087,"lfblade_weight",0.034,"dn13.sim"
2013,"density","RIL_099",32185,"lfblade_weight",0.095,"dn13.sim"
2013,"density","RIL_099",33111,"lfblade_weight",0.062,"dn13.sim"
2013,"density","RIL_099",34096,"lfblade_weight",0.138,"dn13.sim"
2013,"density","RIL_100",31052,"lfblade_weight",0.08,"dn13.sim"
2013,"density","RIL_100",32161,"lfblade_weight",0.278,"dn13.sim"
2013,"density","RIL_101",31137,"lfblade_weight",0.1105,"dn13.sim"
2013,"density","RIL_101",32043,"lfblade_weight",0.167,"dn13.sim"
2013,"density","RIL_102",31117,"lfblade_weight",0.019,"dn13.sim"
2013,"density","RIL_102",32178,"lfblade_weight",0.083,"dn13.sim"
2013,"density","RIL_102",33044,"lfblade_weight",0.0675,"dn13.sim"
2013,"density","RIL_102",34059,"lfblade_weight",0.125,"dn13.sim"
2013,"density","RIL_103",32186,"lfblade_weight",0.099,"dn13.sim"
2013,"density","RIL_104",31128,"lfblade_weight",0.114,"dn13.sim"
2013,"density","RIL_104",33051,"lfblade_weight",0.1095,"dn13.sim"
2013,"density","RIL_104",34018,"lfblade_weight",0.1605,"dn13.sim"
2013,"density","RIL_105",31048,"lfblade_weight",0.0485,"dn13.sim"
2013,"density","RIL_105",32027,"lfblade_weight",0.0765,"dn13.sim"
2013,"density","RIL_105",33076,"lfblade_weight",0.0195,"dn13.sim"
2013,"density","RIL_105",34072,"lfblade_weight",0.072,"dn13.sim"
2013,"density","RIL_106",31203,"lfblade_weight",0.0315,"dn13.sim"
2013,"density","RIL_107",31183,"lfblade_weight",0.041,"dn13.sim"
2013,"density","RIL_107",32136,"lfblade_weight",0.087,"dn13.sim"
2013,"density","RIL_107",33071,"lfblade_weight",0.027,"dn13.sim"
2013,"density","RIL_107",34075,"lfblade_weight",0.0745,"dn13.sim"
2013,"density","RIL_109",31053,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_109",32026,"lfblade_weight",0.074,"dn13.sim"
2013,"density","RIL_109",33133,"lfblade_weight",0.0505,"dn13.sim"
2013,"density","RIL_109",34036,"lfblade_weight",0.107,"dn13.sim"
2013,"density","RIL_110",31088,"lfblade_weight",0.0225,"dn13.sim"
2013,"density","RIL_110",32177,"lfblade_weight",0.1165,"dn13.sim"
2013,"density","RIL_110",33058,"lfblade_weight",0.047,"dn13.sim"
2013,"density","RIL_110",34035,"lfblade_weight",0.102,"dn13.sim"
2013,"density","RIL_112",31159,"lfblade_weight",0.027,"dn13.sim"
2013,"density","RIL_112",32148,"lfblade_weight",0.098,"dn13.sim"
2013,"density","RIL_112",33050,"lfblade_weight",0.0505,"dn13.sim"
2013,"density","RIL_113",31143,"lfblade_weight",0.041,"dn13.sim"
2013,"density","RIL_113",32072,"lfblade_weight",0.092,"dn13.sim"
2013,"density","RIL_113",33064,"lfblade_weight",0.039,"dn13.sim"
2013,"density","RIL_113",33130,"lfblade_weight",0.0515,"dn13.sim"
2013,"density","RIL_113",34044,"lfblade_weight",0.084,"dn13.sim"
2013,"density","RIL_114",31202,"lfblade_weight",0.052,"dn13.sim"
2013,"density","RIL_114",32199,"lfblade_weight",0.0965,"dn13.sim"
2013,"density","RIL_114",33115,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_114",34079,"lfblade_weight",0.096,"dn13.sim"
2013,"density","RIL_115",31039,"lfblade_weight",0.0335,"dn13.sim"
2013,"density","RIL_115",32070,"lfblade_weight",0.0775,"dn13.sim"
2013,"density","RIL_115",34101,"lfblade_weight",0.0815,"dn13.sim"
2013,"density","RIL_116",31056,"lfblade_weight",0.0595,"dn13.sim"
2013,"density","RIL_116",32023,"lfblade_weight",0.125,"dn13.sim"
2013,"density","RIL_116",33127,"lfblade_weight",0.0395,"dn13.sim"
2013,"density","RIL_117",31075,"lfblade_weight",0.076,"dn13.sim"
2013,"density","RIL_117",32158,"lfblade_weight",0.172,"dn13.sim"
2013,"density","RIL_117",33088,"lfblade_weight",0.108,"dn13.sim"
2013,"density","RIL_117",34049,"lfblade_weight",0.129,"dn13.sim"
2013,"density","RIL_118",31142,"lfblade_weight",0.119,"dn13.sim"
2013,"density","RIL_118",32078,"lfblade_weight",0.152,"dn13.sim"
2013,"density","RIL_119",32028,"lfblade_weight",0.1165,"dn13.sim"
2013,"density","RIL_120",31153,"lfblade_weight",0.0615,"dn13.sim"
2013,"density","RIL_120",32198,"lfblade_weight",0.19,"dn13.sim"
2013,"density","RIL_120",33007,"lfblade_weight",0.057,"dn13.sim"
2013,"density","RIL_120",34007,"lfblade_weight",0.1295,"dn13.sim"
2013,"density","RIL_121",31141,"lfblade_weight",0.0615,"dn13.sim"
2013,"density","RIL_121",32091,"lfblade_weight",0.1225,"dn13.sim"
2013,"density","RIL_123",31099,"lfblade_weight",0.052,"dn13.sim"
2013,"density","RIL_123",32036,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_123",33073,"lfblade_weight",0.0445,"dn13.sim"
2013,"density","RIL_123",34095,"lfblade_weight",0.08,"dn13.sim"
2013,"density","RIL_124",31210,"lfblade_weight",0.034,"dn13.sim"
2013,"density","RIL_124",32074,"lfblade_weight",0.072,"dn13.sim"
2013,"density","RIL_124",33089,"lfblade_weight",0.048,"dn13.sim"
2013,"density","RIL_125",31057,"lfblade_weight",0.015,"dn13.sim"
2013,"density","RIL_125",32115,"lfblade_weight",0.155,"dn13.sim"
2013,"density","RIL_125",33140,"lfblade_weight",0.0495,"dn13.sim"
2013,"density","RIL_126",31005,"lfblade_weight",0.0595,"dn13.sim"
2013,"density","RIL_126",32106,"lfblade_weight",0.069,"dn13.sim"
2013,"density","RIL_126",33074,"lfblade_weight",0.0475,"dn13.sim"
2013,"density","RIL_127",32031,"lfblade_weight",0.233,"dn13.sim"
2013,"density","RIL_127",33108,"lfblade_weight",0.0535,"dn13.sim"
2013,"density","RIL_127",34089,"lfblade_weight",0.172,"dn13.sim"
2013,"density","RIL_128",31063,"lfblade_weight",0.112,"dn13.sim"
2013,"density","RIL_128",32094,"lfblade_weight",0.201,"dn13.sim"
2013,"density","RIL_128",33085,"lfblade_weight",0.034,"dn13.sim"
2013,"density","RIL_129",31122,"lfblade_weight",0.045,"dn13.sim"
2013,"density","RIL_129",32021,"lfblade_weight",0.135,"dn13.sim"
2013,"density","RIL_130",32105,"lfblade_weight",0.1325,"dn13.sim"
2013,"density","RIL_134",31043,"lfblade_weight",0.0555,"dn13.sim"
2013,"density","RIL_134",32145,"lfblade_weight",0.124,"dn13.sim"
2013,"density","RIL_134",33105,"lfblade_weight",0.053,"dn13.sim"
2013,"density","RIL_135",31072,"lfblade_weight",0.0485,"dn13.sim"
2013,"density","RIL_135",33008,"lfblade_weight",0.0355,"dn13.sim"
2013,"density","RIL_136",31035,"lfblade_weight",0.08,"dn13.sim"
2013,"density","RIL_136",32010,"lfblade_weight",0.0935,"dn13.sim"
2013,"density","RIL_136",33030,"lfblade_weight",0.05,"dn13.sim"
2013,"density","RIL_136",34090,"lfblade_weight",0.156,"dn13.sim"
2013,"density","RIL_137",31073,"lfblade_weight",0.101,"dn13.sim"
2013,"density","RIL_137",32154,"lfblade_weight",0.1885,"dn13.sim"
2013,"density","RIL_137",33084,"lfblade_weight",0.0615,"dn13.sim"
2013,"density","RIL_137",34017,"lfblade_weight",0.1735,"dn13.sim"
2013,"density","RIL_139",31149,"lfblade_weight",0.0325,"dn13.sim"
2013,"density","RIL_139",32183,"lfblade_weight",0.0755,"dn13.sim"
2013,"density","RIL_139",33009,"lfblade_weight",0.059,"dn13.sim"
2013,"density","RIL_140",31114,"lfblade_weight",0.056,"dn13.sim"
2013,"density","RIL_140",32208,"lfblade_weight",0.071,"dn13.sim"
2013,"density","RIL_140",33066,"lfblade_weight",0.025,"dn13.sim"
2013,"density","RIL_141",31190,"lfblade_weight",0.025,"dn13.sim"
2013,"density","RIL_141",32038,"lfblade_weight",0.059,"dn13.sim"
2013,"density","RIL_141",33080,"lfblade_weight",0.029,"dn13.sim"
2013,"density","RIL_141",34041,"lfblade_weight",0.1155,"dn13.sim"
2013,"density","RIL_142",31061,"lfblade_weight",0.053,"dn13.sim"
2013,"density","RIL_142",32015,"lfblade_weight",0.098,"dn13.sim"
2013,"density","RIL_142",33147,"lfblade_weight",0.042,"dn13.sim"
2013,"density","RIL_142",34016,"lfblade_weight",0.0845,"dn13.sim"
2013,"density","RIL_143",31098,"lfblade_weight",0.0285,"dn13.sim"
2013,"density","RIL_143",32160,"lfblade_weight",0.0805,"dn13.sim"
2013,"density","RIL_143",33045,"lfblade_weight",0.023,"dn13.sim"
2013,"density","RIL_143",34047,"lfblade_weight",0.06,"dn13.sim"
2013,"density","RIL_144",32135,"lfblade_weight",0.138,"dn13.sim"
2013,"density","RIL_146",31010,"lfblade_weight",0.1005,"dn13.sim"
2013,"density","RIL_146",32116,"lfblade_weight",0.1035,"dn13.sim"
2013,"density","RIL_148",31104,"lfblade_weight",0.037,"dn13.sim"
2013,"density","RIL_148",32003,"lfblade_weight",0.141,"dn13.sim"
2013,"density","RIL_148",33068,"lfblade_weight",0.039,"dn13.sim"
2013,"density","RIL_149",31076,"lfblade_weight",0.0375,"dn13.sim"
2013,"density","RIL_149",32157,"lfblade_weight",0.1285,"dn13.sim"
2013,"density","RIL_149",33075,"lfblade_weight",0.0655,"dn13.sim"
2013,"density","RIL_149",34080,"lfblade_weight",0.066,"dn13.sim"
2013,"density","RIL_150",31067,"lfblade_weight",0.035,"dn13.sim"
2013,"density","RIL_150",32103,"lfblade_weight",0.094,"dn13.sim"
2013,"density","RIL_150",33139,"lfblade_weight",0.0575,"dn13.sim"
2013,"density","RIL_152",31124,"lfblade_weight",0.036,"dn13.sim"
2013,"density","RIL_152",32051,"lfblade_weight",0.099,"dn13.sim"
2013,"density","RIL_152",33004,"lfblade_weight",0.088,"dn13.sim"
2013,"density","RIL_153",31037,"lfblade_weight",0.065,"dn13.sim"
2013,"density","RIL_153",32048,"lfblade_weight",0.198,"dn13.sim"
2013,"density","RIL_154",31160,"lfblade_weight",0.035,"dn13.sim"
2013,"density","RIL_154",32155,"lfblade_weight",0.0825,"dn13.sim"
2013,"density","RIL_154",33093,"lfblade_weight",0.027,"dn13.sim"
2013,"density","RIL_154",34010,"lfblade_weight",0.068,"dn13.sim"
2013,"density","RIL_156",32073,"lfblade_weight",0.1005,"dn13.sim"
2013,"density","RIL_156",33063,"lfblade_weight",0.067,"dn13.sim"
2013,"density","RIL_159",33116,"lfblade_weight",0.085,"dn13.sim"
2013,"density","RIL_160",32164,"lfblade_weight",0.243,"dn13.sim"
2013,"density","RIL_161",31147,"lfblade_weight",0.0815,"dn13.sim"
