"year","experiment","genotype","subplot_id","trait","data","exp"
2013,"density","RIL_014",32068,"lfblade_area",28.192755,"dn13.sim"
2013,"density","RIL_014",33017,"lfblade_area",17.56661,"dn13.sim"
2013,"density","RIL_014",34058,"lfblade_area",31.38362,"dn13.sim"
2013,"density","RIL_015",31022,"lfblade_area",11.81656,"dn13.sim"
2013,"density","RIL_015",32033,"lfblade_area",19.130865,"dn13.sim"
2013,"density","RIL_015",33128,"lfblade_area",7.297485,"dn13.sim"
2013,"density","RIL_015",34081,"lfblade_area",16.11647,"dn13.sim"
2013,"density","RIL_016",31045,"lfblade_area",12.47812,"dn13.sim"
2013,"density","RIL_016",32012,"lfblade_area",20.5877,"dn13.sim"
2013,"density","RIL_017",31096,"lfblade_area",12.257865,"dn13.sim"
2013,"density","RIL_017",32097,"lfblade_area",35.46654,"dn13.sim"
2013,"density","RIL_017",33046,"lfblade_area",10.62703,"dn13.sim"
2013,"density","RIL_018",31031,"lfblade_area",9.358565,"dn13.sim"
2013,"density","RIL_018",32009,"lfblade_area",26.94393,"dn13.sim"
2013,"density","RIL_018",33112,"lfblade_area",13.47833,"dn13.sim"
2013,"density","RIL_019",31077,"lfblade_area",7.04218,"dn13.sim"
2013,"density","RIL_019",32167,"lfblade_area",16.15691,"dn13.sim"
2013,"density","RIL_019",33047,"lfblade_area",14.24441,"dn13.sim"
2013,"density","RIL_019",34062,"lfblade_area",18.1659,"dn13.sim"
2013,"density","RIL_020",32085,"lfblade_area",31.50779,"dn13.sim"
2013,"density","RIL_022",31107,"lfblade_area",18.477045,"dn13.sim"
2013,"density","RIL_022",32069,"lfblade_area",35.01958,"dn13.sim"
2013,"density","RIL_022",33081,"lfblade_area",9.64855,"dn13.sim"
2013,"density","RIL_022",34009,"lfblade_area",25.221955,"dn13.sim"
2013,"density","RIL_024",31166,"lfblade_area",6.496815,"dn13.sim"
2013,"density","RIL_024",32019,"lfblade_area",27.78956,"dn13.sim"
2013,"density","RIL_024",33145,"lfblade_area",16.555395,"dn13.sim"
2013,"density","RIL_025",31195,"lfblade_area",7.95758,"dn13.sim"
2013,"density","RIL_025",32013,"lfblade_area",15.28811,"dn13.sim"
2013,"density","RIL_025",33078,"lfblade_area",7.94574,"dn13.sim"
2013,"density","RIL_025",34037,"lfblade_area",13.647225,"dn13.sim"
2013,"density","RIL_026",31185,"lfblade_area",13.94424,"dn13.sim"
2013,"density","RIL_026",32007,"lfblade_area",16.0201,"dn13.sim"
2013,"density","RIL_026",33001,"lfblade_area",9.64125,"dn13.sim"
2013,"density","RIL_026",34074,"lfblade_area",13.025255,"dn13.sim"
2013,"density","RIL_027",31181,"lfblade_area",11.086175,"dn13.sim"
2013,"density","RIL_027",32018,"lfblade_area",23.58851,"dn13.sim"
2013,"density","RIL_029",31042,"lfblade_area",14.05519,"dn13.sim"
2013,"density","RIL_029",32089,"lfblade_area",33.27714,"dn13.sim"
2013,"density","RIL_029",33104,"lfblade_area",13.372625,"dn13.sim"
2013,"density","RIL_029",34006,"lfblade_area",29.934995,"dn13.sim"
2013,"density","RIL_030",31118,"lfblade_area",10.032565,"dn13.sim"
2013,"density","RIL_030",33028,"lfblade_area",13.77252,"dn13.sim"
2013,"density","RIL_030",34057,"lfblade_area",26.66351,"dn13.sim"
2013,"density","RIL_031",31047,"lfblade_area",11.069105,"dn13.sim"
2013,"density","RIL_031",32119,"lfblade_area",22.43036,"dn13.sim"
2013,"density","RIL_031",34039,"lfblade_area",23.149385,"dn13.sim"
2013,"density","RIL_033",31040,"lfblade_area",10.09787,"dn13.sim"
2013,"density","RIL_033",32144,"lfblade_area",23.25085,"dn13.sim"
2013,"density","RIL_033",33132,"lfblade_area",12.740645,"dn13.sim"
2013,"density","RIL_033",34043,"lfblade_area",13.568445,"dn13.sim"
2013,"density","RIL_034",31130,"lfblade_area",9.507755,"dn13.sim"
2013,"density","RIL_034",32166,"lfblade_area",21.113065,"dn13.sim"
2013,"density","RIL_035",31197,"lfblade_area",14.720195,"dn13.sim"
2013,"density","RIL_035",32046,"lfblade_area",21.670075,"dn13.sim"
2013,"density","RIL_035",33038,"lfblade_area",22.900145,"dn13.sim"
2013,"density","RIL_035",34048,"lfblade_area",26.195115,"dn13.sim"
2013,"density","RIL_036",31018,"lfblade_area",10.975345,"dn13.sim"
2013,"density","RIL_036",32187,"lfblade_area",33.286815,"dn13.sim"
2013,"density","RIL_036",33087,"lfblade_area",20.285905,"dn13.sim"
2013,"density","RIL_037",31080,"lfblade_area",5.330965,"dn13.sim"
2013,"density","RIL_037",32107,"lfblade_area",18.437605,"dn13.sim"
2013,"density","RIL_037",33049,"lfblade_area",11.03467,"dn13.sim"
2013,"density","RIL_038",31030,"lfblade_area",8.18566,"dn13.sim"
2013,"density","RIL_038",32203,"lfblade_area",18.041065,"dn13.sim"
2013,"density","RIL_038",33013,"lfblade_area",13.7931,"dn13.sim"
2013,"density","RIL_039",32030,"lfblade_area",13.81631,"dn13.sim"
2013,"density","RIL_039",33053,"lfblade_area",6.81535,"dn13.sim"
2013,"density","RIL_039",34061,"lfblade_area",7.11926,"dn13.sim"
2013,"density","RIL_040",31150,"lfblade_area",6.758545,"dn13.sim"
2013,"density","RIL_040",32001,"lfblade_area",19.975415,"dn13.sim"
2013,"density","RIL_040",33100,"lfblade_area",4.27378,"dn13.sim"
2013,"density","RIL_040",34028,"lfblade_area",17.43345,"dn13.sim"
2013,"density","RIL_041",32138,"lfblade_area",19.152535,"dn13.sim"
2013,"density","RIL_041",33065,"lfblade_area",14.87937,"dn13.sim"
2013,"density","RIL_043",31176,"lfblade_area",22.92573,"dn13.sim"
2013,"density","RIL_043",32034,"lfblade_area",23.045355,"dn13.sim"
2013,"density","RIL_043",33123,"lfblade_area",23.0386,"dn13.sim"
2013,"density","RIL_043",34029,"lfblade_area",33.418455,"dn13.sim"
2013,"density","RIL_047",31025,"lfblade_area",9.49518,"dn13.sim"
2013,"density","RIL_047",32063,"lfblade_area",18.44131,"dn13.sim"
2013,"density","RIL_047",33003,"lfblade_area",12.0466,"dn13.sim"
2013,"density","RIL_047",34015,"lfblade_area",17.428135,"dn13.sim"
2013,"density","RIL_048",31126,"lfblade_area",7.48665,"dn13.sim"
2013,"density","RIL_048",32190,"lfblade_area",12.50709,"dn13.sim"
2013,"density","RIL_048",33109,"lfblade_area",11.072825,"dn13.sim"
2013,"density","RIL_048",34065,"lfblade_area",14.382585,"dn13.sim"
2013,"density","RIL_049",31177,"lfblade_area",11.60062,"dn13.sim"
2013,"density","RIL_051",31101,"lfblade_area",12.652885,"dn13.sim"
2013,"density","RIL_051",32054,"lfblade_area",23.68521,"dn13.sim"
2013,"density","RIL_051",33022,"lfblade_area",14.16625,"dn13.sim"
2013,"density","RIL_051",34020,"lfblade_area",25.95485,"dn13.sim"
2013,"density","RIL_052",31164,"lfblade_area",11.70857,"dn13.sim"
2013,"density","RIL_052",32071,"lfblade_area",30.813925,"dn13.sim"
2013,"density","RIL_052",33096,"lfblade_area",16.42325,"dn13.sim"
2013,"density","RIL_052",34084,"lfblade_area",24.10179,"dn13.sim"
2013,"density","RIL_053",31132,"lfblade_area",8.679935,"dn13.sim"
2013,"density","RIL_053",32173,"lfblade_area",15.679955,"dn13.sim"
2013,"density","RIL_053",33106,"lfblade_area",14.55981,"dn13.sim"
2013,"density","RIL_053",34045,"lfblade_area",19.90185,"dn13.sim"
2013,"density","RIL_054",31023,"lfblade_area",7.013545,"dn13.sim"
2013,"density","RIL_054",32062,"lfblade_area",12.465865,"dn13.sim"
2013,"density","RIL_054",33056,"lfblade_area",25.85992,"dn13.sim"
2013,"density","RIL_054",34024,"lfblade_area",13.315455,"dn13.sim"
2013,"density","RIL_055",31102,"lfblade_area",20.00103,"dn13.sim"
2013,"density","RIL_055",32005,"lfblade_area",27.53438,"dn13.sim"
2013,"density","RIL_055",33082,"lfblade_area",19.70815,"dn13.sim"
2013,"density","RIL_056",31138,"lfblade_area",5.49953,"dn13.sim"
2013,"density","RIL_056",32079,"lfblade_area",16.184855,"dn13.sim"
2013,"density","RIL_056",33097,"lfblade_area",13.067845,"dn13.sim"
2013,"density","RIL_056",34032,"lfblade_area",13.50669,"dn13.sim"
2013,"density","RIL_057",32196,"lfblade_area",16.295795,"dn13.sim"
2013,"density","RIL_058",31069,"lfblade_area",20.23542,"dn13.sim"
2013,"density","RIL_058",32040,"lfblade_area",28.651685,"dn13.sim"
2013,"density","RIL_058",33117,"lfblade_area",21.33984,"dn13.sim"
2013,"density","RIL_060",31044,"lfblade_area",38.015005,"dn13.sim"
2013,"density","RIL_062",31021,"lfblade_area",23.59024,"dn13.sim"
2013,"density","RIL_062",32045,"lfblade_area",24.19728,"dn13.sim"
2013,"density","RIL_062",33029,"lfblade_area",11.29957,"dn13.sim"
2013,"density","RIL_064",31146,"lfblade_area",18.10186,"dn13.sim"
2013,"density","RIL_064",32065,"lfblade_area",29.497825,"dn13.sim"
2013,"density","RIL_064",33099,"lfblade_area",20.595545,"dn13.sim"
2013,"density","RIL_066",31082,"lfblade_area",8.95851,"dn13.sim"
2013,"density","RIL_066",32020,"lfblade_area",36.05664,"dn13.sim"
2013,"density","RIL_066",33026,"lfblade_area",15.28127,"dn13.sim"
2013,"density","RIL_067",32197,"lfblade_area",21.206025,"dn13.sim"
2013,"density","RIL_067",33020,"lfblade_area",12.582385,"dn13.sim"
2013,"density","RIL_069",31106,"lfblade_area",13.72796,"dn13.sim"
2013,"density","RIL_069",32022,"lfblade_area",21.865485,"dn13.sim"
2013,"density","RIL_069",33079,"lfblade_area",12.58167,"dn13.sim"
2013,"density","RIL_070",32207,"lfblade_area",11.8433,"dn13.sim"
2013,"density","RIL_072",31156,"lfblade_area",10.29414,"dn13.sim"
2013,"density","RIL_072",32111,"lfblade_area",20.297855,"dn13.sim"
2013,"density","RIL_072",33148,"lfblade_area",12.847545,"dn13.sim"
2013,"density","RIL_072",34086,"lfblade_area",21.19829,"dn13.sim"
2013,"density","RIL_075",31084,"lfblade_area",7.188545,"dn13.sim"
2013,"density","RIL_075",32077,"lfblade_area",9.900705,"dn13.sim"
2013,"density","RIL_075",33126,"lfblade_area",8.008945,"dn13.sim"
2013,"density","RIL_076",31002,"lfblade_area",13.83635,"dn13.sim"
2013,"density","RIL_076",32096,"lfblade_area",14.094815,"dn13.sim"
2013,"density","RIL_076",33015,"lfblade_area",14.74267,"dn13.sim"
2013,"density","RIL_076",34069,"lfblade_area",7.25299,"dn13.sim"
2013,"density","RIL_082",31054,"lfblade_area",8.935085,"dn13.sim"
2013,"density","RIL_082",32140,"lfblade_area",28.694485,"dn13.sim"
2013,"density","RIL_082",33142,"lfblade_area",12.39895,"dn13.sim"
2013,"density","RIL_082",34034,"lfblade_area",17.5528,"dn13.sim"
2013,"density","RIL_084",31078,"lfblade_area",9.757765,"dn13.sim"
2013,"density","RIL_084",32171,"lfblade_area",24.68726,"dn13.sim"
2013,"density","RIL_085",31207,"lfblade_area",3.23766,"dn13.sim"
2013,"density","RIL_085",32108,"lfblade_area",9.393,"dn13.sim"
2013,"density","RIL_086",31136,"lfblade_area",19.391045,"dn13.sim"
2013,"density","RIL_086",32100,"lfblade_area",26.24346,"dn13.sim"
2013,"density","RIL_086",33033,"lfblade_area",11.782615,"dn13.sim"
2013,"density","RIL_086",34027,"lfblade_area",23.52068,"dn13.sim"
2013,"density","RIL_087",32137,"lfblade_area",6.28266,"dn13.sim"
2013,"density","RIL_087",34067,"lfblade_area",3.705855,"dn13.sim"
2013,"density","RIL_089",31111,"lfblade_area",17.733435,"dn13.sim"
2013,"density","RIL_089",32061,"lfblade_area",40.139725,"dn13.sim"
2013,"density","RIL_089",33016,"lfblade_area",21.404335,"dn13.sim"
2013,"density","RIL_091",31113,"lfblade_area",8.1798,"dn13.sim"
2013,"density","RIL_091",32176,"lfblade_area",11.893565,"dn13.sim"
2013,"density","RIL_091",33002,"lfblade_area",10.30737,"dn13.sim"
2013,"density","RIL_092",31167,"lfblade_area",8.029655,"dn13.sim"
2013,"density","RIL_092",32147,"lfblade_area",25.02794,"dn13.sim"
2013,"density","RIL_092",33059,"lfblade_area",15.223615,"dn13.sim"
2013,"density","RIL_093",31036,"lfblade_area",10.5072,"dn13.sim"
2013,"density","RIL_093",32162,"lfblade_area",23.923945,"dn13.sim"
2013,"density","RIL_093",33141,"lfblade_area",13.64582,"dn13.sim"
2013,"density","RIL_093",34040,"lfblade_area",22.439915,"dn13.sim"
2013,"density","RIL_094",31011,"lfblade_area",28.29064,"dn13.sim"
2013,"density","RIL_094",32039,"lfblade_area",49.27712,"dn13.sim"
2013,"density","RIL_095",31001,"lfblade_area",6.72021,"dn13.sim"
2013,"density","RIL_095",32081,"lfblade_area",22.783245,"dn13.sim"
2013,"density","RIL_095",33077,"lfblade_area",6.81726,"dn13.sim"
2013,"density","RIL_095",34077,"lfblade_area",18.53013,"dn13.sim"
2013,"density","RIL_096",31199,"lfblade_area",9.90433,"dn13.sim"
2013,"density","RIL_096",32110,"lfblade_area",22.21495,"dn13.sim"
2013,"density","RIL_098",31100,"lfblade_area",19.73671,"dn13.sim"
2013,"density","RIL_098",33041,"lfblade_area",24.421245,"dn13.sim"
2013,"density","RIL_098",34055,"lfblade_area",30.373225,"dn13.sim"
2013,"density","RIL_099",31087,"lfblade_area",8.13575,"dn13.sim"
2013,"density","RIL_099",32185,"lfblade_area",20.13513,"dn13.sim"
2013,"density","RIL_099",33111,"lfblade_area",13.256145,"dn13.sim"
2013,"density","RIL_099",34096,"lfblade_area",25.30877,"dn13.sim"
2013,"density","RIL_100",31052,"lfblade_area",21.366295,"dn13.sim"
2013,"density","RIL_100",32161,"lfblade_area",54.12091,"dn13.sim"
2013,"density","RIL_101",31137,"lfblade_area",27.503255,"dn13.sim"
2013,"density","RIL_101",32043,"lfblade_area",40.286235,"dn13.sim"
2013,"density","RIL_102",31117,"lfblade_area",5.82592,"dn13.sim"
2013,"density","RIL_102",32178,"lfblade_area",16.79728,"dn13.sim"
2013,"density","RIL_102",33044,"lfblade_area",16.65698,"dn13.sim"
2013,"density","RIL_102",34059,"lfblade_area",25.48939,"dn13.sim"
2013,"density","RIL_103",32186,"lfblade_area",19.34184,"dn13.sim"
2013,"density","RIL_104",31128,"lfblade_area",30.107755,"dn13.sim"
2013,"density","RIL_104",33051,"lfblade_area",32.25071,"dn13.sim"
2013,"density","RIL_104",34018,"lfblade_area",33.208455,"dn13.sim"
2013,"density","RIL_105",31048,"lfblade_area",11.972805,"dn13.sim"
2013,"density","RIL_105",32027,"lfblade_area",18.31546,"dn13.sim"
2013,"density","RIL_105",33076,"lfblade_area",5.50361,"dn13.sim"
2013,"density","RIL_105",34072,"lfblade_area",14.36524,"dn13.sim"
2013,"density","RIL_106",31203,"lfblade_area",9.80568,"dn13.sim"
2013,"density","RIL_107",31183,"lfblade_area",8.472535,"dn13.sim"
2013,"density","RIL_107",32136,"lfblade_area",17.683485,"dn13.sim"
2013,"density","RIL_107",33071,"lfblade_area",7.47631,"dn13.sim"
2013,"density","RIL_107",34075,"lfblade_area",14.39882,"dn13.sim"
2013,"density","RIL_109",31053,"lfblade_area",12.364905,"dn13.sim"
2013,"density","RIL_109",32026,"lfblade_area",15.90073,"dn13.sim"
2013,"density","RIL_109",33133,"lfblade_area",11.46335,"dn13.sim"
2013,"density","RIL_109",34036,"lfblade_area",22.955685,"dn13.sim"
2013,"density","RIL_110",31088,"lfblade_area",5.881815,"dn13.sim"
2013,"density","RIL_110",32177,"lfblade_area",20.13284,"dn13.sim"
2013,"density","RIL_110",33058,"lfblade_area",11.306625,"dn13.sim"
2013,"density","RIL_110",34035,"lfblade_area",20.17606,"dn13.sim"
2013,"density","RIL_112",31159,"lfblade_area",7.01634,"dn13.sim"
2013,"density","RIL_112",32148,"lfblade_area",18.432835,"dn13.sim"
2013,"density","RIL_112",33050,"lfblade_area",15.578405,"dn13.sim"
2013,"density","RIL_113",31143,"lfblade_area",9.064655,"dn13.sim"
2013,"density","RIL_113",32072,"lfblade_area",15.84318,"dn13.sim"
2013,"density","RIL_113",33064,"lfblade_area",10.550475,"dn13.sim"
2013,"density","RIL_113",33130,"lfblade_area",11.354275,"dn13.sim"
2013,"density","RIL_113",34044,"lfblade_area",17.423505,"dn13.sim"
2013,"density","RIL_114",31202,"lfblade_area",11.732215,"dn13.sim"
2013,"density","RIL_114",32199,"lfblade_area",20.50132,"dn13.sim"
2013,"density","RIL_114",33115,"lfblade_area",14.417645,"dn13.sim"
2013,"density","RIL_114",34079,"lfblade_area",19.821475,"dn13.sim"
2013,"density","RIL_115",31039,"lfblade_area",8.717585,"dn13.sim"
2013,"density","RIL_115",32070,"lfblade_area",16.79058,"dn13.sim"
2013,"density","RIL_115",34101,"lfblade_area",15.790455,"dn13.sim"
2013,"density","RIL_116",31056,"lfblade_area",14.09554,"dn13.sim"
2013,"density","RIL_116",32023,"lfblade_area",21.94629,"dn13.sim"
2013,"density","RIL_116",33127,"lfblade_area",8.821345,"dn13.sim"
2013,"density","RIL_117",31075,"lfblade_area",17.922,"dn13.sim"
2013,"density","RIL_117",32158,"lfblade_area",35.467455,"dn13.sim"
2013,"density","RIL_117",33088,"lfblade_area",25.38498,"dn13.sim"
2013,"density","RIL_117",34049,"lfblade_area",27.20979,"dn13.sim"
2013,"density","RIL_118",31142,"lfblade_area",32.23623,"dn13.sim"
2013,"density","RIL_118",32078,"lfblade_area",33.58537,"dn13.sim"
2013,"density","RIL_119",32028,"lfblade_area",26.673145,"dn13.sim"
2013,"density","RIL_120",31153,"lfblade_area",13.090215,"dn13.sim"
2013,"density","RIL_120",32198,"lfblade_area",35.7054,"dn13.sim"
2013,"density","RIL_120",33007,"lfblade_area",16.2757,"dn13.sim"
2013,"density","RIL_120",34007,"lfblade_area",25.57681,"dn13.sim"
2013,"density","RIL_121",31141,"lfblade_area",14.11282,"dn13.sim"
2013,"density","RIL_121",32091,"lfblade_area",24.4932,"dn13.sim"
2013,"density","RIL_123",31099,"lfblade_area",8.926265,"dn13.sim"
2013,"density","RIL_123",32036,"lfblade_area",10.985715,"dn13.sim"
2013,"density","RIL_123",33073,"lfblade_area",10.67572,"dn13.sim"
2013,"density","RIL_123",34095,"lfblade_area",15.12217,"dn13.sim"
2013,"density","RIL_124",31210,"lfblade_area",7.52123,"dn13.sim"
2013,"density","RIL_124",32074,"lfblade_area",12.45643,"dn13.sim"
2013,"density","RIL_124",33089,"lfblade_area",10.047935,"dn13.sim"
2013,"density","RIL_125",31057,"lfblade_area",5.7925,"dn13.sim"
2013,"density","RIL_125",32115,"lfblade_area",35.75131,"dn13.sim"
2013,"density","RIL_125",33140,"lfblade_area",17.332345,"dn13.sim"
2013,"density","RIL_126",31005,"lfblade_area",12.50933,"dn13.sim"
2013,"density","RIL_126",32106,"lfblade_area",12.08393,"dn13.sim"
2013,"density","RIL_126",33074,"lfblade_area",9.91372,"dn13.sim"
2013,"density","RIL_127",32031,"lfblade_area",44.545185,"dn13.sim"
2013,"density","RIL_127",33108,"lfblade_area",14.365995,"dn13.sim"
2013,"density","RIL_127",34089,"lfblade_area",36.3381,"dn13.sim"
2013,"density","RIL_128",31063,"lfblade_area",30.736515,"dn13.sim"
2013,"density","RIL_128",32094,"lfblade_area",40.38678,"dn13.sim"
2013,"density","RIL_128",33085,"lfblade_area",14.343935,"dn13.sim"
2013,"density","RIL_129",31122,"lfblade_area",14.51751,"dn13.sim"
2013,"density","RIL_129",32021,"lfblade_area",29.0359,"dn13.sim"
2013,"density","RIL_130",32105,"lfblade_area",23.987475,"dn13.sim"
2013,"density","RIL_134",31043,"lfblade_area",12.958545,"dn13.sim"
2013,"density","RIL_134",32145,"lfblade_area",26.70944,"dn13.sim"
2013,"density","RIL_134",33105,"lfblade_area",12.382385,"dn13.sim"
2013,"density","RIL_135",31072,"lfblade_area",11.631235,"dn13.sim"
2013,"density","RIL_135",33008,"lfblade_area",12.292,"dn13.sim"
2013,"density","RIL_136",31035,"lfblade_area",18.717405,"dn13.sim"
2013,"density","RIL_136",32010,"lfblade_area",20.70453,"dn13.sim"
2013,"density","RIL_136",33030,"lfblade_area",12.52433,"dn13.sim"
2013,"density","RIL_136",34090,"lfblade_area",38.8525,"dn13.sim"
2013,"density","RIL_137",31073,"lfblade_area",20.818595,"dn13.sim"
2013,"density","RIL_137",32154,"lfblade_area",32.39923,"dn13.sim"
2013,"density","RIL_137",33084,"lfblade_area",16.9661,"dn13.sim"
2013,"density","RIL_137",34017,"lfblade_area",29.96059,"dn13.sim"
2013,"density","RIL_139",31149,"lfblade_area",9.1167,"dn13.sim"
2013,"density","RIL_139",32183,"lfblade_area",17.719405,"dn13.sim"
2013,"density","RIL_139",33009,"lfblade_area",14.00137,"dn13.sim"
2013,"density","RIL_140",31114,"lfblade_area",12.93226,"dn13.sim"
2013,"density","RIL_140",32208,"lfblade_area",14.234425,"dn13.sim"
