"Obs","experiment","year","treatment","plot","subplot_id","genotype","sampling","sim_lfblade_area","sim_lfblade_weight","sim_lfblade_width","sim_lfblade_length","stag_lfblade_area","stag_lfblade_weight","stag_lfblade_width","stag_lfblade_length","sim_SLA","stag_SLA","sim_gN.m2","stag_gN.m2","sim_gC.m2","stag_gC.m2","sim_CN_ratio","stag_CN_ratio","sim_d13C","stag_d13C","panicle_emergence_DAS","vegetative_mass_at_harvest","leaf_mass_at_harvest","stem_mass_at_harvest","panicle_mass_at_harvest","total_mass_at_harvest","reproductive_vegetative_mass_ratio","leaf_mass_ratio","culm_height","branch_number_cbrt","leaf_number","panicle_number","panicle_length","tiller_height","tiller_number"
11,"DN13",2013,"sparse","32",32011,"RIL_171","null",18.7749923330876,0.0901975981353085,23.9880734987364,174.293518206366,19.2340776268403,0.0944382299347978,20.6865778239618,181.338769608383,211.073041217733,205.27019621907,1.99761089201462,1.90753609116299,26.5090402280811,23.4923966008115,13.6125400996025,13.3535246510156,-13.1388494712345,-13.2449442664571,40.6205619229061,8.17165588116764,2.4486332905606,5.65783560766276,3.60490076366025,12.6376631664545,0.568256830448287,0.206070625420556,281.923923306128,2.09192950087518,63.4326061307103,17.009850148891,98.8860639922706,266.6452806664,8.14639727942566
12,"DN13",2013,"sparse","32",32012,"RIL_016","null",21.6184135687349,0.10021491406783,21.0142112694154,191.040897866268,20.20347811904,0.108067349778654,20.6407143631373,184.94537345457,213.54708693344,198.041948141016,2.03490551597701,2.09135739976333,25.7639277857302,26.5489431272715,12.9088236507202,12.960031374042,-13.3281458469274,-13.3890839727523,37.7832935332984,8.62898881676158,2.22219844692391,6.40133995905413,3.092822231478,11.6421663093332,0.38151334140745,0.194068846517357,378.07436658847,2.00514072098172,66.9487535487363,19.7413400228741,103.079093267726,316.299583992771,7.61595661965076
13,"DN13",2013,"sparse","32",32013,"RIL_025","null",15.5861510517514,0.0839826929583677,21.8078916842779,147.3997345954,15.5025469711384,0.0722166116653393,18.901733916295,152.517951952565,193.79891454416,209.14889834432,2.16342991574782,2.02608179564082,26.8067317317135,25.6748976960685,12.8612304686166,12.9064312591518,-13.4897279620009,-13.0459325397706,34.3426214074562,4.96165376243332,1.29788573515107,3.64524768511884,1.72770536576607,6.46229463480596,0.366701534056194,0.214734716337832,273.704053539257,2.13308421623194,53.2051668875228,18.0279441805542,78.3142488534707,209.458953594675,4.78409655235302
14,"DN13",2013,"sparse","32",32014,"A10","null",6.92861799598796,0.0342173593823667,15.6502038547434,96.3756008567573,8.08587835095577,0.0343348107387142,15.0811516940979,108.366931037073,211.015383330559,234.606560972683,2.1988686270998,2.2866407286746,24.7145397192874,24.319413970456,11.1503962627861,10.9819486385224,-13.285890152926,-13.0696225330513,30.0647570578577,4.60314518456766,0.610957846162339,3.89904482437194,1.06652103715764,5.77241240627587,0.268258961885225,0.118910817642763,222.201772440694,2.94565961983171,147.016704787864,150.404499810784,NA,NA,10.325601230515
15,"DN13",2013,"sparse","32",32015,"RIL_142","null",19.4273170641435,0.101489705858212,21.7390778120524,170.033802272804,19.0681603676684,0.0897930749330318,19.8711189127022,170.05830024239,198.111398609294,211.84394914355,2.20302848870358,2.04810421156333,26.3485659020752,26.2580475827831,12.3628786756839,13.1657243192565,-13.6411535066677,-13.3245489571317,35.0669991592389,NA,1.9856063481975,NA,2.09770263717684,NA,NA,NA,268.436208844724,2.25909697397188,59.379270855901,26.5536936793099,91.0542215689835,241.076221590653,5.75447800717463
16,"DN13",2013,"sparse","32",32016,"A10","null",6.92861799598796,0.0342173593823667,15.6502038547434,96.3756008567573,8.08587835095577,0.0343348107387142,15.0811516940979,108.366931037073,211.015383330559,234.606560972683,2.1988686270998,2.2866407286746,24.7145397192874,24.319413970456,11.1503962627861,10.9819486385224,-13.285890152926,-13.0696225330513,30.0647570578577,4.60314518456766,0.610957846162339,3.89904482437194,1.06652103715764,5.77241240627587,0.268258961885225,0.118910817642763,222.201772440694,2.94565961983171,147.016704787864,150.404499810784,42.3578502478162,200.04877563449,10.325601230515
17,"DN13",2013,"sparse","32",32017,"A10","null",6.92861799598796,0.0342173593823667,15.6502038547434,96.3756008567573,8.08587835095577,0.0343348107387142,15.0811516940979,108.366931037073,211.015383330559,234.606560972683,2.1988686270998,2.2866407286746,24.7145397192874,24.319413970456,11.1503962627861,10.9819486385224,-13.285890152926,-13.0696225330513,30.0647570578577,NA,0.610957846162339,NA,1.06652103715764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"DN13",2013,"sparse","32",32018,"RIL_027","null",21.9894776972555,0.112174530025604,23.3157488967673,185.685361220413,19.5819527056572,0.0949590213343129,19.7771788063292,168.612254341879,199.422897872988,207.216126228228,2.118701546667,2.01195679148766,NA,24.7249562707495,13.8510846214271,12.8108108584907,-13.2667898222479,-13.0456871966985,38.7995640913056,9.62678968897414,2.60935196786671,6.94072808061555,5.11436218087605,14.4773600117533,0.483830178423458,0.183320860392175,343.269954646541,2.47298758545989,83.652122640515,50.3626786787068,96.7175256621741,347.08312376002,5.64924360909384
19,"DN13",2013,"sparse","32",32019,"RIL_024","null",21.4494528063252,0.10443289595399,24.7095659072234,180.747441849362,21.1631633582971,0.109178599840377,21.6885451143288,175.894228821379,205.066877105838,199.318668658893,2.03191548033639,2.02000045681249,25.7542521749431,25.4516237132772,13.0592658594676,13.1487198472784,-13.0984740807318,-13.4035546338963,38.4812433540435,7.52200579073399,1.87345730514743,5.68189085816315,1.8701345158912,9.43591509707443,0.31819144202765,0.205301334436988,360.09285302292,1.9942247451367,48.1765327235078,13.7955953134776,107.302118179043,307.280957059215,4.4787730527536
20,"DN13",2013,"sparse","32",32020,"RIL_066","null",24.6776727163678,0.106320854235172,22.5380060935975,201.38992112976,NA,NA,NA,NA,224.648270432909,NA,1.86117912274942,1.98662622092291,24.9317428139931,25.7693325170629,13.921451043596,13.6718362148974,-13.0656821017823,-13.3101114697391,NA,9.15382435288195,2.53164681672247,6.60236943259457,4.85359393685836,13.7776582786105,0.491569505884438,0.183673572188577,354.333479122551,1.46843954548657,43.9412985589493,14.9475244092642,134.907413074324,360.221513860672,5.64783414985026
21,"DN13",2013,"sparse","32",32021,"RIL_129","null",26.0289297764928,0.112912165643721,21.7672332799391,219.972389251317,NA,NA,NA,NA,222.2318170455,NA,2.0380090726316,NA,25.7093506803239,NA,12.8758028694685,NA,-13.2705947755782,NA,43.8538457865497,13.8297469960312,4.68372083363234,9.17943379818406,3.9574265468462,14.6703574468236,0.3985715806704,0.225373821181757,446.121695110755,1.4961365680794,107.147836329458,21.5441131464823,117.498857990095,379.33174129224,10.8357505972125
22,"DN13",2013,"sparse","32",32022,"RIL_069","null",22.065591247857,0.113884551613965,20.7606186932049,201.18070177808,27.4646893387826,0.149729842268367,23.5062537276816,233.194805707079,196.067211702028,196.460976684068,1.97959304830896,2.07838643821285,25.6026020108441,26.5577395984736,13.2674726710446,13.1010528257171,-13.3893082913239,-13.3637915853188,39.1178848285678,7.71966085183968,1.67948145103272,6.03106599921885,2.82498645930217,10.369431375275,0.382098013015,0.166100746063479,430.894109485455,2.1660818033305,55.8990064965984,23.7194969807927,90.7207016468118,336.14840626421,6.62266573314881
23,"DN13",2013,"sparse","32",32023,"RIL_116","null",20.5094236105179,0.109743499893982,21.3212156282393,179.616709808316,20.4963150904821,0.110046997893312,23.2418434339294,174.23702509085,191.674450116189,195.436745095215,2.04293072931475,2.07708058884042,26.0138566928969,26.3879954100758,12.9384314888907,12.837451308935,-13.238915270522,-13.1947986288643,39.1178848285678,7.89591909101067,2.07302211495352,5.80629562971617,3.07062913069583,10.9274752811843,0.408316110008951,0.198620179606762,350.164037020765,2.11468096468896,58.679833806881,19.3322247504076,86.0685878257974,299.309057085177,5.70059165452159
24,"DN13",2013,"sparse","32",32024,"RIL_001","null",25.7490932256092,0.119127901492008,21.6555727157824,224.773435931619,20.0788399826558,0.0990552705910758,24.1111011228922,181.696168593532,213.945225088965,204.71360258113,1.99761089201462,1.9757670169745,25.7531828967139,26.4447525689789,13.3022259057969,13.4079973275816,-13.2064763807445,-13.0094470565447,37.9645101663696,9.28744330517498,2.42027993933953,7.17020586985565,4.95892267940804,13.2991707932254,0.433740930180088,0.155246830158153,453.561140457854,2.27719341555603,59.0258817109654,50.0750298614998,143.125577393863,405.886585297021,6.76482817424139
25,"DN13",2013,"sparse","32",32025,"RIL_159","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0362914495844,2.02159856249646,25.9132983325232,26.3905875371712,13.0100312049507,13.3354882759292,-13.2291883706964,-12.8886231548173,47.0759032601215,13.7124164807227,4.10493964831878,9.58951397094672,6.82018303289357,20.8336838782431,0.47027988466464,0.190231392529689,493.511316098211,1.21374452040557,58.6196463042477,9.82592407012116,148.090297162824,435.864220311289,6.94350199078814
26,"DN13",2013,"sparse","32",32026,"RIL_109","null",20.5367929797461,0.102494280821747,24.1659401801566,191.057485051383,NA,NA,NA,NA,202.232479438033,NA,2.03225964332559,1.97958754316117,26.4997373689197,26.2252550378713,13.4922464394704,13.5290660343759,-13.2453538818726,-13.3477669919118,40.6205619229061,10.5653895202844,2.35567265537666,8.11395473343825,5.47398742991524,16.0796893878514,0.496372212350242,0.144762450160539,473.300437882204,2.16918865048978,60.3849279420716,27.9954221375253,99.8302756581926,441.543112661385,5.3915287080115
27,"DN13",2013,"sparse","32",32027,"RIL_105","null",16.6232929820795,0.0812893929979626,20.9783309562683,161.88715295751,16.6438358347166,0.0810545712973238,19.3565008901716,158.085834404616,209.304624581497,205.139012434731,1.92088865717869,2.04025149516479,25.3089713591487,26.0975006328599,13.5321087792532,12.886365853236,-13.1883437210926,-13.1769485931725,36.27429541221,7.26988967213075,2.0339931350197,5.23788508900377,NA,NA,NA,NA,295.588783550257,2.07838321921546,70.1077890202093,20.416600991699,80.8727428529508,266.253679554658,5.5784637912311
