"Obs","experiment","year","treatment","plot","subplot_id","genotype","sampling","sim_lfblade_area","sim_lfblade_weight","sim_lfblade_width","sim_lfblade_length","stag_lfblade_area","stag_lfblade_weight","stag_lfblade_width","stag_lfblade_length","sim_SLA","stag_SLA","sim_gN.m2","stag_gN.m2","sim_gC.m2","stag_gC.m2","sim_CN_ratio","stag_CN_ratio","sim_d13C","stag_d13C","panicle_emergence_DAS","vegetative_mass_at_harvest","leaf_mass_at_harvest","stem_mass_at_harvest","panicle_mass_at_harvest","total_mass_at_harvest","reproductive_vegetative_mass_ratio","leaf_mass_ratio","culm_height","branch_number_cbrt","leaf_number","panicle_number","panicle_length","tiller_height","tiller_number"
140,"DN13",2013,"sparse","32",32141,"RIL_222","null",20.8853958264242,0.0948318469815912,21.4760253860888,170.691182612925,18.1901746002429,0.0888270610290299,20.6631017711728,162.296046348656,220.130639169074,203.764450732814,2.0075105353042,2.05798302031742,24.8694112468814,25.8527302568921,12.6565372363678,12.8900836676534,-13.3827324007001,-13.3195736639645,37.7230509157754,9.57773232601207,2.35168310288595,7.18837512081244,3.44540722893173,12.9764690946206,0.371002013956126,0.183654288665094,322.994344995687,2.34962393248775,66.4757437805133,34.0598387326646,87.3930809161648,309.365913409022,9.17630116132162
141,"DN13",2013,"sparse","32",32142,"A10","null",6.92861799598796,0.0342173593823667,15.6502038547434,96.3756008567573,8.08587835095577,0.0343348107387142,15.0811516940979,108.366931037073,211.015383330559,234.606560972683,2.1988686270998,2.2866407286746,24.7145397192874,24.319413970456,11.1503962627861,10.9819486385224,-13.285890152926,-13.0696225330513,30.0647570578577,4.60314518456766,0.610957846162339,3.89904482437194,1.06652103715764,5.77241240627587,0.268258961885225,0.118910817642763,222.201772440694,2.94565961983171,147.016704787864,150.404499810784,NA,200.04877563449,10.325601230515
142,"DN13",2013,"sparse","32",32143,"RIL_194","null",21.5795571293671,0.11450763761104,21.26342270905,189.604532841779,22.1300571949011,0.116336537049562,21.2776784645299,195.699293475265,192.177137159347,196.901762058903,2.13125607530988,2.09705140853067,26.0136629627491,26.625522226669,12.4307742005018,12.9140933577771,-13.6772544731853,-13.3660097335247,37.2401324145869,10.9241372948726,2.3950404792876,8.47307699530093,3.8896410955713,14.8824850043294,0.37322818374738,0.156695995393866,448.331917899254,2.28559463449414,69.9767245824705,46.9472360458556,104.31478930172,363.406892523262,7.30856039638531
143,"DN13",2013,"sparse","32",32144,"RIL_033","null",19.4847806576149,0.0819427369136153,22.4027913710807,188.436931802345,NA,NA,NA,NA,237.750340513939,NA,1.81694240365089,1.99939219703041,23.8484224222776,25.742083854401,13.4365172960833,13.0531710016784,-12.9050936072945,-13.1935329037297,41.5863989252831,8.81498161756571,2.91858666849143,5.84925695744564,2.61268486289912,12.3914459158506,0.422134062907091,0.245664561256204,341.377014476883,1.70210748859866,87.5044007439485,23.5086164460177,110.949395275916,310.564621582741,10.6861511608327
144,"DN13",2013,"sparse","32",32145,"RIL_134","null",23.1769026308952,0.11449566984744,21.3770067771066,199.483043612748,NA,NA,NA,NA,202.218188152866,NA,2.0071311704168,1.99064578748302,25.7131267061067,27.6641244677662,13.2010210711649,14.3523001493659,-13.1968514397279,-13.25157799068,41.5863989252831,13.4372795641142,3.39427102418235,9.81912370062377,6.39831107599283,19.7848998607442,0.449845558217822,0.174141197777097,551.9599600161,2.31275433915656,64.7536445588042,24.9927505109562,98.9108003540043,467.00932251107,6.25813491268474
145,"DN13",2013,"sparse","32",32146,"RIL_201","null",29.9899543703481,0.122125286518129,21.1770880605031,262.815290512848,NA,NA,NA,NA,239.896120004559,NA,1.8529176859593,2.05588011647181,24.0218418336065,25.9409330642923,13.3682868211712,13.3909289666715,-13.1156622956937,-13.2584195065883,50.5774313700052,12.8486241236887,3.29274148461194,9.47911433610265,5.86225546373172,18.6972872219412,0.433477508284068,0.170942530119017,647.73070817521,1.36961248795885,40.7550660172986,6.91447293407205,179.279977068904,495.854922391104,5.06708086157439
146,"DN13",2013,"sparse","32",32147,"RIL_092","null",21.3325191033062,0.094584462332784,21.1005842910859,187.613301422346,21.2677734173323,0.103913259728016,24.4686990357951,189.034883945269,231.504728670709,204.786792600511,1.99336210936288,2.00628172522426,25.3815526213708,25.4040873478288,13.0343367029834,12.8987123591635,-13.5645767247939,-13.3856612620365,37.8446018795192,6.65903623808806,1.78073783598986,5.26970308731452,3.0259227119985,8.85513561894443,0.383744309637698,0.208176858824933,409.092474850293,1.75632135759375,39.8458189277613,9.30836072989788,128.870138900571,333.986495467229,4.94878133166884
147,"DN13",2013,"sparse","32",32148,"RIL_112","null",18.8094046505913,0.0920330019443313,21.7281817791898,178.373544360973,17.8763235075649,0.0851890972378867,20.9567959988227,174.392756256152,208.912521807266,207.864374851344,2.11177603492242,2.19859373094555,25.592320644161,26.3458755269791,12.4366411308099,12.283472717135,-13.6168170824038,-13.4870570359092,34.6613945068977,6.90376435071349,1.82733402615379,5.0440604701063,2.38892092910842,9.30370866278211,0.392125836548007,0.214523169307992,331.154219293523,2.15156294035605,95.6152684553789,45.8011199995028,94.3845630164748,297.36705197196,4.80491950080899
148,"DN13",2013,"sparse","32",32149,"A10","null",6.92861799598796,0.0342173593823667,15.6502038547434,96.3756008567573,8.08587835095577,0.0343348107387142,15.0811516940979,108.366931037073,211.015383330559,234.606560972683,2.1988686270998,2.2866407286746,24.7145397192874,24.319413970456,11.1503962627861,10.9819486385224,-13.285890152926,-13.0696225330513,30.0647570578577,4.60314518456766,0.610957846162339,3.89904482437194,1.06652103715764,5.77241240627587,0.268258961885225,0.118910817642763,222.201772440694,2.94565961983171,147.016704787864,150.404499810784,42.3578502478162,200.04877563449,10.325601230515
149,"DN13",2013,"sparse","32",32150,"RIL_217","null",15.3786196984447,0.0757070278617491,20.756836464307,144.610636468757,16.354439084834,0.0751715511327934,19.0997865896924,149.583785908503,212.542601812161,211.042468535533,2.09908223487194,2.10426560865705,24.7624283641465,25.4916764897015,12.1428014594466,12.3365104691876,-13.255318355562,-13.3013309223516,35.5499176604273,7.1887475312712,1.86803987997337,5.33755218683949,2.20935715082425,9.43543632516975,0.351876489038102,0.205012137160651,314.593919169202,2.26171298203852,106.018253708009,51.0653305130548,81.4392324466662,263.061411694105,6.98712032927865
150,"DN13",2013,"sparse","32",32152,"RIL_002","null",18.9527088021956,0.0898255115873589,21.3872246136543,189.957489690737,NA,NA,NA,NA,215.019226801225,NA,1.87326513183745,2.0328078252506,23.7287190223879,25.4159699262656,12.8913450491848,12.710930924682,-13.1788318005857,-13.2451560711651,38.7172246491832,9.21359701985237,2.3092218970446,6.8943240130199,3.57894456999124,12.7451675920523,0.397737500133801,0.18234914656914,435.194246184903,2.06189840730192,65.283063702746,27.6749890567791,120.876081966853,371.374914768684,7.55806306597372
151,"DN13",2013,"sparse","32",32153,"RIL_077","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5190179968376,12.2010848608383,3.62494594834966,8.57604497511562,4.99968176667991,17.6255537500692,0.425887611374953,0.200960150016532,324.125587866131,2.31190573743189,89.4344730900773,36.8230343593259,96.0440102866706,291.792997386752,9.8804117522717
152,"DN13",2013,"sparse","32",32154,"RIL_137","null",30.5598370793348,0.160554823961622,23.324729536852,238.815627516756,NA,NA,NA,NA,186.972760478252,NA,1.94316285442833,1.99517186080212,26.6439316902035,26.3128067992902,14.1338805481916,13.4995548412487,-13.2200347506003,-13.1885576105626,45.9326654359792,15.1065143072327,2.90776020059103,11.9516006875141,7.25152585719398,22.4378157938103,0.449353328769497,0.123408088451455,682.498613192217,2.35399811128395,58.3448018851916,24.0944266306648,108.831981561425,490.282397999314,4.30941201523824
153,"DN13",2013,"sparse","32",32155,"RIL_154","null",17.2909037740419,0.0816046914455408,21.5338117543528,160.56244029739,NA,NA,NA,NA,217.75567527009,NA,1.95058758674359,2.05686315992921,24.3740339815495,25.4773923812112,12.661827217806,12.5142351264278,-13.4640812991229,-13.280289183306,38.9303471687465,7.95895906936296,1.87970451452341,6.08087409119185,2.5176872519815,10.6627090696747,0.367519283244657,0.177530823619705,335.564868391157,2.45074880595006,93.0344350183571,37.5623069563023,81.6397918891118,290.729083687755,9.45686355628616
154,"DN13",2013,"sparse","32",32156,"B100","null",33.4945608128816,0.152747739107419,24.9575754383584,233.568088044469,40.6210875076521,0.199821376334968,27.7075138533682,261.274658292067,221.960582168568,201.630081541708,1.98833443661511,2.29199288337604,24.6976712574374,29.3518176963969,12.5330140491316,12.702890008841,-13.0627471010542,-13.1833569815724,48.9190524977858,14.5354228413029,4.52374146277441,9.89720737789522,5.07809982919808,19.9018979498994,0.379991121047829,0.225310553515039,597.148567552104,0.807438264049069,34.1621209347614,4.58506082669199,162.650331111895,491.082193886748,4.16793909448881
155,"DN13",2013,"sparse","32",32157,"RIL_149","null",19.6193302880008,0.103592622909863,20.6349511078508,197.520625857778,19.7329929116248,0.0991400381507473,22.5304442138551,197.18669986063,193.783162558995,202.708762034547,2.02483491080777,1.98965449764511,25.739228607496,27.0952120755021,13.0274866909429,13.6907123376956,-13.325069671388,-13.2184093695656,37.2401324145869,8.73584261249964,2.13578382108362,6.55315411513099,2.2315552371694,11.0099509279703,0.310756372526961,0.200301764840426,374.593529911472,2.11288832847836,58.0953615308598,19.9480046793202,88.2906919734165,333.904675049891,6.8593310281333
156,"DN13",2013,"sparse","32",32158,"RIL_117","null",31.8596026580609,0.154089626602068,21.9005560388715,250.748366047643,NA,NA,NA,NA,199.52996443742,NA,1.99018615969935,2.02160275879759,25.5066571218,25.7853151835408,13.0753222944276,13.0042618163439,-13.2492744291698,-13.3278658192432,39.8961841711234,11.6298694233294,3.42376170659714,8.17126665424638,3.89808680913467,15.6477754048637,0.351939075927876,0.220739523292166,472.688291582902,1.98772665240433,53.5486652459147,17.0988021769944,114.397322570818,393.125684220719,7.09340258068096
157,"DN13",2013,"sparse","32",32159,"RIL_176","null",19.4499165496839,0.0954521246908123,22.4456259593944,185.472950095369,NA,NA,NA,NA,205.876710664903,NA,1.88871481674075,1.97838458901151,24.8461540994539,25.4867748112352,13.4987853887869,13.1055190401446,-13.576139952949,-13.5733136154899,40.3791026723119,6.73318543924816,1.58180682629024,5.1457777281295,NA,NA,NA,NA,284.180900616059,2.48184377131052,86.3693562394943,46.2968537858676,90.9354574563395,245.751038838483,8.5830997627693
158,"DN13",2013,"sparse","32",32160,"RIL_143","null",16.1951550326474,0.0746184572163555,20.4305394025068,165.934545399771,17.5838613894349,0.0812591839849016,18.6963437399816,169.118422871574,224.324187572717,211.474472045176,2.07928294849534,2.14090457079277,24.6670740541736,25.4943375184121,12.2792683808171,12.0560051238231,-13.6617366367829,-13.5268775459297,37.7230509157754,7.77524365812331,1.87357940667363,5.9168515162319,3.93768022184445,11.4727061310543,0.468968783186738,0.162530410764354,322.200738763361,1.99215602569449,68.8189797900764,40.464800515079,84.1517637827392,284.767854942677,7.19733654839849
159,"DN13",2013,"sparse","32",32161,"RIL_100","null",37.7515339756863,0.166991017913408,22.9676033982965,276.879019266165,NA,NA,NA,NA,210.148915225658,NA,2.08456242295848,2.01197723300929,26.4274704918907,25.3939981786738,12.9558555727355,12.8087341868301,-13.4249211513582,-13.2178594001744,48.5235013659738,11.871757747033,3.65491476582166,8.196504049261,6.01221078127899,18.1849584123674,0.481118303835245,0.197190634312637,560.85058813798,1.06104960623717,33.0621407501635,4.83761886867958,165.472803238686,448.150123729426,4.87745399994896
160,"DN13",2013,"sparse","32",32162,"RIL_093","null",22.638104834843,0.10026798574329,23.8661652436088,184.185595680773,22.7343857884032,0.105785868699033,21.2364280899861,182.291934228245,222.927036212316,210.296673039679,1.87881517355245,1.86188849529939,24.2554225241491,23.6030541355916,13.2828278597987,13.409390335848,-13.0924569396594,-13.2548948527914,38.4474286675581,9.11168160371626,2.37680152415311,6.72588910661492,4.13438755309611,13.0190986302165,0.425846122430749,0.181548517431527,389.959977640806,2.33075099772622,71.9881547338466,36.5436168403216,86.4994329970749,354.117576960753,8.06728382644219
161,"DN13",2013,"sparse","32",32163,"RIL_004","null",27.3008674909972,0.121128364065443,21.9856895261059,219.475024232432,NA,NA,NA,NA,212.449798651265,NA,1.93725626607596,1.96449560574245,24.6303843672816,25.7245467785989,12.9873480069379,13.5201206952642,-13.3631286624891,-13.4238251903768,40.1181213230104,9.3453632149148,2.38200282610292,6.93237807070062,3.12751727996086,12.4801495213167,0.367412829860046,0.194905972182007,338.98668704109,1.85142620379501,64.1694079368382,29.8286292749965,115.010036383408,339.727010404068,6.9274030434724
162,"DN13",2013,"sparse","32",32164,"RIL_160","null",34.506475012327,0.151227364188372,24.6667939499771,259.044957476202,NA,NA,NA,NA,206.714368168282,NA,2.00124740045996,2.10365093672003,25.0828445949498,25.7893711360419,12.8376210938644,12.551740636312,-13.3300497385578,-13.3518612395832,40.9158398953728,10.8616487972533,2.93618057332089,7.90771711356889,3.87380122801037,14.8345910244744,0.375502351092933,0.196702707053503,458.090083788048,1.08254084028716,38.7410761777836,8.1670812129645,149.138306310737,416.767217971767,5.74580141027421
163,"DN13",2013,"sparse","32",32165,"RIL_184","null",21.523590411118,0.0962907023983617,21.9679401814582,197.110159891707,NA,NA,NA,NA,220.266304858012,NA,2.02365404377165,1.99477205081743,25.497217999449,25.0167464537273,12.7993075155937,12.9529200682643,-13.2977162993581,-13.3262073881874,39.4787533429828,9.62512228912157,2.84790729357424,6.69811137453877,2.93720816931903,13.0173644016508,0.378415722098129,0.230499741396882,362.618296047709,1.72281829945545,61.1549146341766,14.3901036748334,116.924121493324,316.225869212522,8.1687074450067
164,"DN13",2013,"sparse","32",32166,"RIL_034","null",20.0354144940595,0.100571052219152,21.5486999871872,175.209038361816,NA,NA,NA,NA,203.368518494705,NA,2.01628417566845,2.05007291542705,26.0454307528706,25.6890265278932,13.1244855624832,12.7340057818071,-13.2564361450375,-13.3047124442357,38.7172246491832,9.84991975243655,2.50715753801222,7.2800951723871,NA,NA,NA,NA,401.853891075311,1.99903249129039,55.7740243822032,14.0438857450146,97.8641565273515,369.78310135981,5.14893301143051
165,"DN13",2013,"sparse","32",32167,"RIL_019","null",18.3458796157296,0.0940858295199086,21.7087210533206,168.890098434242,16.5396628298328,0.0782332701683291,18.8430851699275,160.503375415545,199.178594475328,209.292094708643,2.04215928661517,1.96973225258762,26.1415772793109,23.6464089248408,14.0996906982998,12.6390063465606,-13.3822415435291,-13.1819238863397,35.0669991592389,8.79552605233911,2.03518652765082,6.75876378547226,3.26790474558156,12.2119811549217,0.378168209480784,0.167182134847682,309.604042242946,2.5732500601112,96.9510210469971,78.8118432125883,90.2277904765005,266.29064765949,7.73040065215037
166,"DN13",2013,"sparse","32",32168,"A10","null",6.92861799598796,0.0342173593823667,15.6502038547434,96.3756008567573,8.08587835095577,0.0343348107387142,15.0811516940979,108.366931037073,211.015383330559,234.606560972683,2.1988686270998,2.2866407286746,24.7145397192874,24.319413970456,11.1503962627861,10.9819486385224,-13.285890152926,-13.0696225330513,30.0647570578577,4.60314518456766,0.610957846162339,3.89904482437194,1.06652103715764,5.77241240627587,0.268258961885225,0.118910817642763,222.201772440694,2.94565961983171,147.016704787864,150.404499810784,NA,200.04877563449,10.325601230515
167,"DN13",2013,"sparse","32",32169,"RIL_081","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15910719890475,NA,27.200250681501,NA,12.7323579479076,NA,-13.6173834028562,43.3868802286073,9.88894896484928,2.66259385067734,7.21536153886951,4.21177327888376,14.1133061241687,0.421241354196045,0.188553537059031,453.580287487363,1.23915802617466,41.6786743074811,5.52812862726716,106.772238063319,391.701093265411,5.05287441246162
168,"DN13",2013,"sparse","32",32170,"RIL_007","null",NA,NA,NA,NA,18.9438610825298,0.0991533418254351,20.7553658972906,169.717518290515,NA,198.89125582114,NA,2.09427025084311,NA,25.6677830571785,NA,12.5757728015659,NA,-13.2451560711651,35.9154313015287,7.97575711403959,1.97966022915338,5.96552068350863,4.23103117722917,12.1682215931422,0.509210026358999,0.167357951860893,271.576917442415,2.40987410161127,102.852690160425,67.635497611756,80.4100706166576,263.044392257974,6.91125585208092
169,"DN13",2013,"sparse","32",32171,"RIL_084","null",21.5065759386992,0.106139961278918,21.8782945485511,185.907953359671,NA,NA,NA,NA,204.357097826678,NA,1.89214190808775,2.05683659131433,25.1090025173274,26.2376675617241,13.8508624690598,12.8916129084468,-13.054173246533,-13.2186564580108,42.6194129384514,10.7453708972515,2.56180439152073,8.13669060561759,4.30558682304525,14.9834871003512,0.397755683353306,0.168280491409183,440.159769998689,1.61980407769311,51.8251282236591,13.3719768995526,81.243842904975,385.455674920028,6.55453015980328
170,"DN13",2013,"sparse","32",32172,"RIL_216","null",18.3537434030681,0.0855875833015364,21.0668931919841,184.54917730015,19.0934214954559,0.0899089132894214,18.9208559089522,191.556519364669,217.722998607385,209.982425158187,1.89022921448344,1.99109263405744,23.77228525828,25.7554611568736,12.8134591207361,13.0491804706582,-13.3704306032734,-13.3693265956362,38.2059694169638,6.09955217727091,1.67126088607342,4.4317180981022,2.0305461821782,7.97229551170862,0.352591913254889,0.219239634891421,298.071178694664,2.27249542397569,69.5723190554149,38.0442843729299,97.5635661037238,240.198845053623,4.06041801735025
171,"DN13",2013,"sparse","32",32173,"RIL_053","null",19.3733928400395,0.0862573848518796,20.6681506548565,185.516928694182,NA,NA,NA,NA,225.812532609103,NA,1.98523633805456,2.06085457712349,24.6228854729193,24.9284681608571,12.6539965566677,12.4061022094166,-13.1367253584102,-13.1966733745209,39.6547249205292,10.4047585550048,2.1932507298706,8.16877602255574,3.85766516448892,14.181690793687,0.368036309852178,0.15037657585306,448.127203211108,2.47359281500606,78.6259936965024,49.4194727634966,92.8931721773601,397.070021123333,8.49065692410959
172,"DN13",2013,"sparse","32",32174,"RIL_011","null",33.0401508623635,0.153211818420675,22.6944540025005,241.129628882785,29.4125689080586,0.146302124031705,25.8563166343028,236.433802725351,206.458491663252,204.729432796528,2.07873028821271,2.0971386052241,25.8724878954811,27.8267998217399,12.6908329650223,13.6153030389625,-13.4693660329431,-13.3876494144653,42.3010922011893,12.4174062149489,3.28069754270639,9.1201340986949,9.70554714975558,22.1860488248226,0.670233027517268,0.138776804113312,446.740626896116,2.28170805635752,63.002142790205,32.757612037411,104.724787001604,357.586360006152,5.65118030903546
173,"DN13",2013,"sparse","32",32175,"RIL_208","null",17.9820759430375,0.0879504261493888,20.3615484154071,180.72492660844,18.6588163218345,0.0912884370586802,20.0622068102669,182.891561192588,209.928172121689,205.735061573565,1.96543705167796,2.12939947978169,24.494971154454,26.1385148918741,12.6887014847128,12.4191601900442,-13.374238444082,-13.3129399397417,38.9303471687465,7.98835838426133,1.75433515273988,6.18175162633618,4.55254590142862,13.2050819985852,0.477929824160127,0.145388238422616,400.216195403983,2.32482932746644,56.9716040191536,37.1959388776242,97.6850924180583,317.859669841894,7.00515391803597
174,"DN13",2013,"sparse","32",32176,"RIL_091","null",15.3569023385178,0.0816470551798854,20.8192236949955,139.899657964386,15.155012107204,0.0691575753186018,18.3058998019556,144.838506079644,199.617491630971,212.518284428959,2.08699172477744,2.14945098926734,25.263316899781,25.4263517824765,12.2890884704911,12.2637334536317,-13.5555293655895,-13.280289183306,33.6182436556735,7.33068057514716,1.67851231863589,5.68503788856347,3.09088692437168,10.2299785251453,0.418410606471703,0.161544323594732,277.236030329207,2.3670288316485,75.9745526784904,41.5803147362596,64.2496808355035,244.96752123725,6.47717320117924
175,"DN13",2013,"sparse","32",32177,"RIL_110","null",18.5382732071048,0.0977862016120466,21.3045166262066,182.053023430728,19.8461589164532,0.0887004511774138,19.1232812287216,186.39667467145,195.497011627016,215.477977076345,2.07433312695183,2.14764840610727,25.2787370652088,26.4427116860802,12.6169574745379,12.5061375953245,-13.6419710149694,-13.1885576105626,33.3767844050793,7.081050423826,1.38318356084725,5.72034433010045,1.71715446461004,8.79605038160055,0.297822045481367,0.155554075381574,380.654980838331,1.89498170424498,45.6917476453039,11.5371036656794,117.480345744341,239.992468709844,4.31689204799797
176,"DN13",2013,"sparse","32",32178,"RIL_102","null",20.0292936475033,0.0978318926899859,21.7824370573457,183.494516119315,20.0758497447008,0.0899090348798921,20.3284716048052,187.997414679762,206.716159201205,214.553987405657,2.04463419728565,2.04001631278731,25.6345714383617,27.2010858265766,12.761252514157,13.4230664746989,-13.0323440333756,-13.0807595919407,34.5840806580504,8.93842390418644,2.16070444025391,6.74673009172195,2.48990630429974,11.3985057295682,0.31787230423469,0.193639315813227,399.992173349982,2.1178775605822,64.2325562680921,31.116753686724,99.1463615008824,286.446270468156,7.09132210225718
177,"DN13",2013,"sparse","32",32179,"RIL_157","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8493624174135,7.39977417353534,1.97965005173099,5.44948678155456,2.94882155908218,10.2705772312116,0.414292062986708,0.199364948053473,317.782490746451,1.76802976108812,50.5433080113469,15.726631268466,105.240782559422,279.87039865418,6.94386275625031
178,"DN13",2013,"sparse","32",32180,"RIL_106","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1448163218448,2.46926792082942,6.63485611440874,4.20298188112423,13.3779685328379,0.459959010414279,0.186722561680895,332.823309923374,2.20966269709071,72.690540165562,27.2881247189199,93.9854707694195,320.97778163794,7.43921446888928
179,"DN13",2013,"sparse","32",32181,"RIL_049","null",NA,NA,NA,NA,23.3936168099151,0.124341193140006,27.9430312064362,196.389100997203,NA,197.938070173863,NA,2.1341486841589,NA,25.9436089135562,NA,12.3834322306059,NA,-13.416380643743,36.3823968594711,7.38279312673119,2.15401681751885,5.22754144091346,1.98628604569963,9.26464765845465,0.32993540353875,0.24694148011414,286.698520480692,2.09255500140883,80.6289658364068,33.8826792948431,99.3715212762303,268.426295082816,4.60539625639409
180,"DN13",2013,"sparse","32",32182,"B100","null",33.4945608128816,0.152747739107419,24.9575754383584,233.568088044469,40.6210875076521,0.199821376334968,27.7075138533682,261.274658292067,221.960582168568,201.630081541708,1.98833443661511,2.29199288337604,24.6976712574374,29.3518176963969,12.5330140491316,12.702890008841,-13.0627471010542,-13.1833569815724,48.9190524977858,14.5354228413029,4.52374146277441,9.89720737789522,5.07809982919808,19.9018979498994,0.379991121047829,0.225310553515039,597.148567552104,0.807438264049069,34.1621209347614,4.58506082669199,162.650331111895,491.082193886748,4.16793909448881
181,"DN13",2013,"sparse","32",32183,"RIL_139","null",19.2300410841644,0.0915943565093558,23.2066347539324,179.809290766261,NA,NA,NA,NA,212.984602638857,NA,2.06771503934704,1.99277952457595,25.6411571382727,25.5805330740716,12.9959168237039,13.7492060742453,-13.4872321954326,-13.4174717008985,42.6194129384514,7.79842336138035,2.0327660826235,5.73234458426082,2.16039553682242,9.98644013237835,0.345580880753948,0.215589816305935,334.53602684256,2.37189009189747,96.7304026691484,34.5002044897404,99.1854884274858,306.817422824605,6.87128138717361
182,"DN13",2013,"sparse","32",32184,"RIL_161","null",26.6525704797571,0.112487718480866,22.7667850516444,220.306538634324,NA,NA,NA,NA,224.943411855595,NA,1.88899946370566,2.00333031429148,24.0473103728174,24.9436555289391,13.0245519639351,12.7695848549121,-13.0295181503705,-13.2897219049616,45.691206185385,12.7864277946569,3.95025089741015,8.74398607278241,3.97086082221962,17.0012190454735,0.338796647933037,0.240512379862558,417.647495578173,2.38416167323172,96.3912003269858,25.7326252861124,122.834861968589,367.850772593194,7.43517894606333
183,"DN13",2013,"sparse","32",32185,"RIL_099","null",21.2904998628597,0.111218671109764,23.8654598324985,199.297661641786,NA,NA,NA,NA,193.152425181459,NA,1.89366463848682,2.00184514134635,24.8019655181995,25.9894139590382,13.6520308559697,13.3385152847711,-13.2863544686042,-13.2101172142869,39.413265669935,11.6863897098789,3.26217349124982,8.37642724496267,4.05130464727842,15.7268296744414,0.356083717161837,0.20670686887369,434.949997493576,2.1057880365664,90.187483515576,18.8953251665943,73.7827582133397,386.759792982057,6.86112408012874
184,"DN13",2013,"sparse","32",32186,"RIL_103","null",20.3557898370806,0.102269810170223,21.0291020664575,193.642074262973,NA,NA,NA,NA,204.969709687836,NA,1.95858664420396,2.03843728870789,25.1186508004963,25.9236867630535,13.1500009844493,12.9506923200934,-13.2308129667636,-13.2575636488881,40.1181213230104,6.95765278961721,1.76313228732312,5.22491259682048,3.02614244537854,9.93857793110219,0.44671910344331,0.186207105108319,312.9248562827,2.01688576137842,67.8316087452036,24.7644783013014,67.4811180902176,272.573315240958,5.69631943501052
185,"DN13",2013,"sparse","32",32187,"RIL_036","null",26.8332502872997,0.12302157548905,22.7095009560829,215.275432349478,NA,NA,NA,NA,213.138275758896,NA,1.90108937070081,2.10320376404888,25.05314272317,29.2614306462564,13.4520093694856,13.5247185768426,-13.1507732647246,-13.221726231677,39.413265669935,8.97992253759067,2.38404212174044,6.53710639264263,3.28434666356303,12.2387434112342,0.388469865122443,0.202243267583376,509.780096651884,1.63857982163937,42.2483465358671,10.5774155114421,135.101169757087,403.973953243667,6.04640461098826
186,"DN13",2013,"sparse","32",32188,"RIL_167","null",17.2093358761769,0.0834652623101493,20.8588030235346,169.582141611923,14.7572764892971,0.0675856181747543,17.8521011861155,155.751003243762,219.702757345099,214.02754236029,1.99611592155112,1.95056058012117,25.3764119364514,25.7241780602748,12.9535057807322,13.6403231753286,-13.5123351482003,-13.2942062503081,38.4812433540435,8.09986145899399,2.10547147451648,6.01366379711377,2.73235486913246,10.7352402197558,0.372380767376635,0.199442323340853,300.031617009417,2.11796100397468,66.7090692491339,14.935041090607,91.4364359393717,308.275049757497,6.76785731480909
187,"DN13",2013,"sparse","32",32189,"RIL_219","null",18.4733338730678,0.0911778039813251,23.5743517863586,163.841077156975,17.419831519321,0.0863141305790215,20.0037544997702,163.244006807557,208.703917510388,202.452823200815,2.11481206584638,2.08863425448329,25.5483899569455,25.4491804726435,12.3745789092592,12.5068883945755,-13.3510708516537,-13.2681623012372,36.5157546628042,8.11473960881207,2.11650698532468,6.03544607649232,3.21893061913178,11.2436521803178,0.4024611087809,0.185793702549444,314.311054802938,2.18724926323332,69.4507207309284,31.6727409474319,94.4510230722109,295.279547854611,7.60094672976637
188,"DN13",2013,"sparse","32",32190,"RIL_048","null",15.7336124467738,0.0874168249715544,21.4606767472471,158.794423499484,14.2071515671365,0.0761064764412077,19.1903254485921,147.571044232262,190.021952624281,197.145453975534,2.08423277014013,2.10553911740523,26.4555487867136,26.5313678339381,12.9572543205815,12.701099358904,-13.4317378478289,-13.4406391310322,39.413265669935,7.69029978473301,1.97678339037748,5.72168498695627,2.34879791126793,10.0862892939089,0.347137481379845,0.20021174350902,340.213634622171,2.12837392312939,71.9376455411111,21.531379843073,NA,269.754753635711,8.45993514841487
189,"DN13",2013,"sparse","32",32191,"RIL_203","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05063533579377,NA,25.4477115680556,NA,12.6738662147346,NA,-13.3419351774048,40.5850868809528,7.9635075452282,2.09905456914917,5.82883536977082,2.46712810936039,10.3157046298443,0.354243661555095,0.214597931500933,384.981040415237,1.91546610835049,70.0077593553144,20.4151343803041,109.293129761556,316.570145250099,6.00210394404575
190,"DN13",2013,"sparse","32",32192,"RIL_211","null",18.1091957513902,0.0877608668772153,21.5376211147194,178.285028439957,NA,NA,NA,NA,212.195091016802,NA,1.92451680375521,1.97104369647071,25.1425108367833,26.2777259356415,13.4519598420587,13.8579988742975,-13.2893487161569,-13.3518626707456,40.3911677776164,NA,1.8030285066566,NA,2.89002335145895,NA,NA,NA,422.845869615426,2.4616453149169,95.0736327074617,48.1143442367122,92.0461278904535,348.749558525126,7.60131603505033
