"Obs","experiment","year","treatment","plot","subplot_id","genotype","sampling","lfblade_area","lfblade_length","lfblade_width","lfblade_weight","SLA","gN.m2","gC.m2","CN_ratio","d13C","panicle_emergence_DAS","vegetative_mass_at_harvest","leaf_mass_at_harvest","stem_mass_at_harvest","panicle_mass_at_harvest","total_mass_at_harvest","reproductive_vegetative_mass_ratio","leaf_mass_ratio","culm_height","branch_number_cbrt","tiller_height","tiller_number","basal_circumference"
497,"DN14",2014,"thick","31",31082,"RIL_144","null",11.8788763584883,157.665054447378,21.8677427862113,0.0508747049032928,245.261398953498,1.68189959539627,19.7444316210327,12.046780745934,-12.1921536760018,37.8102216788758,1.65869779864096,0.482203208538646,1.17708454681758,2.38990076887098,4.06833816553451,1.49945567740054,0.123618772220148,370.088147914032,1.42696527684096,286.002106442708,2.31400295071979,19.9051842164968
498,"DN14",2014,"thick","31",31083,"RIL_029","null",14.2768757555561,180.796279780831,18.033766381447,0.0666201862707766,235.289440160646,1.74996114518203,20.1524939285306,11.7226453213872,-12.3938195542899,39.616144233164,2.28880652998379,0.64317534191796,1.65138867175807,2.35084112099235,4.63729732427804,0.995882684990635,0.13947100654142,544.530087143111,1.13745401044536,412.860221034053,1.64127396396532,20.0322224077157
499,"DN14",2014,"thick","31",31084,"RIL_178","null",6.89230932279443,113.683789212574,14.6533428266041,0.0306945462128953,238.370815021444,1.8227200023682,20.7754326951207,11.5519833900824,-12.5715724113749,37.7492198314968,0.903353984741205,0.258476953159748,0.63856160935912,0.759768453695838,1.72031430598351,0.895193453883105,0.156570514816223,210.646032426991,1.45333541976768,150.347182009603,1.53320840475275,20.5842625136572
500,"DN14",2014,"thick","31",31085,"RIL_038","null",13.6575175475575,167.723803430233,19.832036661799,0.0602023508906032,238.862502045356,1.75449104826616,20.19255136327,11.7485428683332,-12.3283608180225,37.7121357410706,1.48833861679785,0.409674837397047,1.0803490124428,1.8482639386238,3.38273192837848,1.30042949765529,0.128573983324903,390.405907320621,1.32607971526602,272.61754526466,2.00993323001039,19.3884664626118
501,"DN14",2014,"thick","31",31086,"RIL_195","null",12.0537731910933,138.662931226192,19.4593240685598,0.0472274415147471,269.758372251667,1.80407709566952,19.8457199651635,11.103882044636,-12.2000769288084,37.8102216788758,1.69373681455076,0.515985130447201,1.1825950531436,2.95550118857029,4.60100883146968,1.75229332635467,0.117790762153729,318.517972111867,1.40620196144453,278.265410094582,3.12839944159874,23.2984099919627
502,"DN14",2014,"thick","31",31087,"RIL_197","null",14.7893957194314,169.500866178216,21.1143526733399,0.0603600508922697,252.593858119201,1.68656675979733,20.2032577919172,12.2961437444605,-12.3246342639163,38.3039429512702,1.85713524479252,0.711278046034197,1.15144970218083,2.6802279292553,4.49301035355747,1.39805218181803,0.158401863566668,306.444693195977,1.10329281211914,277.515536648766,3.5076668765684,26.174907940199
503,"DN14",2014,"thick","31",31088,"RIL_220","null",14.2658067626773,161.499077413728,22.1434676059141,0.0612038787668544,240.201692792807,1.78725931538202,20.1203779361919,11.5120518068019,-12.3448291105265,36.498020396982,1.5419276410486,0.435594018648482,1.1150169773257,2.09367373561645,3.64716557384372,1.39818297571971,0.123112146159968,422.592305280544,1.05655479544655,243.009305916617,1.74056652475858,21.0088015603913
504,"DN14",2014,"thick","31",31089,"RIL_199","null",16.0380634102219,157.424465159575,19.2486009359946,0.0702898173656557,236.944058385996,NA,NA,NA,NA,37.6140498032654,1.40747958103953,0.409110070967847,0.98657971931859,1.93589118088959,3.35827672671059,1.37628616474754,0.129571544479345,405.525506655326,0.718952819465738,280.322383517474,2.14557011131892,21.7685764071785
505,"DN14",2014,"thick","31",31090,"RIL_149","null",14.2244630783009,195.57706466549,21.3973301774047,0.0676644030253945,216.24322157585,NA,NA,NA,NA,35.1825275317199,NA,NA,1.31062740457141,2.25539750502296,NA,NA,NA,372.103292636189,1.44457892327202,321.039333634091,2.52472535751552,20.8777633219679
506,"DN14",2014,"thick","31",31091,"RIL_170","null",18.3568607322924,224.331595636154,21.3703630842059,0.0808798850251066,231.825277492288,1.77513868749652,20.4238586314287,11.7538220221742,-12.4162979486391,40.3060373811687,NA,NA,2.17400839546039,3.51040878263689,NA,NA,NA,684.422146116927,0.34990958882302,531.259063415556,1.95104438985486,23.7116982739786
507,"DN14",2014,"thick","31",31092,"RIL_043","null",21.7457178930147,203.512582584294,24.3321770432503,0.0926171476804553,232.415235428465,1.96460276093694,21.2468275363583,11.2558684542118,-12.1815743272934,39.1562154678275,2.29616614320497,0.770691853965978,1.56676887625145,3.86994969868028,6.05458772160317,1.68791297383442,0.125227250185404,488.786159216953,0.397311177235377,334.670228553189,1.76073338354481,22.9204055049623
508,"DN14",2014,"thick","31",31093,"B100","null",21.3298787720953,189.748381614478,23.3251799355306,0.0861771225904685,259.433920983963,1.7736226878821,20.1437707481649,11.6948991658383,-12.2685911880878,41.5569457616014,2.55217888061441,0.861717267562706,1.69006801961826,2.96479763071689,5.58200886857015,1.20996416249268,0.157243732942879,457.027300850488,0.752042054170906,343.872473217237,1.90283047766003,25.4914947815324
509,"DN14",2014,"thick","31",31094,"RIL_124","null",7.39516169579476,115.641108988657,17.8493158888616,0.030662142763417,256.460706507961,1.63568513516169,19.1118353381094,11.9363432294487,-12.32840812229,34.5402586554645,1.05950110719611,0.275411774260203,0.771966595550054,0.970640392849292,2.08503337387367,0.95194964282218,0.139975444174993,304.622663575251,1.816382203099,260.768821842697,3.51752040509821,18.780921216368
510,"DN14",2014,"thick","31",31095,"RIL_033","null",9.40229820331914,127.161049904756,18.8487496475045,0.031154642945518,326.832775097426,1.53227010000507,17.4760098370052,11.2044978132396,-12.2345364821637,37.6140498032654,1.37661777383705,0.488933594701751,0.896059437123106,2.11166339220242,3.49687719019535,1.57134663707822,0.14145855716793,263.082043344954,1.38265611342148,226.601436969004,4.99442158044855,24.367690397146
511,"DN14",2014,"thick","31",31096,"RIL_023","null",19.0570957001398,209.13660050423,23.9293566446929,0.0887317297404606,221.623264722611,1.61502204946881,19.590331392225,12.3962200965142,-12.2745441137988,38.2363579371545,2.21690933384522,0.783542221323682,1.46126144702887,2.67034759512952,4.85700149906762,1.18283925570513,0.156021142159825,411.281490109263,1.31094912914069,337.707736250743,2.35838484744557,22.369875850492
512,"DN14",2014,"thick","31",31097,"RIL_179","null",11.2706225566623,166.163584407629,20.2671474503191,0.0555803771699229,220.232079272677,NA,NA,NA,NA,35.7776263252877,1.48625545523623,0.395587848687888,1.08714030493943,2.19352078147472,3.68324943608138,1.50046940962308,0.114782832525123,419.481657835418,1.29019227647923,314.602264352322,2.11558207843335,18.8410557070735
513,"DN14",2014,"thick","31",31098,"RIL_081","null",14.8148229214974,177.679696314874,17.8794814174545,0.0646094868941577,239.067460060865,1.70427296432407,19.4407945407937,11.549689300544,-12.5860457616316,41.4492761277733,2.59202903831355,0.812121101995767,1.77482302451239,2.22869151709967,5.35302145875447,1.04875608762537,0.153837399254286,515.164027394573,1.20586862814182,300.512217559481,1.74535504231249,20.6030691777265
514,"DN14",2014,"thick","31",31099,"RIL_072","null",13.3694546599455,157.155504788298,21.5101812248614,0.0630860882741855,224.019513178382,1.77401029494622,20.6526780982853,11.8780949991802,-12.3554860612369,38.0063935544862,1.72103689885495,0.548447922142646,1.17454998962697,2.23627825867565,3.96148840267866,1.30362934747662,0.139755400469796,335.838225939725,1.73308537225238,274.685297223024,2.95819916777007,22.2228928089533
515,"DN14",2014,"thick","31",31100,"RIL_216","null",10.9499628114239,150.674173610568,21.0187651091215,0.0534555059725698,222.014548850573,1.74140366867384,20.4470092942079,12.0687624259769,-12.3811673132364,36.0380916316455,1.04043373810745,0.330424869000548,0.716104276071733,1.2192766482443,2.3081472695444,1.25747704982606,0.143903238112904,291.773942413068,1.64272336696983,159.544896387399,2.30518366257483,19.9299546754107
516,"DN14",2014,"thick","31",31101,"RIL_101","null",25.0557263962361,225.389550747279,21.5490622097273,0.108436015454318,224.967425367289,1.73049248647049,20.2658318163951,12.4365771917952,-12.2734109310687,40.0694898317639,2.45128784731991,0.723801345907662,1.75742818851444,3.24126981647746,5.63275761119433,1.31628054511343,0.127502849881393,528.184789858301,0.972945777713286,362.91636072803,1.72171330045824,19.4576458798154
517,"DN14",2014,"thick","31",31102,"RIL_054","null",8.97656338061171,125.866759049324,19.8557915240952,0.0356160759978209,270.883489242328,1.62183397097816,18.7146444911898,11.6845117420288,-12.2127318268475,39.2205088985748,1.29063759593843,0.448066261366926,0.838279261456833,1.73237312255861,3.06925724390307,1.40767032488044,0.148892631841803,241.16239990905,1.45327202657576,224.586633890901,4.00897907787739,14.7511261166154
518,"DN14",2014,"thick","31",31103,"RIL_120","null",16.5222485409625,180.206497637755,20.0219461090889,0.0743049273904663,228.595180647149,1.78725931538202,20.2990857649674,11.5926418785927,-12.2491910052314,35.8386281726668,1.52945606780749,0.498626814607326,1.0466598377939,2.40686620527737,3.93763828671202,1.63286418911673,0.127751442084927,331.205842194229,1.41430664271144,184.55158763389,2.41028001190274,20.8599122035389
519,"DN14",2014,"thick","31",31104,"RIL_125","null",19.4480715296767,207.751199977794,21.8653316102662,0.0789293898093702,245.470932472089,1.73426323351491,19.5943737483203,11.7753083516707,-12.2910731679069,38.9262510851592,2.19353631098948,0.825178379471389,1.39345470761497,3.30135841338176,5.42092897134963,1.48424746301471,0.148426387692653,408.208915404849,0.615306894246811,333.477216567141,2.29441928651049,23.4959224966834
520,"DN14",2014,"thick","31",31105,"RIL_082","null",16.8236825800188,175.34927025686,23.6873822551699,0.0750287271901249,224.33198608196,1.75649209972851,20.2150073330034,11.8849812711065,-12.2398219446159,37.6140498032654,1.4789998753828,0.482750248900295,0.99449546043691,2.24868738203785,3.71900095801024,1.51758406372225,0.134261716078964,327.736772580851,1.46340728968488,234.829396143744,2.18628520030701,22.7095427738999
521,"DN14",2014,"thick","31",31106,"RIL_219","null",10.16802069744,137.415259116563,17.1186440693989,0.042623745113838,251.950734771525,1.7892126506368,19.917794799309,11.3941799142482,-12.2088887981831,34.3335465985309,1.42647588396835,0.476832018292716,0.94627681865917,2.35850189866053,3.77661280959596,1.67859898462769,0.131033807033,311.571021419568,1.65518079416368,249.188672920891,2.92149846742155,19.8526482425018
522,"DN14",2014,"thick","31",31107,"A10","null",6.36239852967333,112.578816327073,15.1993242082731,0.029165660079363,227.344244201383,1.93428806460228,21.44165885584,11.3699605416912,-12.5300381044863,29.8669655942427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,"DN14",2014,"thick","31",31108,"RIL_020","null",16.3359794046225,206.736108328013,19.1413568143639,0.0750193617689073,226.589854864209,1.75281186222416,20.6105640423057,12.0822478017546,-12.27405761993,38.5001148268806,2.60407557971887,0.731508981163298,1.87945610924977,3.40609778122224,5.91524703776016,1.24713039719905,0.125935394456183,596.352176973404,0.889272686368384,446.064586587165,1.8075740654146,20.999714771342
524,"DN14",2014,"thick","31",31109,"RIL_194","null",11.5795877225079,141.492335513643,18.4222822081115,0.0494724505474095,255.302546319949,1.62827106978068,18.8813339903243,11.6138057573363,-12.2981456066139,36.2680560143138,1.93688200363403,0.568235942592247,1.37782663199256,2.27007243595054,4.20619526895442,1.15420283817347,0.137901868262984,393.032694882721,1.65612554405107,251.511392730289,2.66460577791272,20.5794148053665
525,"DN14",2014,"thick","31",31110,"A10","null",6.36239852967333,112.578816327073,15.1993242082731,0.029165660079363,227.344244201383,1.93428806460228,21.44165885584,11.3699605416912,-12.5300381044863,29.8669655942427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"DN14",2014,"thick","31",31111,"RIL_115","null",10.5898920247301,126.382036747498,18.190103981899,0.0478974530925506,236.417381034063,1.88530206682998,20.6483035707906,11.291767920926,-12.6217673292932,35.3481984836408,NA,NA,0.680122727265254,0.98981282008661,NA,NA,NA,259.495174861275,1.41437295844943,198.475198781522,2.35659201555685,21.0325589567085
527,"DN14",2014,"thick","31",31112,"RIL_096","null",13.4548966239526,159.735078977925,22.4473876364788,0.0587926147309988,236.416589886662,1.97370544240646,22.2379385669912,11.6547336702209,-12.4144334792702,37.6140498032654,1.60563539901497,0.496695266775537,1.12529622757055,2.27181872577191,3.89948461131736,1.47829508610874,0.130699331409011,314.048818202372,1.40520548606593,242.059312645526,2.13914314908428,21.0344421038853
528,"DN14",2014,"thick","31",31113,"RIL_185","null",14.3728928731999,188.302502158136,21.4775216776099,0.0653737395530496,221.730901269109,1.59208757206969,19.4482630545063,13.0481549162101,-12.2196989920595,38.7300792095488,NA,NA,1.24163900225222,1.28242000993859,NA,NA,NA,371.041159561485,1.31450458538056,310.948892838446,2.03078926492023,20.771242343033
529,"DN14",2014,"thick","31",31114,"RIL_025","null",12.0842348272573,145.89407067885,19.7517364695638,0.0473556664618525,271.035356366602,1.69744984949713,19.8002418020072,11.9323800078587,-12.2991600603995,36.4609363065559,1.73452410046183,0.495870536774505,1.24150466530621,2.79073014550919,4.4857108365197,1.60767689407627,0.116687522507252,298.920440916163,1.36321261960469,264.974522233206,2.69942450840885,23.3496407851065
530,"DN14",2014,"thick","31",31115,"RIL_011","null",17.0072119333992,176.68194189676,20.2340630891804,0.0715172320384026,252.647001024179,1.76606088265996,20.0918083783414,11.6715543519028,-12.3392491412747,38.5001148268806,NA,NA,1.23676390154664,1.82581675734387,NA,NA,NA,343.012968025285,1.19216648969152,242.189161112503,2.29441928651049,23.4518315947204
531,"DN14",2014,"thick","31",31116,"RIL_208","null",10.6577543243366,158.641316161433,18.6850273164481,0.0464515277891105,241.744433516226,1.67861734763499,19.7598472674951,12.0217889117323,-12.3710421276073,36.5045229265982,NA,NA,0.914401321373252,1.50590685243065,NA,NA,NA,427.801019009391,1.04943538864289,301.124917245684,1.40345067453688,15.1747817848276
532,"DN14",2014,"thick","31",31117,"RIL_085","null",5.5318256056335,108.247023145755,14.3151759588132,0.0259171859732076,227.937165309992,1.99841536025662,21.9037210675933,11.2775405449585,-12.6621733418436,32.9199677954636,NA,NA,0.814027808777199,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"DN14",2014,"thick","31",31118,"RIL_056","null",11.7616813497821,137.776271399615,21.2630585301747,0.0503959405954023,237.707566395056,1.71276693308444,19.9678359390982,11.8310095229102,-12.482649179841,37.8778066929915,NA,NA,0.975349114080424,1.82776368933329,NA,NA,NA,308.142491237036,1.55182612621105,272.656042813498,2.53299540746104,21.4013101864953
534,"DN14",2014,"thick","31",31119,"RIL_053","null",13.085305541661,160.376845111546,17.667344049343,0.0520570228949623,263.96812873012,1.66968170191638,19.0538886333188,11.5520379516907,-12.1028818456835,37.7121357410706,NA,NA,1.14368847314199,1.95874953467406,NA,NA,NA,373.855433616947,1.68951121454428,283.939991908971,3.43000613819599,22.817649164297
535,"DN14",2014,"thick","31",31120,"RIL_031","null",13.6502135058187,161.973367586989,19.4594786333805,0.0641270139701527,225.189677514031,1.76341107852323,20.3331562584924,11.8159585106772,-12.3542857259276,35.0506490868569,NA,NA,0.889332608830057,1.69148535164306,NA,NA,NA,371.132557549193,1.32454672079386,290.84666385788,1.83604088525238,18.0504934852884
536,"DN14",2014,"thick","31",31121,"RIL_129","null",16.6560850865886,177.980555106081,19.6470836435459,0.0686282645248147,244.700998738896,1.6927620018695,19.9141720985845,11.9721058588166,-12.2835142353311,38.5982007646858,NA,NA,1.52859512569949,3.93616006246468,NA,NA,NA,369.389864598742,1.03260267753208,272.186767888432,4.35479276575179,25.2168411385383
537,"DN14",2014,"thick","31",31122,"RIL_036","null",14.9755517115828,167.631617652637,18.4839559477982,0.0650897415816816,236.434388490746,1.7639918225825,20.4110712231442,11.7989124801041,-12.4020508146282,38.2025654300966,NA,NA,1.49635837289727,2.86896126284703,NA,NA,NA,381.543083252462,0.946544639179493,326.717895360059,2.83285003089646,23.3317485161146
538,"DN14",2014,"thick","31",31123,"B100","null",21.3298787720953,189.748381614478,23.3251799355306,0.0861771225904685,259.433920983963,1.7736226878821,20.1437707481649,11.6948991658383,-12.2685911880878,41.5569457616014,NA,NA,1.69006801961826,2.96479763071689,NA,NA,NA,457.027300850488,0.752042054170906,343.872473217237,1.90283047766003,25.4914947815324
539,"DN14",2014,"thick","31",31124,"RIL_035","null",12.8617153004544,144.337296108433,18.8529765257975,0.0518390835311632,256.373404355913,1.72164693060622,19.7770823931178,11.6654449523496,-12.3485476224293,38.8042473904011,NA,NA,1.0137510883305,1.42348664494628,NA,NA,NA,385.822304901168,1.26424226669321,217.339690801604,2.2133341617231,22.4852910191804
540,"DN14",2014,"thick","31",31125,"RIL_087","null",4.74547473255974,105.280247870316,16.2602495971185,0.0229245789131435,223.779434194081,1.85079392305711,20.3084948853195,11.1293295681802,-12.6286022771155,32.3924540160114,NA,NA,0.751996144871548,0.17009030911238,NA,NA,NA,275.353001370857,1.82226952855824,229.725847627435,2.63749943954708,14.9419199837931
541,"DN14",2014,"thick","31",31126,"A10","null",6.36239852967333,112.578816327073,15.1993242082731,0.029165660079363,227.344244201383,1.93428806460228,21.44165885584,11.3699605416912,-12.5300381044863,29.8669655942427,NA,NA,NA,NA,NA,NA,NA,199.494549217882,NA,NA,NA,12.7678955413696
542,"DN14",2014,"thick","31",31127,"RIL_218","null",14.78851021088,164.74829604369,20.274244065241,0.0636011430134823,240.918146749744,1.83960770110147,20.7410928048962,11.5129106349158,-12.2991600603995,37.8102216788758,NA,NA,1.0666980220939,1.78322675613704,NA,NA,NA,345.506947073121,1.18807674422485,NA,1.85581852939701,19.5076237172289
543,"DN14",2014,"thick","31",31128,"RIL_168","null",20.3492272175242,196.441787864813,20.6887924721868,0.0892606455993879,227.034568151237,1.69298108248236,19.9861935252173,12.1380297248982,-12.2057012581597,38.0063935544862,NA,NA,1.21454726674142,1.67345945658086,NA,NA,NA,354.125194415433,1.58706553461698,254.769749990314,2.48777945835173,20.6096826417828
544,"DN14",2014,"thick","31",31129,"RIL_200","null",14.5398501366465,168.902598001413,19.0034693648705,0.0594969594546901,253.917964961012,1.71822449941998,19.6598842531622,11.5983849202571,-12.4583261783876,38.0096851378545,NA,NA,1.6032285747066,3.99827128891273,NA,NA,NA,403.535556680653,0.736560741822446,333.025612488631,2.93640794727777,22.4738749474638
545,"DN14",2014,"thick","31",31130,"RIL_019","null",9.94850142078559,127.298898950044,17.4771427940768,0.0404862731239659,258.846862944331,1.67867698061076,19.6476446386118,11.9193332424383,-12.4405473861753,38.0739785686019,NA,NA,1.00245070395549,1.71022919678239,NA,NA,NA,327.680151393427,1.49656851538573,261.599342555694,2.11016734250401,17.2213277427312
546,"DN14",2014,"thick","31",31131,"RIL_113","null",10.5561246838297,138.101771291531,18.7230202161803,0.0452720561045981,245.235262175747,NA,NA,NA,NA,34.7258903497517,NA,NA,0.881436184364013,1.72023206134596,NA,NA,NA,318.87227333252,1.30562625717183,227.613002005233,2.09959949014851,17.4070292752761
547,"DN14",2014,"thick","31",31132,"RIL_128","null",24.3638790126617,209.018296293211,22.6684537652072,0.103007071639581,237.526383279593,1.67150697076621,19.4076063997092,11.6394543646386,-12.122172371342,37.5192554488285,2.33378721984994,0.800741664591912,1.58915688121038,3.09739407605563,5.3865231987721,1.35693296782451,0.141904978101157,454.708278544191,0.626466067846986,256.187604129646,2.7368095873993,23.6798081834108
548,"DN14",2014,"thick","31",31133,"RIL_193","null",13.7000658827126,169.49267257847,18.7793562371522,0.0646583585493701,224.281612463869,1.72164693060622,20.5355530481251,12.2946490117638,-12.4143977051356,38.3006513679019,2.32678164472128,0.736073779584973,1.61773551676619,2.77882758692809,5.08628092679689,1.18413743139384,0.14585925083393,470.531354254401,1.46608410396717,327.884274647494,2.5431693123619,22.1546415711999
549,"DN14",2014,"thick","31",31134,"RIL_161","null",14.4415491529121,162.99273568378,18.7567609111008,0.052715298918108,281.14035386821,1.6320742311519,18.9064456490001,11.5315401865174,-12.4123015886367,39.3861798504957,1.49220537600302,0.558790787199705,0.924938231619285,1.1716948269727,2.89651739943931,0.956852234655335,0.206190746269491,317.289895405582,1.12183355625532,266.825148405225,2.35659201555685,21.727559777644
550,"DN14",2014,"thick","31",31135,"RIL_066","null",12.8720356660173,152.562677689684,18.1457560416986,0.058063754712252,232.824405726931,1.76606088265996,20.500396935121,11.8324120447315,-12.2680559433837,38.0063935544862,1.80653823455938,0.538919540409799,1.27543311683348,2.48946999457314,4.27576057086731,1.37487296698656,0.129778639853683,373.996819065807,1.39191580049933,267.585472644439,2.46946200056084,25.6448203644446
551,"DN14",2014,"thick","31",31136,"RIL_196","null",15.1802400533149,158.258962432658,20.2156395392439,0.0755536800911778,209.84974279052,1.94422757783229,21.7740784122173,11.4469480185998,-12.7259254723105,34.3335465985309,NA,NA,0.914119646649328,1.8385199669487,NA,NA,NA,296.695094217795,1.08238405897748,237.098344840795,2.19551182639233,17.0651623004433
552,"DN14",2014,"thick","31",31138,"RIL_116","null",12.1058645063879,138.345905047655,20.1413296109823,0.0554711269650976,224.587098914216,1.77859518978564,20.404830905439,11.6863508411234,-12.3014857785156,37.6140498032654,1.83495170605981,0.598093566852564,1.25471492771946,2.86818132802433,4.65825166158843,1.5636984996169,0.129598064318811,341.50959172922,1.64815023493523,249.3551085661,2.38145282008913,22.5036427300306
553,"DN14",2014,"thick","31",31139,"RIL_006","null",19.8313496634909,200.675161416035,21.2170410331479,0.0872243575010122,235.498538800488,1.72379644107946,20.5085321708958,12.0588677642078,-12.2933191949781,37.3165004064815,2.34411879208775,0.869596761093228,1.49451075572181,3.70157203041126,5.85976216742656,1.47109292377771,0.147100421661621,365.749816524297,1.21944756615799,306.79117023134,2.38895200415362,23.6184407234827
554,"DN14",2014,"thick","31",31140,"RIL_070","null",11.8743151183567,145.887342397689,17.4796993565529,0.0446303627327743,278.199659912098,1.55350502150877,18.1641968481755,11.4573231292252,-12.4503150965008,36.988450086008,NA,NA,1.08185513700625,2.80134009094816,NA,NA,NA,318.509060137869,1.50073026017576,249.231983838501,2.75064973218349,22.7801454954948
555,"DN14",2014,"thick","31",31141,"RIL_092","null",12.2570325571826,152.0347559533,18.542153129739,0.0532243070573499,240.589655728435,1.73956284178837,20.2510498607994,12.0943134418724,-12.3589574940161,37.417877927655,NA,NA,1.04351477537825,2.39006504930631,NA,NA,NA,362.210130469874,1.30459710910476,NA,1.43996883526092,18.761710735516
556,"DN14",2014,"thick","31",31142,"RIL_106","null",13.0514464406666,154.801349428086,20.5921418833397,0.0555428364312333,243.70774439159,1.80845774810408,20.6138341476226,11.8508656280193,-12.2499048466718,37.6478423103233,NA,NA,1.25901275497267,2.72910242806641,NA,NA,NA,288.732212003747,1.57993515848024,231.462429146951,2.8935690715432,22.2622088489261
557,"DN14",2014,"thick","31",31143,"RIL_075","null",8.22447810522513,116.411606883454,18.6510450956929,0.0356645692164579,251.119861458463,1.71836440894238,19.2715382375511,11.3062214057468,-12.52444239482,33.6741543742157,0.809005614862733,0.275349739426651,0.510852655805931,0.964148818275202,1.83498989888376,1.26401203883006,0.163130590455544,188.764608237905,1.37932072000507,161.689665774459,1.97948864875936,17.3245551488718
558,"DN14",2014,"thick","31",31144,"A10","null",6.36239852967333,112.578816327073,15.1993242082731,0.029165660079363,227.344244201383,1.93428806460228,21.44165885584,11.3699605416912,-12.5300381044863,29.8669655942427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,"DN14",2014,"thick","31",31145,"RIL_159","null",11.2752357145759,147.172749844262,18.1768218723333,0.0407006280493669,292.267821382136,1.64056819971366,19.5722190264498,12.0734597282704,-12.3477519081647,38.6624941954331,NA,NA,1.31103797951817,2.94978466423947,NA,NA,NA,347.596335913791,1.35421906190904,331.156491414202,2.41755693919371,24.4665585249359
560,"DN14",2014,"thick","31",31146,"RIL_180","null",9.97080096133212,147.058005279125,16.5085987406986,0.0391822390400672,264.118004145027,1.64946950262667,19.262921083291,11.8817726468944,-12.3773842309495,36.498020396982,NA,NA,1.02666292328707,1.62624773374166,NA,NA,NA,390.305262319514,1.15440073140974,276.476102830142,2.05241752071808,20.4957522326203
561,"DN14",2014,"thick","31",31147,"RIL_210","null",14.3102992345441,161.78683598971,19.0540882441908,0.0625739247241065,233.912616934408,1.82955900155341,20.5841867255799,11.5664116329198,-12.1788716879639,38.7300792095488,1.99090927457845,0.567271368855229,1.43425483029969,2.7585473103801,4.70848432757407,1.36836816975708,0.123936829128784,506.204009210936,0.984394137675274,223.982283278391,1.72171330045824,21.4809865492368
562,"DN14",2014,"thick","31",31148,"RIL_059","null",17.9681570435304,186.988408459773,22.6577398498597,0.0798254663358419,229.246097669389,1.92504912813737,21.0303111724997,11.2817023300417,-12.4068413332379,36.7279847796503,1.8649606307184,0.609383027994252,1.26637053176974,2.10670817961137,3.97437551101112,1.11377588321568,0.152031384435128,408.99206349003,1.25374575938635,NA,1.82770487513178,22.5286232306229
563,"DN14",2014,"thick","31",31149,"RIL_077","null",12.783761296053,148.746432930346,18.3526485634038,0.0478217347384687,271.862829685901,1.59912322489629,18.5826263507269,11.5594123597313,-12.1719148502954,37.6140498032654,1.69101123691798,0.541673731390883,1.15325494214195,2.63090673456134,4.28999681124412,1.54739899725634,0.129639025203761,319.188313370053,1.50118171538508,255.004218881141,2.52261271305485,23.6848434051048
564,"DN14",2014,"thick","31",31150,"RIL_105","null",13.7474584543509,147.73051347262,18.4197268666461,0.0556178094584004,251.271440117905,1.60707263705862,19.2038385369481,12.1064444267068,-12.2202203968118,35.6424562970564,NA,NA,1.01423697988208,2.20816199936446,NA,NA,NA,325.969856487079,1.35306252635482,265.268568232712,2.4518254167604,21.6124661059574
565,"DN14",2014,"thick","31",31151,"RIL_099","null",14.2510715641972,164.103948514345,19.8459599317247,0.0593213610741582,243.113115617645,1.64481518419316,20.0425246761594,12.3097858496862,-12.173907170686,38.0739785686019,NA,NA,1.51399013862463,3.85953013174358,NA,NA,NA,339.233822021844,1.57685525443679,289.406156931514,2.29682794019789,22.9338979804415
566,"DN14",2014,"thick","31",31152,"RIL_026","null",9.76101935812378,128.080289663072,18.5896622170522,0.0428773642740396,243.093471134956,1.85582383796324,20.5312668229215,11.4644096621058,-12.2693017031571,35.3144059765829,NA,NA,1.47301268499527,1.73203993815484,NA,NA,NA,323.529550300139,1.78308297363823,244.896350695161,2.27330969711669,21.1667690997908
567,"DN14",2014,"thick","31",31153,"RIL_175","null",12.3894224716352,139.962047072116,18.6743677128327,0.0549325577404913,236.187374554819,1.82700637681334,20.7436230978379,11.6003849694906,-12.3752592005526,34.7258903497517,NA,NA,0.742248650063754,1.50580006460906,NA,NA,NA,317.540067242291,NA,197.956394914587,NA,19.4350703156752
568,"DN14",2014,"thick","31",31154,"RIL_134","null",13.7614756636455,156.000925319387,20.347866210633,0.0575857978923145,243.669376015975,1.76160725256281,19.5466744451566,11.3428092732761,-12.3845105129162,38.9567520088488,NA,NA,2.42119817894702,3.74421455518295,NA,NA,NA,537.456626623419,1.45903613804186,431.721810055969,1.80095818302763,24.6485308355829
569,"DN14",2014,"thick","31",31155,"RIL_014","null",15.0262435524284,170.008553195988,20.9993599669508,0.0570049698029055,285.350561948025,1.6129628018383,18.8262304397908,11.5836095591792,-12.3421826739861,38.5001148268806,NA,NA,1.5633067641582,3.08077883877089,NA,NA,NA,387.719114696715,1.51784445515735,NA,1.93048439818125,25.0269949139541
570,"DN14",2014,"thick","31",31156,"A10","null",NA,NA,NA,NA,NA,1.93428806460228,21.44165885584,11.3699605416912,-12.5300381044863,29.8669655942427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
