"Obs","experiment","year","treatment","plot","subplot_id","genotype","sampling","lfblade_area","lfblade_length","lfblade_width","lfblade_weight","SLA","gN.m2","gC.m2","CN_ratio","d13C","panicle_emergence_DAS","vegetative_mass_at_harvest","leaf_mass_at_harvest","stem_mass_at_harvest","panicle_mass_at_harvest","total_mass_at_harvest","reproductive_vegetative_mass_ratio","leaf_mass_ratio","culm_height","branch_number_cbrt","tiller_height","tiller_number","basal_circumference"
181,"DN14",2014,"sparse","32",32181,"RIL_209","null",13.5493082361157,156.47081264617,20.4567873736894,0.0547264190495113,252.991450730409,2.09385617721285,20.7390993401436,9.99832527551989,-12.6172754968712,36.923935077345,6.56742563688522,1.52613981491703,4.95279982633776,10.1991704154719,16.8492881212375,1.55485162436301,0.0944049107948532,442.474382290034,2.21468644991136,375.065522503445,4.79167179399691,43.2072626708938
182,"DN14",2014,"sparse","32",32182,"RIL_158","null",10.140016574494,116.899964489444,19.258345769612,0.038558850320323,284.107721141376,2.0573318871207,20.1067285794643,9.8156588024419,-12.646505251588,41.3542601954207,7.50977356950061,1.81368383309579,5.58517609069446,8.48596523590256,16.4275369941577,1.17855079878263,0.114215806522191,372.048158044026,2.63597545519525,357.993346286973,5.96244162504491,46.6421258680121
183,"DN14",2014,"sparse","32",32183,"RIL_084","null",13.8946668049112,133.954196179526,20.6364897899095,0.0605247406002148,241.090686629623,2.04392314244706,20.852916797047,10.584507942545,-12.4694797651017,36.3964212978928,7.50427093701611,2.22608126487338,4.76546974854198,10.5159359359114,18.5949724193829,1.52878697640214,0.150982535724052,433.219512952092,2.05974124319868,354.105852644756,4.79167179399691,45.9223320543702
184,"DN14",2014,"sparse","32",32184,"RIL_211","null",10.9476957224674,134.716168623591,16.5200021640897,0.0443035235983041,257.933039472815,NA,NA,NA,NA,38.8584444931279,7.75793408774754,1.95330458130441,5.73906844066533,12.064418709865,19.9397603509187,1.59488758517507,0.0997617281258631,413.326250186081,2.69478675662126,416.969415073679,5.70520702570616,44.4913035112726
185,"DN14",2014,"sparse","32",32185,"RIL_152","null",13.3869112007839,150.374882489407,17.8975454078956,0.0609032441538472,222.709080399636,2.16875549533545,21.0767760258698,9.76999336959424,-12.5319315231449,36.7615557087924,7.94528348983078,1.72858402548115,6.12745515757519,5.33750825055608,14.2036344253372,0.815814086551941,0.12404476485112,445.419744084342,2.48520061030796,346.884302327449,5.23811735705514,45.2903118306923
186,"DN14",2014,"sparse","32",32186,"RIL_057","null",8.34768131285272,106.528291835435,15.7065517928959,0.0295100614706834,294.066746321678,2.10555149268048,19.4219858600179,8.94650114939751,-12.8109773672549,41.7128114395837,7.4785618545475,2.1620366225571,5.33076819043216,11.385391293305,19.0375760706284,1.59577871240595,0.11139428969135,427.366890302159,2.21111220780446,350.669399207818,5.05889625369306,52.0963662541536
187,"DN14",2014,"sparse","32",32187,"A10","null",5.97229408152581,107.411783241731,14.4804572781064,0.027243609795905,228.218928490639,2.29181447903805,22.3336559743165,9.6202808264571,-12.5086086864156,35.584125743125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9391476049027
188,"DN14",2014,"sparse","32",32188,"RIL_010","null",6.21832014599842,109.519640579909,13.6836838715973,0.0219615586718887,298.971337469415,2.11789004225267,20.7078574146119,9.95639902036345,-12.7154809797755,39.8088029474904,8.80084264064062,2.46741340959169,6.27961658980321,8.3873809869546,18.185454929553,1.11604103010199,0.134125118450073,442.394908179036,2.44038052980796,403.53839105206,6.636262317795,48.8896509456087
189,"DN14",2014,"sparse","32",32189,"RIL_217","null",9.87420973516596,117.272758237946,16.4862821458585,0.038132253861971,267.432495453338,2.1274764145264,20.2305086447972,9.46071389792299,-12.4539639191142,37.6814132394654,4.67654147639972,1.32652407270203,3.28221349493624,7.88773053502463,12.7511187842407,1.74672535191365,0.10762846063495,258.210683808373,2.72568653095738,271.467245308351,6.70939803619052,44.209898711191
190,"DN14",2014,"sparse","32",32190,"RIL_060","null",18.272104487893,173.610489383589,19.7831749310529,0.0755226089950446,246.615404162232,2.22952833307197,21.5365880142533,9.85433308143434,-12.4511231973815,38.8551529097596,8.52467462653442,2.88650683090353,5.47852018033999,13.7063844599335,22.1728974264616,1.57560677121025,0.133112171113677,431.230069415587,1.60817834965345,298.267893200794,4.09870970580567,46.9313254589627
191,"DN14",2014,"sparse","32",32191,"RIL_008","null",9.4276147995416,121.233660744492,15.7269521222421,0.0348865943026031,287.555550594918,1.89280836947885,19.7517574426684,10.9874172925719,-12.5763931279533,40.6981595544738,8.12242184897983,1.916452654397,5.96898196804319,9.58861336321644,18.3817041345508,1.26839329988836,0.1140234491185,485.912365921301,NA,436.241758183942,NA,44.2049143997019
192,"DN14",2014,"sparse","32",32192,"RIL_138","null",11.1153328719418,131.29849576871,17.969880403888,0.0388989134952928,291.315874388301,2.03614376207076,19.8757877986101,9.78946212825615,-12.6305439718474,40.8605389230264,9.64582764506335,2.75078159919423,6.98150837399236,8.77812884443854,19.0543135879084,1.0260870519811,0.139376961270738,334.972735777283,2.6962613204333,314.524986004304,7.90615380618209,52.7502295593361
193,"DN14",2014,"sparse","32",32193,"RIL_212","null",11.6735490515098,142.005360580292,18.5242979120418,0.0415792409418568,289.612303437195,1.96163844045968,20.2620703598885,10.6374233255178,-12.5838080167087,40.154538955896,7.62678557161552,2.17262923360273,5.47287881321075,12.4503898408753,20.1095036846417,1.69982448997351,0.106842086072824,448.59805452741,2.29770509689583,431.132852773511,5.36172705330235,48.1750323263289
194,"DN14",2014,"sparse","32",32194,"RIL_137","null",9.54033577387328,116.537835966519,17.0399871490644,0.0354149842507465,298.336365525414,1.93857895580082,19.0902123401889,9.8472107228226,-12.383403282165,41.2190901671894,9.29952922928827,2.18574253756151,7.00642020945642,9.4783966512815,19.3462359104227,1.07973687907238,0.113580655787587,570.607325484707,2.43106474451626,387.50098866614,3.94403039304995,45.2011744547996
195,"DN14",2014,"sparse","32",32195,"RIL_167","null",8.74969516455216,114.746233237136,17.4069775773808,0.0337545571635509,278.265256238715,2.02291066687437,20.4360677582902,10.371078861821,-12.4192189817199,39.7783020238009,6.05354866725422,1.94316666728456,4.00870068425902,11.919389013253,17.9610762166788,2.00651852866054,0.110757278073271,350.06284573544,1.95189668842958,307.126470917291,6.16630039255392,43.7162230100497
196,"DN14",2014,"sparse","32",32196,"RIL_118","null",15.4559440671427,158.691719770147,19.7114530103816,0.0512454891553272,302.377745263924,2.06113247464031,20.4734684948356,10.2555816726881,-12.2746097811179,43.1535995829723,12.0744442509851,4.32994589201611,7.97028355689209,16.4505991459949,28.6562912075118,1.43850755011953,0.140684129773145,474.455637541612,1.46945318623779,356.591688353896,6.43331057372698,57.6986063853073
197,"DN14",2014,"sparse","32",32197,"RIL_215","null",16.321130921563,169.317193995247,21.2130741538169,0.0572709400689338,282.57682226684,2.00869139417008,20.3890193365891,10.463089672224,-12.6116142471208,42.3351195734728,11.2670344458829,3.73441536291513,7.64360310773373,15.2382376725133,26.0748690792625,1.36724274141948,0.13421309486885,597.640838208421,1.3600518016131,438.361481261334,3.56328881188375,48.7142912115104
198,"DN14",2014,"sparse","32",32198,"RIL_095","null",11.6105069426702,128.830956779168,17.8266051422322,0.03824984968097,306.43826512687,1.91698538428775,19.1785005792443,10.3331389982703,-12.6701715309774,40.9281239371421,7.61711406606936,2.08972575907488,5.52949261823373,11.8706757185531,19.8773456266376,1.73688782545203,0.106937342788874,483.652594763641,2.27438447948329,391.24459332102,5.26176798193099,49.0159792081917
199,"DN14",2014,"sparse","32",32199,"B100","null",20.0220574294585,172.818909905536,22.2219926973301,0.0804979518653115,260.308605273219,2.13114910231787,20.313153731187,9.72767320936155,-12.3654869041533,41.8993502817264,12.5655816230477,4.04141329247511,8.53054268772993,13.8982557131216,26.5147765264944,1.11037112421163,0.152724104765408,547.573408857947,1.74491350957754,468.906633540463,4.81233661558484,63.400287555219
200,"DN14",2014,"sparse","32",32200,"RIL_119","null",10.1069186874089,112.8625149051,17.8306077900891,0.0368929886584082,290.902914105495,2.04075921732034,20.089957942804,9.93554388551132,-12.5270712937549,40.664367047416,9.5706209320272,3.12310148648574,6.54649637051463,10.6379969829172,20.6110102702743,1.19074713556306,0.142774535119185,399.865836040149,2.67585113358179,334.495790689424,5.2613266054279,48.2303318211172
201,"DN14",2014,"sparse","32",32201,"RIL_130","null",9.15238593146868,131.679461441827,17.5556976011901,0.0342208730328567,281.624277874832,2.01472969082757,20.1789454148767,10.1613532834223,-12.4101879994956,41.6180170851468,8.04825877054924,2.71823232968924,5.32945080128286,14.4244429941621,22.5834001553816,1.911033937569,0.115597636239328,420.594137457841,2.38214351109483,365.170540780931,5.66049277152132,48.5440141156778
202,"DN14",2014,"sparse","32",32202,"A10","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,35.584125743125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"DN14",2014,"sparse","32",32203,"RIL_181","null",8.85453011353316,113.588548004969,17.6696744722688,0.0307124823789561,304.274869927767,2.02515089087106,20.5873913643415,10.5245159145046,-12.4351154748862,39.7783020238009,5.74776948230047,1.39801967538514,4.11930796799422,9.91238992698724,15.6969459735307,1.67774551068417,0.102351503611864,293.154815317628,2.53704826247844,330.535432336943,5.45168491454759,44.1515334323881
204,"DN14",2014,"sparse","32",32204,"RIL_174","null",7.14041082085625,99.9270440891911,17.8559646929579,0.0252848931699098,297.288799288184,2.03054667080793,19.7076348070827,9.78649256416391,-12.4130462984815,38.8584444931279,5.40778967605636,1.44898040653549,3.90172319760843,9.07194565467196,14.8157029084707,1.84425116593441,0.102188767815096,263.635435758684,2.64010518038991,289.63633331413,7.35973728215003,41.3263424456603
205,"DN14",2014,"sparse","32",32205,"RIL_163","null",10.3947983264958,129.343874838387,15.9890708310439,0.0397933391376502,281.026839122353,2.07028417401939,20.3441052041658,10.0835839311387,-12.4072566836123,39.744509516743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"DN14",2014,"sparse","32",32206,"RIL_107","null",9.96099163883948,130.924027584301,17.2086121234184,0.0401425135060394,259.183334826389,2.20013865342912,22.2386253398508,10.2592593204023,-12.590154278627,37.6814132394654,5.98716140712107,1.19153271956451,4.63578091792749,9.79809887715781,16.2357448423045,1.8098435102452,0.0833447996575985,472.353360978203,2.45996869772446,315.058699564611,4.63325844335777,38.2500395525522
207,"DN14",2014,"sparse","32",32207,"RIL_068","null",7.94158557419997,101.270218903313,17.877182470982,0.0267424863198724,318.520399024261,2.08098708811414,20.5001102874524,9.91051672365525,-12.4562540063745,38.9837397712543,8.80126761959732,2.58390322144087,6.09962952050547,6.65695435200905,16.4204254480681,0.896967181688836,0.164275532893035,300.100180394864,2.79982765985867,272.221750852114,6.20721318440763,45.0503280441076
208,"DN14",2014,"sparse","32",32208,"RIL_109","null",11.0286067126825,137.61650835285,18.2276004505079,0.0417673157773947,275.032879115823,1.98958578124105,20.1834580264642,10.4443234252455,-12.4080446077558,38.5946876034018,9.52019124200584,2.50145838532364,6.95151617311236,13.9238038636966,23.5902016890322,1.50320752167858,0.10479687202494,477.635687488714,2.37728779156129,461.125712122133,5.23811735705514,47.9498971726632
209,"DN14",2014,"sparse","32",32209,"RIL_071","null",11.1720002356102,136.503281124173,18.0260227357858,0.0389304465382759,303.643662728965,1.90048619358118,18.8422304894338,10.0688497564264,-12.3995106289785,41.0905033056947,12.696820449724,4.58131967325779,8.23221655052092,23.0926154333736,35.0291410070063,1.80054336917134,0.123137289967875,554.412692339829,1.80646581049433,455.75964316299,5.05429152442746,52.7445497251028
210,"DN14",2014,"sparse","32",32210,"RIL_100","null",20.0093508693372,196.147679452519,22.2458905987664,0.069190901301752,279.192146557367,1.96957135598317,20.5467151114661,11.4926948176858,-12.4452046512291,42.4669980183358,11.4703529265316,3.26854752689562,8.11899775445494,19.7013212029273,30.6841382637844,1.6767040335456,0.107569835133158,625.485101251112,1.59638066273914,437.184938300453,3.523668337701,51.246229654883
211,"DN14",2014,"sparse","34",34001,"B100","null",11.9655829410402,125.094207095544,17.1601277214337,0.0419242402035509,302.000032534555,2.12282541404795,19.7935420894859,9.47344213867405,-12.4445125430152,41.4842984416216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DN14",2014,"sparse","34",34002,"RIL_103","null",4.00434532116677,48.9214485773247,14.2964463653241,0.0123094590078336,351.022291590262,2.05471200908708,19.491969919138,9.43282005044612,-12.8025812978912,37.9834638876865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"DN14",2014,"sparse","34",34003,"RIL_110","null",6.18739703191746,77.6518854769745,14.3296276842071,0.0237923004707017,273.962353745538,2.10072309383473,20.4415483730147,9.76763642712505,-12.5753804434705,37.0026045096345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DN14",2014,"sparse","34",34004,"RIL_017","null",6.18773012081961,93.5636651757527,14.3052658292,0.0206675603965481,316.512731284562,1.89659457483711,18.6324418527598,9.98746335397124,-12.432669981392,36.6679710224244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"DN14",2014,"sparse","34",34005,"A10","null",3.56916268133556,59.6870804317387,11.1820078307795,0.0141887789021813,269.910355751975,2.28349079076813,21.8140443326155,9.3660497557696,-12.5876343252775,35.1690739030202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"DN14",2014,"sparse","34",34006,"RIL_216","null",6.14268321078412,93.685615770108,15.4633188175289,0.0260055268176735,264.580660401164,2.09060639483969,20.4776667273561,9.92666879014094,-12.588946075294,37.8548770261918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"DN14",2014,"sparse","34",34007,"RIL_127","null",10.6392358295378,115.443449774797,18.7626246977361,0.0381164293203119,284.521581077331,2.13366875606335,20.1373225621287,9.44554381221824,-12.5769742134822,39.3294576766382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"DN14",2014,"sparse","34",34008,"RIL_207","null",5.3263585982761,56.3190199523021,13.9350542700217,0.0171241126578877,321.974958906805,1.99660188178159,19.111389240374,9.84160102833973,-12.5551642557369,39.4308351978117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"DN14",2014,"sparse","34",34009,"RIL_063","null",6.67699047095462,101.660124040102,15.3823772086286,0.0204764776345459,351.753277290823,NA,NA,NA,NA,39.3228745099016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"DN14",2014,"sparse","34",34010,"RIL_018","null",8.83259600965062,106.606907473551,14.3673119351415,0.0314814794419647,287.578067236234,2.07816774237155,20.0576395667102,9.76125988710331,-12.6460669015739,41.1691727379842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"DN14",2014,"sparse","34",34011,"B100","null",11.9655829410402,125.094207095544,17.1601277214337,0.0419242402035509,302.000032534555,2.12282541404795,19.7935420894859,9.47344213867405,-12.4445125430152,41.4842984416216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"DN14",2014,"sparse","34",34013,"RIL_185","null",8.06287009947604,131.217445095232,15.8008219506266,0.0318036188450038,264.297012819701,1.94129029823554,19.6108758256551,10.8215152214232,-12.4945107333643,39.7555939349169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"DN14",2014,"sparse","34",34014,"RIL_178","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4559501082344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"DN14",2014,"sparse","34",34015,"A10","null",3.56916268133556,59.6870804317387,11.1820078307795,0.0141887789021813,269.910355751975,2.28349079076813,21.8140443326155,9.3660497557696,-12.5876343252775,35.1690739030202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"DN14",2014,"sparse","34",34016,"RIL_082","null",9.43770808244443,117.368746945788,17.426596751177,0.0365006661435386,266.898097632552,2.10569482589436,20.2304368946724,9.7296882796148,-12.544053334966,38.9033214183595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"DN14",2014,"sparse","34",34017,"RIL_176","null",5.29704160410709,67.0599855228115,15.2050207961921,0.0167493066528168,327.068101384364,2.0916655425292,20.2842350798888,9.69793080991617,-12.7689822064602,37.6859144909026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"DN14",2014,"sparse","34",34018,"RIL_085","null",3.10322992487796,51.5244167071085,10.531547816008,0.0126084313037975,270.503276860584,2.34761808642246,21.7418825884641,9.19484400957328,-12.8988878923889,35.3961454143251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"DN14",2014,"sparse","34",34019,"RIL_101","null",14.0556997789606,167.191319322774,15.8534536847348,0.0527529513862603,267.533536917881,2.07969521263633,20.4924992860785,10.2251869387666,-12.5176273527034,43.3369381198036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"DN14",2014,"sparse","34",34020,"B100","null",11.9655829410402,125.094207095544,17.1601277214337,0.0419242402035509,302.000032534555,2.12282541404795,19.7935420894859,9.47344213867405,-12.4445125430152,41.4842984416216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"DN14",2014,"sparse","34",34021,"RIL_109","null",6.59091648346572,89.8918055428584,14.0756032119278,0.0217528885981959,316.724306377159,1.98126209297113,19.6638463847631,10.190092354558,-12.4870702466176,38.179635763297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"DN14",2014,"sparse","34",34022,"RIL_141","null",6.41978578555443,98.0862225133565,13.209112330974,0.0258123747511198,262.887404859292,2.2915243848904,21.1901973180684,9.15384847922659,-12.8376731157336,36.542675744298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"DN14",2014,"sparse","34",34023,"RIL_187","null",8.41444873485503,101.519176271634,15.7000840883508,0.0285121686183977,303.733450731403,2.01392607387496,19.9282712325693,10.1358974685556,-12.4454752366584,38.8357364042439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"DN14",2014,"sparse","34",34024,"RIL_135","null",5.16710726759537,69.210994175377,11.7813867784186,0.0181740801601449,315.38758858057,2.165334653206,20.5392219450539,9.32538146620847,-12.4746217799751,38.0510489018022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"DN14",2014,"sparse","34",34025,"RIL_056","null",6.59803908032679,81.1469648251013,15.6430433177628,0.0245170812774296,280.273677945647,2.06196965925029,20.0894701421811,9.75986242372383,-12.6486318029718,38.6395645286334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"DN14",2014,"sparse","34",34026,"RIL_102","null",7.46901001773252,88.446801707255,14.9616656970886,0.0247230851402678,313.596525988381,2.00169437690011,19.1436271119573,9.55063374530918,-12.3692195443763,37.7905835954444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"DN14",2014,"sparse","34",34027,"RIL_212","null",6.97634695556456,94.2806577703003,14.3047170634124,0.0216549371050384,331.30373069853,1.95331475218976,19.7424587181874,10.3831922548303,-12.6628336555706,39.7394871157912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"DN14",2014,"sparse","34",34028,"RIL_099","null",7.99453108112335,104.743249848001,14.6004964645133,0.0288592020261959,285.679227168237,1.994017910359,20.0028996259787,10.2567878645265,-12.3270294433778,39.0994932939699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"DN14",2014,"sparse","34",34029,"RIL_084","null",8.3037314560724,86.2294933695337,15.9357806178857,0.0315219667629142,282.782113890959,2.03559945417715,20.333305155346,10.3302768718575,-12.5485054039636,35.981369457788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"DN14",2014,"sparse","34",34030,"A10","null",3.56916268133556,59.6870804317387,11.1820078307795,0.0141887789021813,269.910355751975,2.28349079076813,21.8140443326155,9.3660497557696,-12.5876343252775,35.1690739030202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"DN14",2014,"sparse","34",34031,"RIL_152","null",8.00028652708005,102.650179679415,13.8207301785563,0.0317190956777832,264.400507660972,2.16043180706553,20.5571643841687,9.51576229890674,-12.6109571620068,36.3465038686876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"DN14",2014,"sparse","34",34032,"RIL_117","null",9.03113968478179,114.247063986543,18.2573877878354,0.031919503854992,304.637804095753,2.12543659272588,20.6104199580194,9.74383882303777,-12.6803157001001,38.9033214183595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"DN14",2014,"sparse","34",34033,"RIL_159","null",6.32515400411194,87.8753301857954,13.3725264182787,0.0198004163458315,334.833932932728,1.9897709258795,19.5622688026244,10.0171619041967,-12.4719383923688,40.4792795899794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"DN14",2014,"sparse","34",34034,"RIL_161","null",8.10138473043545,105.970944983068,13.7991824185069,0.0256454240732469,323.706465418802,1.98127695731775,18.786386201658,9.44059405384734,-12.6007898250357,40.4116945758638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,"DN14",2014,"sparse","34",34035,"RIL_038","null",7.66156060848426,112.467160674085,14.5902532384852,0.0292877940651416,281.428613595948,2.10369377443201,20.3179261247593,9.67574584968985,-12.5522150181288,39.1332858010278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"DN14",2014,"sparse","34",34036,"RIL_156","null",5.84230405408046,82.9343520973083,12.9481094803084,0.0184117477299609,325.300118072549,2.01611567036894,19.4475653444226,9.6863440981214,-12.7588428961921,40.6078664514742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"DN14",2014,"sparse","34",34037,"RIL_089","null",14.2077608468954,170.526793337081,20.9500881733755,0.0528590523417389,277.179986174868,2.00663425668912,19.7038040322835,10.039309588827,-12.4806951665708,36.7660569602296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"DN14",2014,"sparse","34",34038,"A10","null",3.56916268133556,59.6870804317387,11.1820078307795,0.0141887789021813,269.910355751975,2.28349079076813,21.8140443326155,9.3660497557696,-12.5876343252775,35.1690739030202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,"DN14",2014,"sparse","34",34039,"RIL_162","null",6.4782789982826,88.3829500072832,13.5905491684218,0.0273071918375994,256.140041697183,2.21771031115157,20.9682963860635,9.39065019452607,-12.7839960536172,34.9024241419307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"DN14",2014,"sparse","34",34040,"RIL_196","null",8.51577373522074,100.393186067526,14.8724664685421,0.0367560500651378,252.415854341112,2.29343030399813,21.5111112487731,9.38240059724123,-12.8243912556365,35.622818213625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"DN14",2014,"sparse","34",34041,"RIL_154","null",6.61391095720652,77.4970329149426,14.5339738874693,0.0241338771784533,289.898910817469,2.0968423056442,19.6217410464316,9.31948052007034,-12.8296395446408,37.6587051505814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"DN14",2014,"sparse","34",34042,"RIL_136","null",6.93902016395072,81.8902435854765,13.9579889950609,0.0249360085733024,290.089158644644,2.09186384205376,20.6093774846127,9.9935874379155,-12.4661033081885,37.2935707396818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"DN14",2014,"sparse","34",34043,"RIL_190","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2756272712036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,"DN14",2014,"sparse","34",34044,"A10","null",3.56916268133556,59.6870804317387,11.1820078307795,0.0141887789021813,269.910355751975,2.28349079076813,21.8140443326155,9.3660497557696,-12.5876343252775,35.1690739030202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"DN14",2014,"sparse","34",34045,"RIL_148","null",6.77454412834106,91.5940426124388,15.1183819571654,0.0237191965051991,304.097485391652,2.00589343405611,19.082174660173,9.49148910093584,-12.5951930432708,40.5468646040951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,"DN14",2014,"sparse","34",34046,"RIL_104","null",8.21165523137175,112.170047259482,13.0590724535086,0.0284316475850515,300.891780547544,1.92705553888928,19.6298178651607,10.6731197080152,-12.5475342725774,41.2944680161106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"DN14",2014,"sparse","34",34047,"RIL_211","null",6.54256245353289,86.9914658135995,12.7569723811583,0.0230737742036811,299.624466734151,2.10185202209767,19.9110759525511,9.42013445860335,-12.6263690487621,38.443392653023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"DN14",2014,"sparse","34",34048,"RIL_046","null",5.82236255963255,67.7653564660184,13.8564234204202,0.0185386837129114,322.791426482935,2.08322683496722,19.4944934057149,9.22241704645812,-12.5542853929712,36.901226988461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"DN14",2014,"sparse","34",34049,"RIL_172","null",6.57885301385271,90.6885824754908,15.0194884043025,0.0219044822348871,312.860340143218,1.8567052631026,18.5323139952972,10.3684774754453,-12.3366747062071,37.2935707396818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"DN14",2014,"sparse","34",34050,"RIL_019","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0994932939699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,"DN14",2014,"sparse","34",34051,"RIL_006","null",11.1249417667451,143.167432318017,15.6091886538938,0.042433708686826,278.06465035108,2.0729991672453,20.4520879620725,10.0106338938048,-12.4590762827417,39.5289211356169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"DN14",2014,"sparse","34",34052,"RIL_168","null",11.4154594434888,141.30204182106,15.2205608791109,0.0434243408731155,269.600679701829,2.0421838086482,20.1802483686657,10.0239847198307,-12.4349139376156,39.8231789490325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"DN14",2014,"sparse","34",34053,"RIL_139","null",6.18928883141086,78.6828487217275,13.2913165316324,0.0196424065054066,324.204830060163,1.99529649383094,19.3010328081083,9.78429555400083,-12.7689160704754,39.8907639631482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"DN14",2014,"sparse","34",34054,"RIL_008","null",5.6341316179685,73.5089579344996,12.144568255527,0.0181693313374403,329.246977856254,1.88448468120893,19.2321458009673,10.7331862218844,-12.6554187668151,40.283107714369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"DN14",2014,"sparse","34",34055,"RIL_014","null",8.42938515684762,110.64892941287,15.4490426267762,0.0277323026688931,327.916673498617,1.96216552800415,18.7319412361534,9.5075127016219,-12.4524371118812,39.6575079971117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"DN14",2014,"sparse","34",34056,"RIL_037","null",6.73567541269596,96.2382744206813,13.5461347471183,0.0260836959258035,273.097308386882,2.05919585615914,19.713822608337,9.61503997788903,-12.5066155017509,38.7104411261174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"DN14",2014,"sparse","34",34057,"RIL_026","null",5.47571263609492,69.8552055469552,13.6762493933434,0.0208593750299898,285.659582685547,2.20502656412909,20.6434758757492,9.34513781820151,-12.4494213901688,37.9224620403075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
