"year","experiment","population","water","plants_per_m2","sowing_doy","transplanting_doy","genotype","treatment","plot","subplot_ID","number_plants_harvested","trait","data","trait_old"
2014,"density","JGI","rain_fed",36,198,205,"RIL_144","low_density",32,32082,3,"stem_mass_per_m2",213.30,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_146","low_density",32,32172,3,"leaf_mass_per_plant",2.88,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_146","low_density",32,32172,3,"leaf_mass_per_m2",103.64,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_146","low_density",32,32172,3,"panicle_mass_per_plant",17.38,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_146","low_density",32,32172,3,"panicle_mass_per_m2",625.53,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_146","low_density",32,32172,3,"stem_mass_per_plant",8.01,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_146","low_density",32,32172,3,"stem_mass_per_m2",288.26,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,3,"leaf_mass_per_plant",1.72,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,3,"leaf_mass_per_m2",61.83,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,3,"panicle_mass_per_plant",8.37,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,3,"panicle_mass_per_m2",301.47,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,3,"stem_mass_per_plant",5.85,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,3,"stem_mass_per_m2",210.56,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_149","low_density",32,32090,3,"leaf_mass_per_plant",2.30,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_149","low_density",32,32090,3,"leaf_mass_per_m2",82.92,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_149","low_density",32,32090,3,"panicle_mass_per_plant",9.74,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_149","low_density",32,32090,3,"panicle_mass_per_m2",350.79,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_149","low_density",32,32090,3,"stem_mass_per_plant",6.25,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_149","low_density",32,32090,3,"stem_mass_per_m2",225.05,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,3,"leaf_mass_per_plant",2.81,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,3,"leaf_mass_per_m2",101.15,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,3,"panicle_mass_per_plant",9.22,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,3,"panicle_mass_per_m2",331.74,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,3,"stem_mass_per_plant",4.90,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,3,"stem_mass_per_m2",176.38,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_152","low_density",32,32185,3,"leaf_mass_per_plant",1.66,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_152","low_density",32,32185,3,"leaf_mass_per_m2",59.73,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_152","low_density",32,32185,3,"panicle_mass_per_plant",4.33,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_152","low_density",32,32185,3,"panicle_mass_per_m2",156.06,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_152","low_density",32,32185,3,"stem_mass_per_plant",6.21,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_152","low_density",32,32185,3,"stem_mass_per_m2",223.38,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_153","low_density",32,32168,3,"leaf_mass_per_plant",4.10,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_153","low_density",32,32168,3,"leaf_mass_per_m2",147.71,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_153","low_density",32,32168,3,"panicle_mass_per_plant",14.20,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_153","low_density",32,32168,3,"panicle_mass_per_m2",511.17,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_153","low_density",32,32168,3,"stem_mass_per_plant",6.86,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_153","low_density",32,32168,3,"stem_mass_per_m2",246.95,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_154","low_density",32,32174,3,"leaf_mass_per_plant",0.54,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_154","low_density",32,32174,3,"leaf_mass_per_m2",19.30,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_154","low_density",32,32174,3,"panicle_mass_per_plant",4.83,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_154","low_density",32,32174,3,"panicle_mass_per_m2",174.02,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_154","low_density",32,32174,3,"stem_mass_per_plant",2.04,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_154","low_density",32,32174,3,"stem_mass_per_m2",73.32,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,3,"leaf_mass_per_plant",2.61,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,3,"leaf_mass_per_m2",93.96,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,3,"panicle_mass_per_plant",6.66,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,3,"panicle_mass_per_m2",239.61,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,3,"stem_mass_per_plant",6.54,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,3,"stem_mass_per_m2",235.36,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,3,"leaf_mass_per_plant",1.35,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,3,"leaf_mass_per_m2",48.61,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,3,"panicle_mass_per_plant",10.03,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,3,"panicle_mass_per_m2",360.91,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,3,"stem_mass_per_plant",4.48,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,3,"stem_mass_per_m2",161.22,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_158","low_density",32,32182,3,"leaf_mass_per_plant",1.60,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_158","low_density",32,32182,3,"leaf_mass_per_m2",57.57,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_158","low_density",32,32182,3,"panicle_mass_per_plant",6.59,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_158","low_density",32,32182,3,"panicle_mass_per_m2",237.19,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_158","low_density",32,32182,3,"stem_mass_per_plant",5.09,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_158","low_density",32,32182,3,"stem_mass_per_m2",183.12,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_159","low_density",32,32145,3,"leaf_mass_per_plant",3.39,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_159","low_density",32,32145,3,"leaf_mass_per_m2",121.95,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_159","low_density",32,32145,3,"panicle_mass_per_plant",21.22,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_159","low_density",32,32145,3,"panicle_mass_per_m2",764.04,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_159","low_density",32,32145,3,"stem_mass_per_plant",6.97,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_159","low_density",32,32145,3,"stem_mass_per_m2",251.07,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_160","low_density",32,32137,3,"leaf_mass_per_plant",2.99,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_160","low_density",32,32137,3,"leaf_mass_per_m2",107.71,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_160","low_density",32,32137,3,"panicle_mass_per_plant",19.74,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_160","low_density",32,32137,3,"panicle_mass_per_m2",710.50,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_160","low_density",32,32137,3,"stem_mass_per_plant",8.82,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_160","low_density",32,32137,3,"stem_mass_per_m2",317.41,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_161","low_density",32,32134,3,"leaf_mass_per_plant",3.46,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_161","low_density",32,32134,3,"leaf_mass_per_m2",124.44,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_161","low_density",32,32134,3,"panicle_mass_per_plant",13.38,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_161","low_density",32,32134,3,"panicle_mass_per_m2",481.67,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_161","low_density",32,32134,3,"stem_mass_per_plant",6.67,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_161","low_density",32,32134,3,"stem_mass_per_m2",240.11,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,3,"leaf_mass_per_plant",0.73,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,3,"leaf_mass_per_m2",26.25,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,3,"panicle_mass_per_plant",0.23,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,3,"panicle_mass_per_m2",8.37,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,3,"stem_mass_per_plant",1.36,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,3,"stem_mass_per_m2",48.97,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_164","low_density",32,32062,3,"leaf_mass_per_plant",0.67,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_164","low_density",32,32062,3,"leaf_mass_per_m2",24.28,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_164","low_density",32,32062,3,"panicle_mass_per_plant",3.08,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_164","low_density",32,32062,3,"panicle_mass_per_m2",110.74,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_164","low_density",32,32062,3,"stem_mass_per_plant",2.00,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_164","low_density",32,32062,3,"stem_mass_per_m2",71.93,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_167","low_density",32,32195,3,"leaf_mass_per_plant",1.83,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_167","low_density",32,32195,3,"leaf_mass_per_m2",65.87,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_167","low_density",32,32195,3,"panicle_mass_per_plant",11.29,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_167","low_density",32,32195,3,"panicle_mass_per_m2",406.30,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_167","low_density",32,32195,3,"stem_mass_per_plant",3.25,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_167","low_density",32,32195,3,"stem_mass_per_m2",116.85,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_168","low_density",32,32128,3,"leaf_mass_per_plant",3.09,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_168","low_density",32,32128,3,"leaf_mass_per_m2",111.20,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_168","low_density",32,32128,3,"panicle_mass_per_plant",8.43,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_168","low_density",32,32128,3,"panicle_mass_per_m2",303.43,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_168","low_density",32,32128,3,"stem_mass_per_plant",7.35,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_168","low_density",32,32128,3,"stem_mass_per_m2",264.63,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_169","low_density",32,32075,3,"leaf_mass_per_plant",1.39,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_169","low_density",32,32075,3,"leaf_mass_per_m2",50.00,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_169","low_density",32,32075,3,"panicle_mass_per_plant",9.71,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_169","low_density",32,32075,3,"panicle_mass_per_m2",349.41,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_169","low_density",32,32075,3,"stem_mass_per_plant",3.70,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_169","low_density",32,32075,3,"stem_mass_per_m2",133.24,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_170","low_density",32,32091,3,"leaf_mass_per_plant",4.69,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_170","low_density",32,32091,3,"leaf_mass_per_m2",168.69,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_170","low_density",32,32091,3,"panicle_mass_per_plant",21.88,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_170","low_density",32,32091,3,"panicle_mass_per_m2",787.85,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_170","low_density",32,32091,3,"stem_mass_per_plant",12.92,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_170","low_density",32,32091,3,"stem_mass_per_m2",464.97,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_171","low_density",32,32058,3,"leaf_mass_per_plant",2.43,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_171","low_density",32,32058,3,"leaf_mass_per_m2",87.51,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_171","low_density",32,32058,3,"panicle_mass_per_plant",15.57,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_171","low_density",32,32058,3,"panicle_mass_per_m2",560.67,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_171","low_density",32,32058,3,"stem_mass_per_plant",4.95,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_171","low_density",32,32058,3,"stem_mass_per_m2",178.34,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_172","low_density",32,32163,3,"leaf_mass_per_plant",1.77,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_172","low_density",32,32163,3,"leaf_mass_per_m2",63.58,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_172","low_density",32,32163,3,"panicle_mass_per_plant",12.27,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_172","low_density",32,32163,3,"panicle_mass_per_m2",441.89,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_172","low_density",32,32163,3,"stem_mass_per_plant",5.79,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_172","low_density",32,32163,3,"stem_mass_per_m2",208.60,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_174","low_density",32,32204,3,"leaf_mass_per_plant",1.33,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_174","low_density",32,32204,3,"leaf_mass_per_m2",47.82,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_174","low_density",32,32204,3,"panicle_mass_per_plant",10.86,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_174","low_density",32,32204,3,"panicle_mass_per_m2",391.04,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_174","low_density",32,32204,3,"stem_mass_per_plant",3.70,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_174","low_density",32,32204,3,"stem_mass_per_m2",133.11,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_175","low_density",32,32153,3,"leaf_mass_per_plant",1.62,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_175","low_density",32,32153,3,"leaf_mass_per_m2",58.39,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_175","low_density",32,32153,3,"panicle_mass_per_plant",9.08,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_175","low_density",32,32153,3,"panicle_mass_per_m2",326.91,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_175","low_density",32,32153,3,"stem_mass_per_plant",4.57,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_175","low_density",32,32153,3,"stem_mass_per_m2",164.34,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_176","low_density",32,32175,3,"leaf_mass_per_plant",1.75,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_176","low_density",32,32175,3,"leaf_mass_per_m2",62.85,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_176","low_density",32,32175,3,"panicle_mass_per_plant",8.42,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_176","low_density",32,32175,3,"panicle_mass_per_m2",303.30,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_176","low_density",32,32175,3,"stem_mass_per_plant",4.00,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_176","low_density",32,32175,3,"stem_mass_per_m2",144.11,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_178","low_density",32,32084,3,"leaf_mass_per_plant",0.91,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_178","low_density",32,32084,3,"leaf_mass_per_m2",32.90,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_178","low_density",32,32084,3,"panicle_mass_per_plant",3.91,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_178","low_density",32,32084,3,"panicle_mass_per_m2",140.83,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_178","low_density",32,32084,3,"stem_mass_per_plant",2.54,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_178","low_density",32,32084,3,"stem_mass_per_m2",91.58,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_179","low_density",32,32097,3,"leaf_mass_per_plant",1.83,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_179","low_density",32,32097,3,"leaf_mass_per_m2",65.86,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_179","low_density",32,32097,3,"panicle_mass_per_plant",10.87,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_179","low_density",32,32097,3,"panicle_mass_per_m2",391.29,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_179","low_density",32,32097,3,"stem_mass_per_plant",5.09,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_179","low_density",32,32097,3,"stem_mass_per_m2",183.27,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_180","low_density",32,32146,3,"leaf_mass_per_plant",1.53,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_180","low_density",32,32146,3,"leaf_mass_per_m2",55.14,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_180","low_density",32,32146,3,"panicle_mass_per_plant",10.30,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_180","low_density",32,32146,3,"panicle_mass_per_m2",370.80,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_180","low_density",32,32146,3,"stem_mass_per_plant",5.11,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_180","low_density",32,32146,3,"stem_mass_per_m2",184.10,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_181","low_density",32,32203,3,"leaf_mass_per_plant",0.76,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_181","low_density",32,32203,3,"leaf_mass_per_m2",27.28,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_181","low_density",32,32203,3,"panicle_mass_per_plant",5.71,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_181","low_density",32,32203,3,"panicle_mass_per_m2",205.41,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_181","low_density",32,32203,3,"stem_mass_per_plant",2.59,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_181","low_density",32,32203,3,"stem_mass_per_m2",93.28,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_182","low_density",32,32178,3,"leaf_mass_per_plant",4.36,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_182","low_density",32,32178,3,"leaf_mass_per_m2",156.98,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_182","low_density",32,32178,3,"panicle_mass_per_plant",22.78,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_182","low_density",32,32178,3,"panicle_mass_per_m2",820.04,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_182","low_density",32,32178,3,"stem_mass_per_plant",7.86,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_182","low_density",32,32178,3,"stem_mass_per_m2",282.81,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,3,"leaf_mass_per_plant",3.32,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,3,"leaf_mass_per_m2",119.69,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,3,"panicle_mass_per_plant",7.98,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,3,"panicle_mass_per_m2",287.45,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,3,"stem_mass_per_plant",7.13,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,3,"stem_mass_per_m2",256.67,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,3,"leaf_mass_per_plant",3.12,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,3,"leaf_mass_per_m2",112.49,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,3,"panicle_mass_per_plant",16.09,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,3,"panicle_mass_per_m2",579.18,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,3,"stem_mass_per_plant",5.82,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,3,"stem_mass_per_m2",209.68,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_185","low_density",32,32113,3,"leaf_mass_per_plant",2.05,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_185","low_density",32,32113,3,"leaf_mass_per_m2",73.71,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_185","low_density",32,32113,3,"panicle_mass_per_plant",5.63,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_185","low_density",32,32113,3,"panicle_mass_per_m2",202.78,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_185","low_density",32,32113,3,"stem_mass_per_plant",5.93,"stem_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_185","low_density",32,32113,3,"stem_mass_per_m2",213.31,"stem_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_187","low_density",32,32061,3,"leaf_mass_per_plant",2.18,"leaf_mass_per_plant"
2014,"density","JGI","rain_fed",36,198,205,"RIL_187","low_density",32,32061,3,"leaf_mass_per_m2",78.32,"leaf_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_187","low_density",32,32061,3,"panicle_mass_per_plant",14.43,"panicle_mass_per_pl"
2014,"density","JGI","rain_fed",36,198,205,"RIL_187","low_density",32,32061,3,"panicle_mass_per_m2",519.40,"panicle_mass_per_m2"
2014,"density","JGI","rain_fed",36,198,205,"RIL_187","low_density",32,32061,3,"stem_mass_per_plant",5.76,"stem_mass_per_plant"
