"year","experiment","population","water","plants_per_m2","sowing_doy","transplanting_doy","genotype","treatment","plot","subplot_ID","DOY","DAS","trait","measurement_number","flag","data"
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,142,19,"Height1",1,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,148,25,"Height1",2,1,15
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,154,31,"Height1",3,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,161,38,"Height1",4,0,18
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,168,45,"Height1",5,0,33
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,175,52,"Height1",6,0,30
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,182,59,"Height1",7,1,41
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,190,67,"Height1",8,0,28
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,142,19,"Height2",1,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,148,25,"Height2",2,0,10
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,154,31,"Height2",3,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,161,38,"Height2",4,0,16
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,168,45,"Height2",5,0,31
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,175,52,"Height2",6,0,29
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,182,59,"Height2",7,0,36
2013,"Density","JGI","rain_fed",400,123,134,"RIL_095","high_density",31,31001,190,67,"Height2",8,0,32
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,".",".","artificial",8,2,"."
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,148,25,"Height1",2,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,154,31,"Height1",3,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,161,38,"Height1",4,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,168,45,"Height1",5,0,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,175,52,"Height1",6,0,35
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,182,59,"Height1",7,0,37
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,190,67,"Height1",8,0,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,142,19,"Height2",1,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,148,25,"Height2",2,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,154,31,"Height2",3,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,161,38,"Height2",4,0,18
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,168,45,"Height2",5,0,33
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,175,52,"Height2",6,0,39
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,182,59,"Height2",7,0,32
2013,"Density","JGI","rain_fed",400,123,134,"RIL_076","high_density",31,31002,190,67,"Height2",8,0,39
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,142,19,"Height1",1,0,3
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,148,25,"Height1",2,0,3
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,154,31,"Height1",3,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,161,38,"Height1",4,0,13
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,168,45,"Height1",5,0,25
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,175,52,"Height1",6,0,28
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,182,59,"Height1",7,0,40
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,190,67,"Height1",8,0,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,142,19,"Height2",1,0,3
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,148,25,"Height2",2,0,4
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,154,31,"Height2",3,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,161,38,"Height2",4,0,13
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,168,45,"Height2",5,0,17
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,175,52,"Height2",6,0,33
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,182,59,"Height2",7,0,37
2013,"Density","JGI","rain_fed",400,123,134,"RIL_212","high_density",31,31003,190,67,"Height2",8,0,43
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,142,19,"Height1",1,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,148,25,"Height1",2,0,4
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,154,31,"Height1",3,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,161,38,"Height1",4,0,16
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,168,45,"Height1",5,0,24
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,175,52,"Height1",6,0,27
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,182,59,"Height1",7,1,37
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,190,67,"Height1",8,0,24
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,142,19,"Height2",1,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,148,25,"Height2",2,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,154,31,"Height2",3,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,161,38,"Height2",4,0,16
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,168,45,"Height2",5,0,15
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,175,52,"Height2",6,1,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,182,59,"Height2",7,0,33
2013,"Density","JGI","rain_fed",400,123,134,"RIL_074","high_density",31,31004,190,67,"Height2",8,0,31
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,142,19,"Height1",1,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,148,25,"Height1",2,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,154,31,"Height1",3,0,17
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,161,38,"Height1",4,1,27
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,168,45,"Height1",5,0,24
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,175,52,"Height1",6,2,16
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,182,59,"Height1",7,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,190,67,"Height1",8,0,19
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,142,19,"Height2",1,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,148,25,"Height2",2,0,9
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,154,31,"Height2",3,0,12
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,161,38,"Height2",4,0,20
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,168,45,"Height2",5,0,21
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,175,52,"Height2",6,0,24
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,182,59,"Height2",7,2,13
2013,"Density","JGI","rain_fed",400,123,134,"RIL_126","high_density",31,31005,190,67,"Height2",8,0,19
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,142,19,"Height1",1,0,3
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,148,25,"Height1",2,0,5
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,154,31,"Height1",3,0,10
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,161,38,"Height1",4,1,18
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,168,45,"Height1",5,2,12
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,175,52,"Height1",6,0,20
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,182,59,"Height1",7,0,22
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,190,67,"Height1",8,2,16
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,142,19,"Height2",1,1,6
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,148,25,"Height2",2,0,7
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,154,31,"Height2",3,0,8
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,161,38,"Height2",4,1,18
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,168,45,"Height2",5,1,25
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,175,52,"Height2",6,0,22
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,182,59,"Height2",7,2,14
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31006,190,67,"Height2",8,0,19
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,142,19,"Height1",1,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,148,25,"Height1",2,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,154,31,"Height1",3,0,12
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,161,38,"Height1",4,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,168,45,"Height1",5,0,26
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,175,52,"Height1",6,0,31
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,182,59,"Height1",7,1,45
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,190,67,"Height1",8,0,31
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,142,19,"Height2",1,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,148,25,"Height2",2,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,154,31,"Height2",3,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,161,38,"Height2",4,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,168,45,"Height2",5,0,27
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,175,52,"Height2",6,1,41
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,182,59,"Height2",7,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_090","high_density",31,31007,190,67,"Height2",8,0,36
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,142,19,"Height1",1,1,6
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,148,25,"Height1",2,0,6
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,154,31,"Height1",3,1,14
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,161,38,"Height1",4,1,17
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,168,45,"Height1",5,0,21
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,175,52,"Height1",6,2,15
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,182,59,"Height1",7,0,21
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,190,67,"Height1",8,0,17
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,142,19,"Height2",1,1,6
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,148,25,"Height2",2,1,8
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,154,31,"Height2",3,0,9
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,161,38,"Height2",4,1,19
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,168,45,"Height2",5,0,20
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,175,52,"Height2",6,1,23
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,182,59,"Height2",7,2,15
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31008,190,67,"Height2",8,2,14
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,142,19,"Height1",1,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,148,25,"Height1",2,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,154,31,"Height1",3,0,9
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,161,38,"Height1",4,0,21
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,168,45,"Height1",5,0,27
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,175,52,"Height1",6,0,30
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,182,59,"Height1",7,0,33
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,190,67,"Height1",8,2,25
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,142,19,"Height2",1,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,148,25,"Height2",2,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,154,31,"Height2",3,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,161,38,"Height2",4,0,19
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,168,45,"Height2",5,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,175,52,"Height2",6,0,29
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,182,59,"Height2",7,2,25
2013,"Density","JGI","rain_fed",400,123,134,"RIL_196","high_density",31,31009,190,67,"Height2",8,2,22
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,142,19,"Height1",1,0,3
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,148,25,"Height1",2,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,154,31,"Height1",3,0,12
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,161,38,"Height1",4,0,18
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,168,45,"Height1",5,0,24
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,175,52,"Height1",6,0,37
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,182,59,"Height1",7,0,53
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,190,67,"Height1",8,0,48
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,142,19,"Height2",1,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,148,25,"Height2",2,0,9
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,154,31,"Height2",3,0,10
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,161,38,"Height2",4,0,18
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,168,45,"Height2",5,0,27
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,175,52,"Height2",6,1,45
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,182,59,"Height2",7,0,49
2013,"Density","JGI","rain_fed",400,123,134,"RIL_146","high_density",31,31010,190,67,"Height2",8,0,60
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,142,19,"Height1",1,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,148,25,"Height1",2,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,154,31,"Height1",3,0,10
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,161,38,"Height1",4,0,16
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,168,45,"Height1",5,0,37
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,175,52,"Height1",6,0,35
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,182,59,"Height1",7,1,57
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,190,67,"Height1",8,0,38
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,142,19,"Height2",1,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,148,25,"Height2",2,0,9
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,154,31,"Height2",3,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,161,38,"Height2",4,0,19
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,168,45,"Height2",5,0,26
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,175,52,"Height2",6,0,44
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,182,59,"Height2",7,0,52
2013,"Density","JGI","rain_fed",400,123,134,"RIL_094","high_density",31,31011,190,67,"Height2",8,0,48
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,142,19,"Height1",1,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,148,25,"Height1",2,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,154,31,"Height1",3,0,9
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,161,38,"Height1",4,0,14
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,168,45,"Height1",5,0,22
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,175,52,"Height1",6,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,182,59,"Height1",7,0,31
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,190,67,"Height1",8,2,21
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,142,19,"Height2",1,0,4
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,148,25,"Height2",2,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,154,31,"Height2",3,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,161,38,"Height2",4,0,15
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,168,45,"Height2",5,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,175,52,"Height2",6,1,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,182,59,"Height2",7,2,21
2013,"Density","JGI","rain_fed",400,123,134,"RIL_216","high_density",31,31012,190,67,"Height2",8,2,17
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,142,19,"Height1",1,0,7
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,148,25,"Height1",2,0,6
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,154,31,"Height1",3,0,13
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,161,38,"Height1",4,0,25
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,168,45,"Height1",5,0,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,175,52,"Height1",6,0,36
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,182,59,"Height1",7,0,39
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,190,67,"Height1",8,0,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,142,19,"Height2",1,0,8
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,148,25,"Height2",2,1,10
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,154,31,"Height2",3,0,10
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,161,38,"Height2",4,0,16
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,168,45,"Height2",5,0,36
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,175,52,"Height2",6,0,40
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,182,59,"Height2",7,2,28
2013,"Density","JGI","rain_fed",400,123,134,"RIL_010","high_density",31,31013,190,67,"Height2",8,0,35
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,".",".","artificial",8,2,"."
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,148,25,"Height1",2,0,1
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,154,31,"Height1",3,0,5
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,161,38,"Height1",4,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,168,45,"Height1",5,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,175,52,"Height1",6,0,21
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,182,59,"Height1",7,1,34
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,190,67,"Height1",8,0,32
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,142,19,"Height2",1,0,2
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,148,25,"Height2",2,0,2
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,154,31,"Height2",3,0,3
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,161,38,"Height2",4,0,9
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,168,45,"Height2",5,0,11
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,175,52,"Height2",6,0,24
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,182,59,"Height2",7,0,23
2013,"Density","JGI","rain_fed",400,123,134,"RIL_063","high_density",31,31014,190,67,"Height2",8,0,41
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,123,0,"artificial",0,0,0
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,142,19,"Height1",1,0,2
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,148,25,"Height1",2,0,4
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,154,31,"Height1",3,0,8
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,161,38,"Height1",4,1,19
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,168,45,"Height1",5,0,17
2013,"Density","JGI","rain_fed",400,123,134,"A10","high_density",31,31015,175,52,"Height1",6,2,15
