"year","experiment","population","water","plants_per_m2","sowing_doy","transplanting_doy","genotype","treatment","plot","subplot_ID","date","number_plants_harvested","trait","rep","flag","data"
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"culm_height",3,".",505.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"second_tiller_height",1,".",110.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"second_tiller_height",2,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"second_tiller_height",3,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"tiller_number_per_plant",1,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"tiller_number_per_plant",2,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_055","high_density",31,31057,41910,3,"tiller_number_per_plant",3,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"basal_circumference",1,".",31.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"basal_circumference",2,".",33.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"basal_circumference",3,".",20.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"branch_number_per_plant",1,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"branch_number_per_plant",2,".",9.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"branch_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"culm_height",1,".",329.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"culm_height",2,".",244.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"culm_height",3,".",126.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"second_tiller_height",1,".",258.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"second_tiller_height",2,".",256.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"second_tiller_height",3,".",205.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"tiller_number_per_plant",1,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"tiller_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_171","high_density",31,31058,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"basal_circumference",1,".",28.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"basal_circumference",2,".",17.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"basal_circumference",3,".",36.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"branch_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"branch_number_per_plant",2,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"branch_number_per_plant",3,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"culm_height",1,".",651.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"culm_height",2,".",787.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"culm_height",3,".",786.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"second_tiller_height",1,".",585.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"second_tiller_height",2,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"second_tiller_height",3,".",572.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"tiller_number_per_plant",1,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"tiller_number_per_plant",2,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_201","high_density",31,31059,41910,3,"tiller_number_per_plant",3,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"basal_circumference",1,".",29.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"basal_circumference",2,".",19.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"basal_circumference",3,".",15.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"branch_number_per_plant",1,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"branch_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"branch_number_per_plant",3,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"culm_height",1,".",545.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"culm_height",2,".",288.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"culm_height",3,".",368.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"second_tiller_height",1,".",375.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"second_tiller_height",2,".",195.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"second_tiller_height",3,".",122.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"tiller_number_per_plant",1,".",4.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_112","high_density",31,31060,41910,3,"tiller_number_per_plant",3,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"basal_circumference",1,".",29.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"basal_circumference",2,".",23.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"basal_circumference",3,".",35.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"branch_number_per_plant",1,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"branch_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"branch_number_per_plant",3,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"culm_height",1,".",321.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"culm_height",2,".",251.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"culm_height",3,".",491.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"second_tiller_height",1,".",370.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"second_tiller_height",2,".",310.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"second_tiller_height",3,".",382.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"tiller_number_per_plant",1,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"tiller_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_187","high_density",31,31061,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"basal_circumference",1,".",17.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"basal_circumference",2,".",21.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"basal_circumference",3,".",22.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"branch_number_per_plant",1,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"branch_number_per_plant",2,".",5.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"branch_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"culm_height",1,".",266.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"culm_height",2,".",157.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"culm_height",3,".",180.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"second_tiller_height",2,".",180.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"second_tiller_height",3,".",154.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_164","high_density",31,31062,41910,3,"tiller_number_per_plant",3,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"basal_circumference",1,".",15.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"basal_circumference",2,".",36.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"basal_circumference",3,".",39.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"branch_number_per_plant",1,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"branch_number_per_plant",2,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"branch_number_per_plant",3,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"culm_height",1,".",545.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"culm_height",2,".",620.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"culm_height",3,".",614.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"second_tiller_height",2,".",457.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"second_tiller_height",3,".",439.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_094","high_density",31,31063,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"basal_circumference",1,".",12.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"basal_circumference",2,".",11.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"basal_circumference",3,".",16.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"branch_number_per_plant",1,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"branch_number_per_plant",2,".",5.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"branch_number_per_plant",3,".",4.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"culm_height",1,".",395.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"culm_height",2,".",349.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"culm_height",3,".",393.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"second_tiller_height",1,".",320.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"second_tiller_height",2,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"second_tiller_height",3,".",307.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_141","high_density",31,31064,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"basal_circumference",1,".",14.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"basal_circumference",2,".",24.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"basal_circumference",3,".",25.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"branch_number_per_plant",1,".",5.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"branch_number_per_plant",2,".",8.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"branch_number_per_plant",3,".",7.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"culm_height",1,".",319.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"culm_height",2,".",431.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"culm_height",3,".",434.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"second_tiller_height",1,".",254.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"second_tiller_height",2,".",252.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"second_tiller_height",3,".",433.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"tiller_number_per_plant",1,".",4.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"tiller_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_069","high_density",31,31065,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"basal_circumference",1,".",15.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"basal_circumference",2,".",22.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"basal_circumference",3,".",30.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"branch_number_per_plant",1,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"branch_number_per_plant",2,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"branch_number_per_plant",3,".",9.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"culm_height",1,".",410.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"culm_height",2,".",534.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"culm_height",3,".",406.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"second_tiller_height",1,".",203.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"second_tiller_height",2,".",495.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"second_tiller_height",3,".",363.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"tiller_number_per_plant",1,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"tiller_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_067","high_density",31,31066,41910,3,"tiller_number_per_plant",3,".",4.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"basal_circumference",1,".",12.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"basal_circumference",2,".",28.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"basal_circumference",3,".",38.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"branch_number_per_plant",1,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"branch_number_per_plant",2,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"branch_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"culm_height",1,".",284.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"culm_height",2,".",430.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"culm_height",3,".",394.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"second_tiller_height",2,".",370.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"second_tiller_height",3,".",436.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"tiller_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_127","high_density",31,31067,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"basal_circumference",1,".",11.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"basal_circumference",2,".",18.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"basal_circumference",3,".",20.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"branch_number_per_plant",1,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"branch_number_per_plant",2,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"branch_number_per_plant",3,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"culm_height",1,".",409.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"culm_height",2,".",287.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"culm_height",3,".",282.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"second_tiller_height",2,".",14.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"second_tiller_height",3,".",246.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"tiller_number_per_plant",2,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_030","high_density",31,31068,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"basal_circumference",1,".",22.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"basal_circumference",2,".",28.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"basal_circumference",3,".",20.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"branch_number_per_plant",1,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"branch_number_per_plant",2,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"branch_number_per_plant",3,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"culm_height",1,".",684.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"culm_height",2,".",498.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"culm_height",3,".",388.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"second_tiller_height",2,".",396.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"second_tiller_height",3,".","."
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31069,41910,3,"tiller_number_per_plant",3,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"basal_circumference",1,".",13.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"basal_circumference",2,".",13.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"basal_circumference",3,".",19.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"branch_number_per_plant",1,".",5.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"branch_number_per_plant",2,".",6.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"branch_number_per_plant",3,".",6.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"culm_height",1,".",258.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"culm_height",2,".",299.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"culm_height",3,".",254.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"second_tiller_height",2,".",92.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"second_tiller_height",3,".",235.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_091","high_density",31,31070,41910,3,"tiller_number_per_plant",3,".",3.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"basal_circumference",1,".",18.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"basal_circumference",2,".",23.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"basal_circumference",3,".",28.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"branch_number_per_plant",1,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"branch_number_per_plant",2,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"branch_number_per_plant",3,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"culm_height",1,".",373.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"culm_height",2,".",404.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"culm_height",3,".",588.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"second_tiller_height",2,".",183.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"second_tiller_height",3,".",352.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"tiller_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31071,41910,3,"tiller_number_per_plant",3,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"basal_circumference",1,".",11.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"basal_circumference",2,".",9.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"basal_circumference",3,".",16.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"branch_number_per_plant",1,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"branch_number_per_plant",2,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"branch_number_per_plant",3,".",0.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"culm_height",1,".",288.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"culm_height",2,".",249.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"culm_height",3,".",302.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"second_tiller_height",1,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"second_tiller_height",2,".","."
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"second_tiller_height",3,".",130.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"tiller_number_per_plant",1,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"tiller_number_per_plant",2,".",1.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_078","high_density",31,31072,41910,3,"tiller_number_per_plant",3,".",2.000
2014,"density","JGI","rain_fed",400,198,205,"RIL_093","high_density",31,31073,41910,3,"basal_circumference",1,".",4.000
