"","subplot_id","genotype","data","trait","rep","treatment"
"530",50750,"RIL_138",-1.475,"water_potential_1",1,"wet"
"531",50751,"RIL_024",-1.5,"water_potential_1",2,"wet"
"532",50751,"RIL_024",-1.525,"water_potential_1",1,"wet"
"533",50751,"RIL_024",-1.425,"water_potential_2",1,"wet"
"534",50751,"RIL_024",-1.75,"water_potential_2",2,"wet"
"535",50752,"RIL_029",-1.425,"water_potential_1",1,"wet"
"536",50752,"RIL_029",-1.55,"water_potential_2",2,"wet"
"537",50752,"RIL_029",-1.525,"water_potential_2",1,"wet"
"538",50752,"RIL_029",-1.6,"water_potential_1",2,"wet"
"539",50753,"RIL_076",-1.625,"water_potential_2",1,"wet"
"540",50753,"RIL_076",-1.375,"water_potential_1",2,"wet"
"541",50753,"RIL_076",-1.7,"water_potential_2",2,"wet"
"542",50753,"RIL_076",-1.5,"water_potential_1",1,"wet"
"543",50754,"RIL_044",-1.45,"water_potential_1",2,"wet"
"544",50754,"RIL_044",-1.65,"water_potential_2",2,"wet"
"545",50754,"RIL_044",-1.4,"water_potential_1",1,"wet"
"546",50754,"RIL_044",-1.6,"water_potential_2",1,"wet"
"547",50755,"RIL_213",-1.425,"water_potential_1",2,"wet"
"548",50755,"RIL_213",-1.575,"water_potential_2",1,"wet"
"549",50755,"RIL_213",-1.675,"water_potential_2",2,"wet"
"550",50755,"RIL_213",-1.35,"water_potential_1",1,"wet"
"551",50757,"B100",-1.525,"water_potential_2",1,"wet"
"552",50757,"B100",-1.6,"water_potential_2",2,"wet"
"553",50758,"RIL_009",-1.275,"water_potential_1",1,"wet"
"554",50758,"RIL_009",-1.675,"water_potential_2",2,"wet"
"555",50758,"RIL_009",-2.1,"water_potential_2",1,"wet"
"556",50758,"RIL_009",-1.45,"water_potential_1",2,"wet"
"557",50759,"RIL_057",-1.45,"water_potential_2",1,"wet"
"558",50759,"RIL_057",-1.425,"water_potential_1",1,"wet"
"559",50759,"RIL_057",-1.35,"water_potential_1",2,"wet"
"560",50759,"RIL_057",-1.225,"water_potential_2",2,"wet"
"561",50761,"RIL_127",-1.525,"water_potential_1",1,"wet"
"562",50761,"RIL_127",-1.3,"water_potential_1",2,"wet"
"563",50761,"RIL_127",-1.575,"water_potential_2",1,"wet"
"564",50761,"RIL_127",-1.475,"water_potential_2",2,"wet"
"565",50762,"RIL_147",-1.625,"water_potential_2",1,"wet"
"566",50762,"RIL_147",-1.7,"water_potential_1",2,"wet"
"567",50762,"RIL_147",-1.45,"water_potential_1",1,"wet"
"568",50762,"RIL_147",-1.675,"water_potential_2",2,"wet"
"569",50763,"RIL_106",-1.4,"water_potential_2",1,"wet"
"570",50763,"RIL_106",-1.425,"water_potential_1",1,"wet"
"571",50763,"RIL_106",-1.75,"water_potential_2",2,"wet"
"572",50763,"RIL_106",-1.45,"water_potential_1",2,"wet"
"573",50764,"RIL_030",-1.475,"water_potential_2",1,"wet"
"574",50764,"RIL_030",-1.4,"water_potential_1",2,"wet"
"575",50764,"RIL_030",-1.65,"water_potential_2",2,"wet"
"576",50764,"RIL_030",-1.4,"water_potential_1",1,"wet"
"577",50765,"RIL_010",-1.2,"water_potential_1",1,"wet"
"578",50765,"RIL_010",-1.5,"water_potential_1",2,"wet"
"579",50765,"RIL_010",-1.475,"water_potential_2",1,"wet"
"580",50765,"RIL_010",-1.65,"water_potential_2",2,"wet"
"581",50801,"RIL_043",-1.675,"water_potential_2",2,"wet"
"582",50801,"RIL_043",-1.6,"water_potential_2",1,"wet"
"583",50802,"RIL_180",-2,"water_potential_2",2,"wet"
"584",50802,"RIL_180",-1.675,"water_potential_2",1,"wet"
"585",50803,"RIL_123",-1.675,"water_potential_2",2,"wet"
"586",50803,"RIL_123",-1.675,"water_potential_2",1,"wet"
"587",50804,"RIL_134",-1.625,"water_potential_2",1,"wet"
"588",50804,"RIL_134",-1.8,"water_potential_2",2,"wet"
"589",50805,"RIL_102",-2.3,"water_potential_2",1,"wet"
"590",50805,"RIL_102",-1.95,"water_potential_2",2,"wet"
"591",50819,"RIL_012",-1.55,"water_potential_2",2,"wet"
"592",50819,"RIL_012",-1.45,"water_potential_2",1,"wet"
"593",50820,"B100",-1.6,"water_potential_2",2,"wet"
"594",50820,"B100",-1.5,"water_potential_2",1,"wet"
"595",50821,"RIL_111",-1.65,"water_potential_2",1,"wet"
"596",50821,"RIL_111",-1.725,"water_potential_2",2,"wet"
"597",50822,"RIL_194",-1.55,"water_potential_2",1,"wet"
"598",50822,"RIL_194",-1.65,"water_potential_2",2,"wet"
"599",50823,"RIL_004",-1.4,"water_potential_2",2,"wet"
"600",50823,"RIL_004",-1.45,"water_potential_2",1,"wet"
"601",50824,"RIL_099",-1.675,"water_potential_2",2,"wet"
"602",50824,"RIL_099",-1.2,"water_potential_2",1,"wet"
"603",50825,"RIL_022",-1.25,"water_potential_2",1,"wet"
"604",50825,"RIL_022",-1.4,"water_potential_2",2,"wet"
"605",50826,"RIL_154",-1.25,"water_potential_2",1,"wet"
"606",50826,"RIL_154",-1.525,"water_potential_2",2,"wet"
"607",50827,"RIL_119",-1.45,"water_potential_2",2,"wet"
"608",50827,"RIL_119",-1.6,"water_potential_2",1,"wet"
"609",50828,"RIL_013",-1.375,"water_potential_2",2,"wet"
"610",50828,"RIL_013",-1.5,"water_potential_2",1,"wet"
"611",50829,"RIL_170",-1.45,"water_potential_2",2,"wet"
"612",50829,"RIL_170",-1.4,"water_potential_2",1,"wet"
"613",50830,"RIL_153",-1.375,"water_potential_2",1,"wet"
"614",50830,"RIL_153",-1.2,"water_potential_2",2,"wet"
"615",50831,"RIL_160",-1.3,"water_potential_2",1,"wet"
"616",50831,"RIL_160",-1.4,"water_potential_2",2,"wet"
"617",50832,"RIL_079",-1.55,"water_potential_2",2,"wet"
"618",50832,"RIL_079",-1.45,"water_potential_2",1,"wet"
"619",50833,"B100",-1.575,"water_potential_2",2,"wet"
"620",50833,"B100",-1.3,"water_potential_2",1,"wet"
"621",50834,"RIL_131",-0.875,"water_potential_2",1,"wet"
"622",50834,"RIL_131",-1.45,"water_potential_2",2,"wet"
"623",50835,"RIL_183",-1.6,"water_potential_2",1,"wet"
"624",50835,"RIL_183",-1.6,"water_potential_2",2,"wet"
"625",50836,"RIL_114",-1.4,"water_potential_2",2,"wet"
"626",50836,"RIL_114",-1.5,"water_potential_2",1,"wet"
"627",50837,"RIL_064",-1.3,"water_potential_2",2,"wet"
"628",50837,"RIL_064",-1.15,"water_potential_2",1,"wet"
"629",50838,"RIL_062",-1.45,"water_potential_2",1,"wet"
"630",50838,"RIL_062",-1.5,"water_potential_2",2,"wet"
"631",50839,"RIL_052",-1.3,"water_potential_2",1,"wet"
"632",50839,"RIL_052",-1.525,"water_potential_2",2,"wet"
"633",50840,"RIL_211",-1.4,"water_potential_2",2,"wet"
"634",50840,"RIL_211",-1.25,"water_potential_2",1,"wet"
"635",50841,"RIL_163",-1.5,"water_potential_2",2,"wet"
"636",50841,"RIL_163",-1.7,"water_potential_2",1,"wet"
"637",50842,"RIL_121",-1.7,"water_potential_2",2,"wet"
"638",50842,"RIL_121",-1.6,"water_potential_2",1,"wet"
"639",50843,"RIL_078",-1.45,"water_potential_2",1,"wet"
"640",50843,"RIL_078",-1.625,"water_potential_2",2,"wet"
"641",50844,"RIL_033",-1.55,"water_potential_2",1,"wet"
"642",50844,"RIL_033",-1.475,"water_potential_2",2,"wet"
"643",50845,"RIL_208",-1.575,"water_potential_2",1,"wet"
"644",50845,"RIL_208",-1.975,"water_potential_2",2,"wet"
"645",50846,"B100",-1.475,"water_potential_2",2,"wet"
"646",50846,"B100",-1.575,"water_potential_2",1,"wet"
"647",50847,"RIL_063",-1.575,"water_potential_2",1,"wet"
"648",50847,"RIL_063",-1.85,"water_potential_2",2,"wet"
"649",50848,"RIL_139",-1.225,"water_potential_2",1,"wet"
"650",50848,"RIL_139",-1.35,"water_potential_2",2,"wet"
"651",50849,"RIL_048",-1.575,"water_potential_2",1,"wet"
"652",50849,"RIL_048",-1.375,"water_potential_2",2,"wet"
"653",50850,"RIL_109",-1.9,"water_potential_2",2,"wet"
"654",50850,"RIL_109",-1.675,"water_potential_2",1,"wet"
"655",50851,"RIL_197",-1.65,"water_potential_2",1,"wet"
"656",50851,"RIL_197",-1.475,"water_potential_2",2,"wet"
"657",50852,"RIL_206",-1.95,"water_potential_2",1,"wet"
"658",50852,"RIL_206",-1.9,"water_potential_2",2,"wet"
"659",50853,"RIL_005",-1.2,"water_potential_2",1,"wet"
"660",50853,"RIL_005",-1.325,"water_potential_2",2,"wet"
