"year","experiment","population","water","plants_per_m2","sowing_doy","transplanting_doy","genotype","treatment","plot","subplot_ID","date","DOY","trait","measurement_number","rep","flag","data"
2014,"density","JGI","rain_fed",36,198,205,"RIL_008","low_density",34,34054,41862.00,223,"Height",1,3,".",6.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_008","low_density",34,34054,41884.00,245,"Height",2,1,".",49.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_008","low_density",34,34054,41884.00,245,"Height",2,2,".",44.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_008","low_density",34,34054,41884.00,245,"Height",2,3,".",43.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41862.00,223,"Height",1,1,".",14.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41862.00,223,"Height",1,2,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41862.00,223,"Height",1,3,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41883.50,244,"Height",2,1,".",56.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41883.00,244,"Height",2,2,".",51.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41883.00,244,"Height",2,3,".",44.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41911.00,272,"culm_height",3,1,".",50.9
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41915.00,276,"culm_height",3,2,2,55.4
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",31,31188,41915.00,276,"culm_height",3,3,".",28.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41862.00,223,"Height",1,2,".",3.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41862.00,223,"Height",1,3,".",3.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41884.00,245,"Height",2,1,".",37.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41884.00,245,"Height",2,2,".",46.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41884.00,245,"Height",2,3,".",44.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41917.00,278,"culm_height",3,1,".",44.3
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41917.00,278,"culm_height",3,2,".",48.9
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",32,32188,41917.00,278,"culm_height",3,3,".",39.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41862.00,223,"Height",1,2,".",3.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41862.00,223,"Height",1,3,".",6.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41884.00,245,"Height",2,1,".",36.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41884.00,245,"Height",2,2,".",24.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41884.00,245,"Height",2,3,".",48.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41907.00,268,"culm_height",3,1,".",35.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41907.00,268,"culm_height",3,2,".",32.3
2014,"density","JGI","rain_fed",400,198,205,"RIL_010","high_density",33,33096,41907.00,268,"culm_height",3,3,1,47.4
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",34,34096,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",34,34096,41862.00,223,"Height",1,2,".",6.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",34,34096,41862.00,223,"Height",1,3,".",3.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",34,34096,41884.00,245,"Height",2,1,".",36.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",34,34096,41884.00,245,"Height",2,2,".",32.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_010","low_density",34,34096,41884.00,245,"Height",2,3,".",37.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41862.00,223,"Height",1,1,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41862.00,223,"Height",1,2,".",6.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41883.50,244,"Height",2,1,".",27.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41883.00,244,"Height",2,2,".",34.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41883.00,244,"Height",2,3,".",24.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41909.50,270,"culm_height",3,1,".",39.2
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41911.00,272,"culm_height",3,2,".",26.6
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",31,31115,41911.00,272,"culm_height",3,3,".",36.8
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41862.00,223,"Height",1,2,".",6.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41862.00,223,"Height",1,3,".",6.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41883.00,244,"Height",2,1,".",36.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41883.00,244,"Height",2,2,".",32.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41883.00,244,"Height",2,3,".",37.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41914.00,275,"culm_height",3,1,".",37.8
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41914.00,275,"culm_height",3,2,".",37.2
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",32,32115,41914.00,275,"culm_height",3,3,".",39.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41862.00,223,"Height",1,1,".",12.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41862.00,223,"Height",1,2,".",15.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41862.00,223,"Height",1,3,".",12.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41884.00,245,"Height",2,1,".",59.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41884.00,245,"Height",2,2,1,41.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41884.00,245,"Height",2,3,".",45.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41908.00,269,"culm_height",3,1,".",26.8
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41908.00,269,"culm_height",3,2,1,22.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_011","high_density",33,33123,41908.00,269,"culm_height",3,3,".",57.9
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",34,34123,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",34,34123,41862.00,223,"Height",1,2,".",5.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_011","low_density",34,34123,41862.00,223,"Height",1,3,".",4.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41862.00,223,"Height",1,1,".",8.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41862.00,223,"Height",1,2,".",9.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41862.00,223,"Height",1,3,".",9.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41883.50,244,"Height",2,1,".",32.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41883.00,244,"Height",2,2,".",37.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41883.00,244,"Height",2,3,".",34.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41911.00,272,"culm_height",3,1,".",37.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41915.00,276,"culm_height",3,2,".",22.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",31,31164,41915.00,276,"culm_height",3,3,".",34.2
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41862.00,223,"Height",1,1,".",14.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41862.00,223,"Height",1,2,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41862.00,223,"Height",1,3,".",8.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41884.00,245,"Height",2,1,".",37.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41884.00,245,"Height",2,2,".",37.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41884.00,245,"Height",2,3,".",41.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41916.00,277,"culm_height",3,1,".",39.5
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41916.00,277,"culm_height",3,2,".",37.4
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",32,32164,41916.00,277,"culm_height",3,3,".",42.9
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41862.00,223,"Height",1,1,".",7.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41862.00,223,"Height",1,2,".",5.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41862.00,223,"Height",1,3,".",9.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41884.00,245,"Height",2,1,".",35.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41884.00,245,"Height",2,2,".",32.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41884.00,245,"Height",2,3,".",34.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41907.00,268,"culm_height",3,1,".",34.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41907.00,268,"culm_height",3,2,".",36.4
2014,"density","JGI","rain_fed",400,198,205,"RIL_013","high_density",33,33078,41907.00,268,"culm_height",3,3,".",37.1
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",34,34078,41862.00,223,"Height",1,1,".",3.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",34,34078,41862.00,223,"Height",1,2,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_013","low_density",34,34078,41862.00,223,"Height",1,3,".",5.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41862.00,223,"Height",1,1,".",11.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41862.00,223,"Height",1,2,".",11.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41862.00,223,"Height",1,3,".",13.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41883.50,244,"Height",2,1,".",37.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41883.00,244,"Height",2,2,".",34.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41883.00,244,"Height",2,3,".",45.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41910.00,271,"culm_height",3,1,".",56.5
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41914.00,275,"culm_height",3,2,".",38.3
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",31,31155,41914.00,275,"culm_height",3,3,1,35.9
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41862.00,223,"Height",1,1,".",8.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41862.00,223,"Height",1,2,".",10.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41884.00,245,"Height",2,1,".",45.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41884.00,245,"Height",2,2,".",46.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41884.00,245,"Height",2,3,".",40.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41916.00,277,"culm_height",3,1,".",46.2
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41916.00,277,"culm_height",3,2,".",43.8
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",32,32155,41916.00,277,"culm_height",3,3,".",46.9
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41862.00,223,"Height",1,1,".",9.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41862.00,223,"Height",1,2,".",3.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41862.00,223,"Height",1,3,".",5.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41884.00,245,"Height",2,1,".",35.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41884.00,245,"Height",2,2,".",44.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41884.00,245,"Height",2,3,".",17.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41906.00,267,"culm_height",3,1,".",21.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41906.00,267,"culm_height",3,2,".",37.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_014","high_density",33,33055,41906.00,267,"culm_height",3,3,".",45.5
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",34,34055,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",34,34055,41862.00,223,"Height",1,2,".",5.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",34,34055,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",34,34055,41884.00,245,"Height",2,1,".",23.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",34,34055,41884.00,245,"Height",2,2,".",36.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_014","low_density",34,34055,41884.00,245,"Height",2,3,".",36.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41862.00,223,"Height",1,1,".",6.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41862.00,223,"Height",1,2,".",8.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41883.50,244,"Height",2,1,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41883.00,244,"Height",2,2,".",18.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41883.00,244,"Height",2,3,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41911.50,272,"culm_height",3,1,".",18.8
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41915.00,276,"culm_height",3,2,".",15.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",31,31171,41915.00,276,"culm_height",3,3,".",10.5
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41862.00,223,"Height",1,1,".",5.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41862.00,223,"Height",1,2,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41862.00,223,"Height",1,3,".",6.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41884.00,245,"Height",2,1,".",14.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41884.00,245,"Height",2,2,".",19.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41884.00,245,"Height",2,3,".",15.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41917.00,278,"culm_height",3,1,".",13.9
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41917.00,278,"culm_height",3,2,".",15.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",32,32171,41917.00,278,"culm_height",3,3,".",19.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41862.00,223,"Height",1,1,".",3.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41862.00,223,"Height",1,2,".",5.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41884.00,245,"Height",2,1,".",22.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41884.00,245,"Height",2,2,".",15.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41884.00,245,"Height",2,3,".",22.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41908.00,269,"culm_height",3,1,".",13.5
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41908.00,269,"culm_height",3,2,".",25.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_015","high_density",33,33152,41908.00,269,"culm_height",3,3,".",17.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",34,34152,41862.00,223,"Height",1,1,".",4.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",34,34152,41862.00,223,"Height",1,2,".",5.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",34,34152,41862.00,223,"Height",1,3,".",2.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",34,34152,41884.00,245,"Height",2,1,".",22.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",34,34152,41884.00,245,"Height",2,2,".",16.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_015","low_density",34,34152,41884.00,245,"Height",2,3,".",22.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41862.00,223,"Height",1,1,".",8.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41862.00,223,"Height",1,2,".",2.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41862.00,223,"Height",1,3,".",4.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41883.50,244,"Height",2,1,".",40.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41883.00,244,"Height",2,2,".",40.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41883.00,244,"Height",2,3,".",36.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41908.50,269,"culm_height",3,1,".",35.5
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41910.00,271,"culm_height",3,2,".",32.3
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",31,31031,41910.00,271,"culm_height",3,3,".",40.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41862.00,223,"Height",1,1,".",9.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41862.00,223,"Height",1,2,".",9.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41883.50,244,"Height",2,1,".",35.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41883.00,244,"Height",2,2,".",44.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41883.00,244,"Height",2,3,".",41.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41912.00,273,"culm_height",3,1,".",43.4
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41912.00,273,"culm_height",3,2,".",46.1
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,41912.00,273,"culm_height",3,3,".",38.5
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41862.00,223,"Height",1,1,".",9.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41862.00,223,"Height",1,2,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41862.00,223,"Height",1,3,".",10.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41884.00,245,"Height",2,1,".",34.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41884.00,245,"Height",2,2,".",32.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41884.00,245,"Height",2,3,".",28.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41907.00,268,"culm_height",3,1,".",22.6
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41907.00,268,"culm_height",3,2,".",33.4
2014,"density","JGI","rain_fed",400,198,205,"RIL_016","high_density",33,33118,41907.00,268,"culm_height",3,3,".",26.1
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",34,34118,41862.00,223,"Height",1,1,".",7.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",34,34118,41862.00,223,"Height",1,2,".",8.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",34,34118,41862.00,223,"Height",1,3,".",7.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",34,34118,41884.00,245,"Height",2,1,".",41.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",34,34118,41884.00,245,"Height",2,2,".",38.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",34,34118,41884.00,245,"Height",2,3,".",42.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41862.00,223,"Height",1,1,".",8.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41862.00,223,"Height",1,2,".",14.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41862.00,223,"Height",1,3,".",12.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41883.50,244,"Height",2,1,".",44.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41883.00,244,"Height",2,2,".",47.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41883.00,244,"Height",2,3,".",52.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41907.00,268,"culm_height",3,1,".",53.6
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41910.00,271,"culm_height",3,2,".",46.5
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",31,31024,41910.00,271,"culm_height",3,3,".",37.6
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41862.00,223,"Height",1,1,".",12.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41862.00,223,"Height",1,2,".",13.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41862.00,223,"Height",1,3,".",10.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41883.50,244,"Height",2,1,".",60.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41883.00,244,"Height",2,2,".",58.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41883.00,244,"Height",2,3,".",63.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41909.00,270,"culm_height",3,1,".",61.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41909.00,270,"culm_height",3,2,".",64.5
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,41909.00,270,"culm_height",3,3,".",59.5
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",33,33004,41884.00,245,"Height",2,1,".",34.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",33,33004,41884.00,245,"Height",2,2,".",25.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",33,33004,41884.00,245,"Height",2,3,".",24.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",33,33004,41904.00,265,"culm_height",3,1,".",32.1
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",33,33004,41904.00,265,"culm_height",3,2,".",25.3
2014,"density","JGI","rain_fed",400,198,205,"RIL_017","high_density",33,33004,41904.00,265,"culm_height",3,3,".",28.5
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",34,34004,41862.00,223,"Height",1,1,".",10.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",34,34004,41862.00,223,"Height",1,2,".",6.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",34,34004,41862.00,223,"Height",1,3,".",5.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",34,34004,41884.00,245,"Height",2,1,".",30.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",34,34004,41884.00,245,"Height",2,2,".",42.0
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",34,34004,41884.00,245,"Height",2,3,1,47.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41862.00,223,"Height",1,1,".",8.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41862.00,223,"Height",1,2,".",8.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41862.00,223,"Height",1,3,".",9.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41883.50,244,"Height",2,1,".",44.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41883.00,244,"Height",2,2,".",39.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41883.00,244,"Height",2,3,".",33.0
2014,"density","JGI","rain_fed",400,198,205,"RIL_018","high_density",31,31074,41907.00,268,"culm_height",3,1,".",39.0
