"year","experiment","population","water","plants_per_m2","sowing_doy","transplanting_doy","genotype","treatment","plot","subplot_ID","trait","emergence_DOY","emergence_DAS"
2014,"density","JGI","rain_fed",400,198,205,"RIL_008","high_density",31,31191,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_138","high_density",31,31192,"panicle_emergence",238,40
2014,"density","JGI","rain_fed",400,198,205,"RIL_212","high_density",31,31193,"panicle_emergence",237,39
2014,"density","JGI","rain_fed",400,198,205,"RIL_137","high_density",31,31194,"panicle_emergence",240,42
2014,"density","JGI","rain_fed",400,198,205,"RIL_167","high_density",31,31195,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_118","high_density",31,31196,"panicle_emergence",245,47
2014,"density","JGI","rain_fed",400,198,205,"RIL_215","high_density",31,31197,"panicle_emergence",242,44
2014,"density","JGI","rain_fed",400,198,205,"RIL_095","high_density",31,31198,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"B100","high_density",31,31199,"panicle_emergence",239,41
2014,"density","JGI","rain_fed",400,198,205,"RIL_119","high_density",31,31200,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_130","high_density",31,31201,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"A10","high_density",31,31202,"panicle_emergence",227,29
2014,"density","JGI","rain_fed",400,198,205,"RIL_181","high_density",31,31203,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_174","high_density",31,31204,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_163","high_density",31,31205,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_107","high_density",31,31206,"panicle_emergence",230,32
2014,"density","JGI","rain_fed",400,198,205,"RIL_068","high_density",31,31207,"panicle_emergence",240,42
2014,"density","JGI","rain_fed",400,198,205,"RIL_109","high_density",31,31208,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",400,198,205,"RIL_071","high_density",31,31209,"panicle_emergence",238,40
2014,"density","JGI","rain_fed",400,198,205,"RIL_100","high_density",31,31210,"panicle_emergence",245,47
2014,"density","JGI","rain_fed",36,198,205,"RIL_022","low_density",32,32001,"panicle_emergence",239,41
2014,"density","JGI","rain_fed",36,198,205,"RIL_027","low_density",32,32002,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"B100","low_density",32,32003,"panicle_emergence",242,44
2014,"density","JGI","rain_fed",36,198,205,"RIL_222","low_density",32,32004,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_190","low_density",32,32005,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_188","low_density",32,32006,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_183","low_density",32,32007,"panicle_emergence",242,44
2014,"density","JGI","rain_fed",36,198,205,"A10","low_density",32,32008,"panicle_emergence",231,33
2014,"density","JGI","rain_fed",36,198,205,"RIL_046","low_density",32,32009,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_039","low_density",32,32010,"panicle_emergence",228,30
2014,"density","JGI","rain_fed",36,198,205,"RIL_123","low_density",32,32011,"panicle_emergence",246,48
2014,"density","JGI","rain_fed",36,198,205,"A10","low_density",32,32012,"panicle_emergence",230,32
2014,"density","JGI","rain_fed",36,198,205,"RIL_139","low_density",32,32013,"panicle_emergence",242,44
2014,"density","JGI","rain_fed",36,198,205,"RIL_086","low_density",32,32014,"panicle_emergence",238,40
2014,"density","JGI","rain_fed",36,198,205,"RIL_148","low_density",32,32015,"panicle_emergence",237,39
2014,"density","JGI","rain_fed",36,198,205,"RIL_204","low_density",32,32016,"panicle_emergence",231,33
2014,"density","JGI","rain_fed",36,198,205,"RIL_002","low_density",32,32017,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_040","low_density",32,32018,"panicle_emergence",237,39
2014,"density","JGI","rain_fed",36,198,205,"A10","low_density",32,32019,"panicle_emergence",231,33
2014,"density","JGI","rain_fed",36,198,205,"RIL_157","low_density",32,32020,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"B100","low_density",32,32021,"panicle_emergence",246,48
2014,"density","JGI","rain_fed",36,198,205,"RIL_102","low_density",32,32022,"panicle_emergence",237,39
2014,"density","JGI","rain_fed",36,198,205,"RIL_050","low_density",32,32023,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_017","low_density",32,32024,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_051","low_density",32,32025,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_074","low_density",32,32026,"panicle_emergence",237,39
2014,"density","JGI","rain_fed",36,198,205,"RIL_001","low_density",32,32027,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_136","low_density",32,32028,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_213","low_density",32,32029,"panicle_emergence",242,44
2014,"density","JGI","rain_fed",36,198,205,"RIL_047","low_density",32,32030,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_016","low_density",32,32031,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"A10","low_density",32,32032,"panicle_emergence",227,29
2014,"density","JGI","rain_fed",36,198,205,"RIL_221","low_density",32,32033,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_089","low_density",32,32034,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_140","low_density",32,32035,"panicle_emergence",240,42
2014,"density","JGI","rain_fed",36,198,205,"RIL_156","low_density",32,32036,"panicle_emergence",242,44
2014,"density","JGI","rain_fed",36,198,205,"RIL_189","low_density",32,32037,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_135","low_density",32,32038,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_062","low_density",32,32039,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_044","low_density",32,32040,"panicle_emergence",238,40
2014,"density","JGI","rain_fed",36,198,205,"RIL_150","low_density",32,32041,"panicle_emergence",245,47
2014,"density","JGI","rain_fed",36,198,205,"RIL_007","low_density",32,32042,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_076","low_density",32,32043,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_098","low_density",32,32044,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_058","low_density",32,32045,"panicle_emergence",240,42
2014,"density","JGI","rain_fed",36,198,205,"RIL_142","low_density",32,32046,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"BLANK","low_density",32,32047,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_205","low_density",32,32048,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_052","low_density",32,32049,"panicle_emergence",238,40
2014,"density","JGI","rain_fed",36,198,205,"RIL_162","low_density",32,32050,"panicle_emergence",231,33
2014,"density","JGI","rain_fed",36,198,205,"RIL_117","low_density",32,32051,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_104","low_density",32,32052,"panicle_emergence",240,42
2014,"density","JGI","rain_fed",36,198,205,"RIL_005","low_density",32,32053,"panicle_emergence",238,40
2014,"density","JGI","rain_fed",36,198,205,"RIL_184","low_density",32,32054,"panicle_emergence",236,38
2014,"density","JGI","rain_fed",36,198,205,"RIL_110","low_density",32,32055,"panicle_emergence",232,34
2014,"density","JGI","rain_fed",36,198,205,"B100","low_density",32,32056,"panicle_emergence",245,47
2014,"density","JGI","rain_fed",36,198,205,"RIL_055","low_density",32,32057,"panicle_emergence",236,38
